param n := 5;
set S[1] := 1 2 3 4 5;
set S[2] := 1 2 3 4 5;
set S[3] := 1 2 3 4 5;
set S[4] := 1 2 3 4 5;
set S[5] := 1 2 3 4 5;

param A :=
[*,1,1,1,1,1]  1 428 2 452 3 393 4 765 5 511
[*,2,1,1,1,1]  1 509 2 672 3 624 4 743 5 297
[*,3,1,1,1,1]  1 673 2 578 3 484 4 421 5 521
[*,4,1,1,1,1]  1 553 2 640 3 581 4 455 5 423
[*,5,1,1,1,1]  1 787 2 437 3 364 4 629 5 447
[*,1,2,1,1,1]  1 456 2 547 3 567 4 595 5 646
[*,2,2,1,1,1]  1 666 2 573 3 472 4 516 5 594
[*,3,2,1,1,1]  1 687 2 456 3 700 4 461 5 474
[*,4,2,1,1,1]  1 641 2 351 3 709 4 661 5 492
[*,5,2,1,1,1]  1 405 2 573 3 583 4 518 5 625
[*,1,3,1,1,1]  1 688 2 557 3 589 4 438 5 522
[*,2,3,1,1,1]  1 543 2 627 3 560 4 492 5 590
[*,3,3,1,1,1]  1 546 2 610 3 526 4 550 5 374
[*,4,3,1,1,1]  1 551 2 581 3 580 4 461 5 619
[*,5,3,1,1,1]  1 321 2 433 3 748 4 631 5 566
[*,1,4,1,1,1]  1 441 2 359 3 737 4 490 5 612
[*,2,4,1,1,1]  1 402 2 678 3 685 4 617 5 556
[*,3,4,1,1,1]  1 701 2 447 3 517 4 560 5 566
[*,4,4,1,1,1]  1 580 2 507 3 554 4 558 5 542
[*,5,4,1,1,1]  1 531 2 258 3 587 4 617 5 703
[*,1,5,1,1,1]  1 338 2 789 3 465 4 595 5 547
[*,2,5,1,1,1]  1 596 2 526 3 498 4 693 5 335
[*,3,5,1,1,1]  1 626 2 558 3 454 4 481 5 521
[*,4,5,1,1,1]  1 455 2 628 3 451 4 486 5 629
[*,5,5,1,1,1]  1 575 2 497 3 644 4 562 5 395
[*,1,1,2,1,1]  1 501 2 801 3 532 4 543 5 500
[*,2,1,2,1,1]  1 600 2 511 3 455 4 480 5 511
[*,3,1,2,1,1]  1 655 2 602 3 512 4 396 5 421
[*,4,1,2,1,1]  1 516 2 708 3 422 4 521 5 448
[*,5,1,2,1,1]  1 526 2 615 3 654 4 457 5 553
[*,1,2,2,1,1]  1 581 2 531 3 476 4 579 5 611
[*,2,2,2,1,1]  1 375 2 511 3 567 4 600 5 527
[*,3,2,2,1,1]  1 622 2 485 3 517 4 559 5 552
[*,4,2,2,1,1]  1 483 2 374 3 662 4 530 5 692
[*,5,2,2,1,1]  1 587 2 520 3 434 4 550 5 492
[*,1,3,2,1,1]  1 495 2 429 3 651 4 531 5 490
[*,2,3,2,1,1]  1 475 2 613 3 459 4 616 5 560
[*,3,3,2,1,1]  1 871 2 652 3 498 4 480 5 254
[*,4,3,2,1,1]  1 570 2 387 3 465 4 602 5 546
[*,5,3,2,1,1]  1 661 2 412 3 663 4 541 5 561
[*,1,4,2,1,1]  1 529 2 645 3 606 4 520 5 477
[*,2,4,2,1,1]  1 423 2 563 3 488 4 801 5 455
[*,3,4,2,1,1]  1 762 2 514 3 585 4 540 5 451
[*,4,4,2,1,1]  1 581 2 624 3 555 4 632 5 534
[*,5,4,2,1,1]  1 649 2 501 3 648 4 335 5 608
[*,1,5,2,1,1]  1 377 2 530 3 723 4 547 5 705
[*,2,5,2,1,1]  1 569 2 582 3 630 4 449 5 344
[*,3,5,2,1,1]  1 515 2 552 3 438 4 505 5 775
[*,4,5,2,1,1]  1 396 2 723 3 786 4 333 5 510
[*,5,5,2,1,1]  1 585 2 346 3 566 4 765 5 405
[*,1,1,3,1,1]  1 550 2 476 3 560 4 545 5 488
[*,2,1,3,1,1]  1 497 2 358 3 455 4 747 5 542
[*,3,1,3,1,1]  1 436 2 473 3 390 4 512 5 752
[*,4,1,3,1,1]  1 563 2 509 3 517 4 572 5 600
[*,5,1,3,1,1]  1 427 2 611 3 480 4 603 5 479
[*,1,2,3,1,1]  1 416 2 543 3 440 4 622 5 550
[*,2,2,3,1,1]  1 711 2 535 3 510 4 404 5 468
[*,3,2,3,1,1]  1 557 2 581 3 542 4 669 5 353
[*,4,2,3,1,1]  1 481 2 564 3 536 4 475 5 570
[*,5,2,3,1,1]  1 681 2 475 3 582 4 497 5 495
[*,1,3,3,1,1]  1 488 2 372 3 559 4 638 5 706
[*,2,3,3,1,1]  1 440 2 544 3 618 4 565 5 519
[*,3,3,3,1,1]  1 518 2 569 3 728 4 538 5 584
[*,4,3,3,1,1]  1 713 2 432 3 480 4 585 5 569
[*,5,3,3,1,1]  1 345 2 684 3 519 4 685 5 593
[*,1,4,3,1,1]  1 466 2 853 3 526 4 292 5 617
[*,2,4,3,1,1]  1 644 2 482 3 617 4 670 5 601
[*,3,4,3,1,1]  1 607 2 619 3 275 4 650 5 577
