param n := 3;
set S[1] := 1 2 3 4 5;
set S[2] := 1 2 3 4 5;
set S[3] := 1 2 3 4 5;

param A :=
[*,1,1,1]  1 80 2 40 3 13
[*,2,1,1]  1 22 2 14 3 50
[*,3,1,1]  1 69 2 26 3 5
[*,4,1,1]  1 2 2 16 3 20
[*,5,1,1]  1 31 2 70 3 69
[*,1,2,1]  1 20 2 69 3 15
[*,2,2,1]  1 29 2 8 3 93
[*,3,2,1]  1 31 2 80 3 5
[*,4,2,1]  1 12 2 36 3 42
[*,5,2,1]  1 74 2 32 3 65
[*,1,3,1]  1 40 2 61 3 86
[*,2,3,1]  1 20 2 24 3 31
[*,3,3,1]  1 46 2 87 3 30
[*,4,3,1]  1 97 2 37 3 71
[*,5,3,1]  1 24 2 29 3 29
[*,1,4,1]  1 36 2 37 3 24
[*,2,4,1]  1 100 2 90 3 40
[*,3,4,1]  1 78 2 12 3 22
[*,4,4,1]  1 40 2 47 3 2
[*,5,4,1]  1 3 2 46 3 71
[*,1,5,1]  1 90 2 93 3 44
[*,2,5,1]  1 100 2 40 3 83
[*,3,5,1]  1 73 2 26 3 43
[*,4,5,1]  1 23 2 28 3 31
[*,5,5,1]  1 89 2 7 3 85
[*,1,1,2]  1 92 2 5 3 97
[*,2,1,2]  1 11 2 26 3 58
[*,3,1,2]  1 5 2 76 3 95
[*,4,1,2]  1 12 2 54 3 38
[*,5,1,2]  1 18 2 89 3 98
[*,1,2,2]  1 7 2 3 3 44
[*,2,2,2]  1 90 2 35 3 20
[*,3,2,2]  1 81 2 27 3 47
[*,4,2,2]  1 46 2 41 3 52
[*,5,2,2]  1 90 2 88 3 72
[*,1,3,2]  1 16 2 79 3 24
[*,2,3,2]  1 56 2 64 3 74
[*,3,3,2]  1 91 2 13 3 38
[*,4,3,2]  1 89 2 73 3 80
[*,5,3,2]  1 70 2 81 3 52
[*,1,4,2]  1 26 2 56 3 64
[*,2,4,2]  1 91 2 45 3 90
[*,3,4,2]  1 62 2 80 3 23
[*,4,4,2]  1 75 2 49 3 32
[*,5,4,2]  1 95 2 14 3 4
[*,1,5,2]  1 22 2 19 3 17
[*,2,5,2]  1 40 2 22 3 79
[*,3,5,2]  1 80 2 43 3 79
[*,4,5,2]  1 87 2 100 3 25
[*,5,5,2]  1 61 2 9 3 29
[*,1,1,3]  1 34 2 92 3 24
[*,2,1,3]  1 6 2 91 3 3
[*,3,1,3]  1 80 2 9 3 13
[*,4,1,3]  1 79 2 20 3 44
[*,5,1,3]  1 61 2 43 3 55
[*,1,2,3]  1 83 2 21 3 69
[*,2,2,3]  1 68 2 54 3 27
[*,3,2,3]  1 40 2 49 3 70
[*,4,2,3]  1 83 2 93 3 44
[*,5,2,3]  1 7 2 98 3 62
[*,1,3,3]  1 80 2 2 3 47
[*,2,3,3]  1 99 2 45 3 94
[*,3,3,3]  1 77 2 28 3 64
[*,4,3,3]  1 98 2 42 3 14
[*,5,3,3]  1 66 2 23 3 27
[*,1,4,3]  1 92 2 62 3 87
[*,2,4,3]  1 99 2 66 3 57
[*,3,4,3]  1 43 2 8 3 81
[*,4,4,3]  1 22 2 10 3 51
[*,5,4,3]  1 47 2 87 3 77
[*,1,5,3]  1 84 2 88 3 75
[*,2,5,3]  1 1 2 2 3 74
[*,3,5,3]  1 12 2 46 3 23
[*,4,5,3]  1 86 2 53 3 29
[*,5,5,3]  1 28 2 69 3 12
[*,1,1,4]  1 90 2 59 3 8
[*,2,1,4]  1 71 2 36 3 64
[*,3,1,4]  1 93 2 54 3 35
[*,4,1,4]  1 77 2 15 3 68
[*,5,1,4]  1 19 2 68 3 70
[*,1,2,4]  1 99 2 56 3 41
[*,2,2,4]  1 34 2 9 3 32
[*,3,2,4]  1 87 2 11 3 49
[*,4,2,4]  1 40 2 76 3 58
[*,5,2,4]  1 92 2 2 3 55
[*,1,3,4]  1 21 2 9 3 46
[*,2,3,4]  1 75 2 26 3 100
[*,3,3,4]  1 96 2 92 3 32
[*,4,3,4]  1 5 2 13 3 96
[*,5,3,4]  1 23 2 22 3 85
[*,1,4,4]  1 7 2 21 3 94
[*,2,4,4]  1 64 2 60 3 77
[*,3,4,4]  1 96 2 68 3 99
[*,4,4,4]  1 81 2 45 3 15
[*,5,4,4]  1 78 2 44 3 74
[*,1,5,4]  1 77 2 16 3 73
[*,2,5,4]  1 81 2 75 3 55
[*,3,5,4]  1 97 2 2 3 77
[*,4,5,4]  1 28 2 65 3 13
[*,5,5,4]  1 5 2 55 3 67
[*,1,1,5]  1 60 2 8 3 14
[*,2,1,5]  1 39 2 3 3 72
[*,3,1,5]  1 31 2 2 3 28
[*,4,1,5]  1 54 2 62 3 31
[*,5,1,5]  1 40 2 100 3 43
[*,1,2,5]  1 42 2 39 3 35
[*,2,2,5]  1 44 2 19 3 18
[*,3,2,5]  1 31 2 24 3 28
[*,4,2,5]  1 61 2 40 3 17
[*,5,2,5]  1 85 2 35 3 30
[*,1,3,5]  1 67 2 85 3 12
[*,2,3,5]  1 67 2 50 3 16
[*,3,3,5]  1 78 2 96 3 41
[*,4,3,5]  1 52 2 88 3 33
[*,5,3,5]  1 82 2 11 3 41
[*,1,4,5]  1 69 2 60 3 56
[*,2,4,5]  1 86 2 56 3 70
[*,3,4,5]  1 23 2 93 3 50
[*,4,4,5]  1 63 2 42 3 20
[*,5,4,5]  1 44 2 68 3 41
[*,1,5,5]  1 11 2 62 3 82
[*,2,5,5]  1 5 2 81 3 21
[*,3,5,5]  1 58 2 92 3 28
[*,4,5,5]  1 24 2 98 3 3
[*,5,5,5]  1 86 2 94 3 20;

#param U :=  1 99.0 2 98.0 3 98.0;
#param pu :=  1 100.0 2 100.0 3 100.0;
#param pl :=  1 1.0 2 2.0 3 2.0;
