param n := 3;
set S[1] := 1 2 3 4 5;
set S[2] := 1 2 3 4 5;
set S[3] := 1 2 3 4 5;

param A :=
[*,1,1,1]  1 97 2 31 3 61
[*,2,1,1]  1 91 2 26 3 39
[*,3,1,1]  1 93 2 17 3 39
[*,4,1,1]  1 96 2 5 3 91
[*,5,1,1]  1 32 2 20 3 33
[*,1,2,1]  1 8 2 12 3 71
[*,2,2,1]  1 94 2 20 3 29
[*,3,2,1]  1 55 2 35 3 97
[*,4,2,1]  1 60 2 20 3 43
[*,5,2,1]  1 62 2 56 3 100
[*,1,3,1]  1 50 2 56 3 4
[*,2,3,1]  1 2 2 52 3 87
[*,3,3,1]  1 84 2 47 3 36
[*,4,3,1]  1 84 2 74 3 65
[*,5,3,1]  1 34 2 97 3 26
[*,1,4,1]  1 77 2 19 3 47
[*,2,4,1]  1 18 2 95 3 17
[*,3,4,1]  1 87 2 3 3 91
[*,4,4,1]  1 45 2 24 3 99
[*,5,4,1]  1 63 2 52 3 55
[*,1,5,1]  1 96 2 100 3 31
[*,2,5,1]  1 65 2 93 3 51
[*,3,5,1]  1 74 2 9 3 98
[*,4,5,1]  1 28 2 15 3 70
[*,5,5,1]  1 31 2 50 3 8
[*,1,1,2]  1 59 2 47 3 87
[*,2,1,2]  1 52 2 46 3 57
[*,3,1,2]  1 58 2 2 3 97
[*,4,1,2]  1 81 2 15 3 26
[*,5,1,2]  1 84 2 9 3 22
[*,1,2,2]  1 24 2 84 3 95
[*,2,2,2]  1 65 2 50 3 81
[*,3,2,2]  1 27 2 7 3 85
[*,4,2,2]  1 19 2 41 3 19
[*,5,2,2]  1 89 2 94 3 41
[*,1,3,2]  1 74 2 41 3 49
[*,2,3,2]  1 21 2 55 3 32
[*,3,3,2]  1 91 2 14 3 18
[*,4,3,2]  1 92 2 51 3 77
[*,5,3,2]  1 68 2 75 3 53
[*,1,4,2]  1 30 2 76 3 14
[*,2,4,2]  1 80 2 56 3 60
[*,3,4,2]  1 25 2 27 3 45
[*,4,4,2]  1 26 2 48 3 76
[*,5,4,2]  1 17 2 24 3 10
[*,1,5,2]  1 46 2 58 3 28
[*,2,5,2]  1 49 2 84 3 99
[*,3,5,2]  1 91 2 58 3 54
[*,4,5,2]  1 63 2 70 3 86
[*,5,5,2]  1 2 2 82 3 29
[*,1,1,3]  1 1 2 10 3 76
[*,2,1,3]  1 47 2 18 3 88
[*,3,1,3]  1 93 2 90 3 88
[*,4,1,3]  1 58 2 68 3 45
[*,5,1,3]  1 2 2 79 3 46
[*,1,2,3]  1 70 2 36 3 90
[*,2,2,3]  1 42 2 46 3 13
[*,3,2,3]  1 96 2 22 3 5
[*,4,2,3]  1 34 2 29 3 26
[*,5,2,3]  1 58 2 69 3 57
[*,1,3,3]  1 26 2 23 3 1
[*,2,3,3]  1 13 2 74 3 35
[*,3,3,3]  1 94 2 5 3 70
[*,4,3,3]  1 49 2 46 3 71
[*,5,3,3]  1 13 2 48 3 71
[*,1,4,3]  1 27 2 79 3 98
[*,2,4,3]  1 79 2 99 3 51
[*,3,4,3]  1 13 2 60 3 35
[*,4,4,3]  1 11 2 20 3 89
[*,5,4,3]  1 93 2 47 3 5
[*,1,5,3]  1 85 2 7 3 38
[*,2,5,3]  1 80 2 68 3 88
[*,3,5,3]  1 23 2 87 3 15
[*,4,5,3]  1 33 2 47 3 1
[*,5,5,3]  1 63 2 22 3 35
[*,1,1,4]  1 58 2 89 3 12
[*,2,1,4]  1 30 2 70 3 73
[*,3,1,4]  1 9 2 71 3 83
[*,4,1,4]  1 70 2 80 3 84
[*,5,1,4]  1 17 2 28 3 95
[*,1,2,4]  1 12 2 66 3 20
[*,2,2,4]  1 73 2 53 3 6
[*,3,2,4]  1 23 2 51 3 82
[*,4,2,4]  1 81 2 30 3 69
[*,5,2,4]  1 61 2 84 3 77
[*,1,3,4]  1 80 2 1 3 63
[*,2,3,4]  1 50 2 35 3 33
[*,3,3,4]  1 6 2 61 3 96
[*,4,3,4]  1 66 2 37 3 13
[*,5,3,4]  1 95 2 99 3 1
[*,1,4,4]  1 6 2 69 3 65
[*,2,4,4]  1 20 2 21 3 95
[*,3,4,4]  1 28 2 75 3 64
[*,4,4,4]  1 44 2 89 3 42
[*,5,4,4]  1 64 2 11 3 29
[*,1,5,4]  1 42 2 33 3 2
[*,2,5,4]  1 79 2 58 3 88
[*,3,5,4]  1 44 2 29 3 42
[*,4,5,4]  1 21 2 91 3 54
[*,5,5,4]  1 55 2 2 3 96
[*,1,1,5]  1 17 2 91 3 23
[*,2,1,5]  1 67 2 81 3 71
[*,3,1,5]  1 33 2 24 3 92
[*,4,1,5]  1 59 2 54 3 14
[*,5,1,5]  1 92 2 80 3 44
[*,1,2,5]  1 92 2 77 3 76
[*,2,2,5]  1 46 2 29 3 64
[*,3,2,5]  1 13 2 77 3 2
[*,4,2,5]  1 77 2 23 3 99
[*,5,2,5]  1 3 2 7 3 18
[*,1,3,5]  1 83 2 50 3 92
[*,2,3,5]  1 41 2 53 3 27
[*,3,3,5]  1 35 2 81 3 65
[*,4,3,5]  1 56 2 19 3 73
[*,5,3,5]  1 21 2 98 3 17
[*,1,4,5]  1 55 2 36 3 43
[*,2,4,5]  1 97 2 25 3 86
[*,3,4,5]  1 14 2 15 3 71
[*,4,4,5]  1 57 2 75 3 91
[*,5,4,5]  1 4 2 87 3 77
[*,1,5,5]  1 72 2 35 3 37
[*,2,5,5]  1 94 2 94 3 77
[*,3,5,5]  1 94 2 55 3 13
[*,4,5,5]  1 29 2 79 3 81
[*,5,5,5]  1 22 2 51 3 87;

#param U :=  1 96.0 2 99.0 3 99.0;
#param pu :=  1 97.0 2 100.0 3 100.0;
#param pl :=  1 1.0 2 1.0 3 1.0;
