# Generated by GAMUT v1.0.1
# A Game With Normal Covariant Random Payoffs
# Game Parameter Values:
# Random seed:	1644574308229
# Cmd Line:	-g CovariantGame -r -0.2 -players 3 -actions 10 -normalize -min_payoff 0.01 -max_payoff 10 -int_payoffs -int_mult 100 -f CG_multi_3_10_2.txt
# Players:	3
# Actions:	10 10 10
# players:	3
# actions:	[10]
# r:	-0.2
[1  1  1] :	[ 613 596 528 ]
[2  1  1] :	[ 462 405 657 ]
[3  1  1] :	[ 445 247 666 ]
[4  1  1] :	[ 601 79 464 ]
[5  1  1] :	[ 438 664 270 ]
[6  1  1] :	[ 250 247 725 ]
[7  1  1] :	[ 484 525 370 ]
[8  1  1] :	[ 761 311 421 ]
[9  1  1] :	[ 412 682 498 ]
[10  1  1] :	[ 583 569 464 ]
[1  2  1] :	[ 435 768 682 ]
[2  2  1] :	[ 328 571 386 ]
[3  2  1] :	[ 353 882 555 ]
[4  2  1] :	[ 325 501 552 ]
[5  2  1] :	[ 409 271 680 ]
[6  2  1] :	[ 504 587 257 ]
[7  2  1] :	[ 378 272 581 ]
[8  2  1] :	[ 540 339 391 ]
[9  2  1] :	[ 536 540 446 ]
[10  2  1] :	[ 490 617 497 ]
[1  3  1] :	[ 592 428 526 ]
[2  3  1] :	[ 582 542 448 ]
[3  3  1] :	[ 703 426 661 ]
[4  3  1] :	[ 353 387 563 ]
[5  3  1] :	[ 560 612 502 ]
[6  3  1] :	[ 647 764 467 ]
[7  3  1] :	[ 533 562 510 ]
[8  3  1] :	[ 408 621 679 ]
[9  3  1] :	[ 536 716 523 ]
[10  3  1] :	[ 441 705 530 ]
[1  4  1] :	[ 634 491 378 ]
[2  4  1] :	[ 316 613 426 ]
[3  4  1] :	[ 578 567 451 ]
[4  4  1] :	[ 459 459 745 ]
[5  4  1] :	[ 598 442 325 ]
[6  4  1] :	[ 378 435 265 ]
[7  4  1] :	[ 489 629 422 ]
[8  4  1] :	[ 863 517 314 ]
[9  4  1] :	[ 572 347 470 ]
[10  4  1] :	[ 470 363 671 ]
[1  5  1] :	[ 209 400 736 ]
