# Generated by GAMUT v1.0.1
# A Game With Uniformly Random Payoffs
# Game Parameter Values:
# Random seed:	1652188580442
# Cmd Line:	-g RandomGame -players 3 -actions 10 -normalize -min_payoff 0.01 -max_payoff 10 -int_payoffs -int_mult 100 -f RG_multi_3_10_10.txt
# Players:	3
# Actions:	10 10 10
# players:	3
# actions:	[10]
[1  1  1] :	[ 64 102 441 ]
[2  1  1] :	[ 885 45 726 ]
[3  1  1] :	[ 347 661 760 ]
[4  1  1] :	[ 986 70 233 ]
[5  1  1] :	[ 432 483 77 ]
[6  1  1] :	[ 569 616 104 ]
[7  1  1] :	[ 623 604 682 ]
[8  1  1] :	[ 411 225 533 ]
[9  1  1] :	[ 116 534 333 ]
[10  1  1] :	[ 696 307 851 ]
[1  2  1] :	[ 191 780 706 ]
[2  2  1] :	[ 124 412 511 ]
[3  2  1] :	[ 475 415 19 ]
[4  2  1] :	[ 158 72 104 ]
[5  2  1] :	[ 322 194 516 ]
[6  2  1] :	[ 518 266 156 ]
[7  2  1] :	[ 432 221 575 ]
[8  2  1] :	[ 308 363 817 ]
[9  2  1] :	[ 348 31 250 ]
[10  2  1] :	[ 188 511 916 ]
[1  3  1] :	[ 429 436 921 ]
[2  3  1] :	[ 490 966 484 ]
[3  3  1] :	[ 741 55 671 ]
[4  3  1] :	[ 152 125 669 ]
[5  3  1] :	[ 650 785 197 ]
[6  3  1] :	[ 445 858 955 ]
[7  3  1] :	[ 734 359 688 ]
[8  3  1] :	[ 558 985 562 ]
[9  3  1] :	[ 279 634 571 ]
[10  3  1] :	[ 733 893 618 ]
[1  4  1] :	[ 475 370 405 ]
[2  4  1] :	[ 298 702 16 ]
[3  4  1] :	[ 663 663 325 ]
[4  4  1] :	[ 363 265 9 ]
[5  4  1] :	[ 268 836 62 ]
[6  4  1] :	[ 93 376 728 ]
[7  4  1] :	[ 522 910 1000 ]
[8  4  1] :	[ 236 964 625 ]
[9  4  1] :	[ 619 744 521 ]
[10  4  1] :	[ 537 739 544 ]
[1  5  1] :	[ 632 516 661 ]
[2  5  1] :	[ 758 804 200 ]
[3  5  1] :	[ 523 606 352 ]
[4  5  1] :	[ 405 390 341 ]
[5  5  1] :	[ 844 608 71 ]
[6  5  1] :	[ 75 19 70 ]
[7  5  1] :	[ 782 467 6 ]
[8  5  1] :	[ 150 708 748 ]
[9  5  1] :	[ 790 639 40 ]
[10  5  1] :	[ 810 991 475 ]
[1  6  1] :	[ 71 176 195 ]
[2  6  1] :	[ 34 497 519 ]
[3  6  1] :	[ 266 307 145 ]
[4  6  1] :	[ 989 315 676 ]
[5  6  1] :	[ 992 53 220 ]
[6  6  1] :	[ 627 455 708 ]
[7  6  1] :	[ 931 763 646 ]
[8  6  1] :	[ 935 77 656 ]
[9  6  1] :	[ 474 968 755 ]
[10  6  1] :	[ 619 233 520 ]
[1  7  1] :	[ 791 285 573 ]
[2  7  1] :	[ 409 122 928 ]
[3  7  1] :	[ 592 116 454 ]
[4  7  1] :	[ 867 65 690 ]
[5  7  1] :	[ 791 878 766 ]
[6  7  1] :	[ 73 946 531 ]
[7  7  1] :	[ 173 353 706 ]
[8  7  1] :	[ 496 815 671 ]
[9  7  1] :	[ 848 426 982 ]
[10  7  1] :	[ 516 870 717 ]
[1  8  1] :	[ 483 915 865 ]
[2  8  1] :	[ 560 692 603 ]
[3  8  1] :	[ 695 971 175 ]
[4  8  1] :	[ 577 265 141 ]
[5  8  1] :	[ 738 600 465 ]
[6  8  1] :	[ 312 929 91 ]
[7  8  1] :	[ 84 571 593 ]
[8  8  1] :	[ 551 790 393 ]
[9  8  1] :	[ 322 142 112 ]
[10  8  1] :	[ 529 327 263 ]
[1  9  1] :	[ 179 808 500 ]
[2  9  1] :	[ 47 894 771 ]
[3  9  1] :	[ 225 454 104 ]
[4  9  1] :	[ 586 783 287 ]
[5  9  1] :	[ 275 582 48 ]
[6  9  1] :	[ 806 201 885 ]
[7  9  1] :	[ 529 764 215 ]
[8  9  1] :	[ 27 729 654 ]
[9  9  1] :	[ 471 157 194 ]
[10  9  1] :	[ 655 908 413 ]
[1  10  1] :	[ 608 274 612 ]
[2  10  1] :	[ 324 796 952 ]
[3  10  1] :	[ 433 631 474 ]
[4  10  1] :	[ 2 870 757 ]
[5  10  1] :	[ 201 24 451 ]
[6  10  1] :	[ 274 23 651 ]
[7  10  1] :	[ 30 78 945 ]
[8  10  1] :	[ 816 715 701 ]
[9  10  1] :	[ 525 956 426 ]
[10  10  1] :	[ 90 518 534 ]
[1  1  2] :	[ 367 461 779 ]
[2  1  2] :	[ 5 107 347 ]
[3  1  2] :	[ 309 883 303 ]
[4  1  2] :	[ 714 655 891 ]
[5  1  2] :	[ 524 175 647 ]
[6  1  2] :	[ 251 103 598 ]
[7  1  2] :	[ 810 65 381 ]
[8  1  2] :	[ 155 644 397 ]
[9  1  2] :	[ 266 660 383 ]
[10  1  2] :	[ 81 516 369 ]
[1  2  2] :	[ 755 520 776 ]
[2  2  2] :	[ 794 735 749 ]
[3  2  2] :	[ 960 936 280 ]
[4  2  2] :	[ 784 237 328 ]
[5  2  2] :	[ 555 882 523 ]
[6  2  2] :	[ 635 215 659 ]
[7  2  2] :	[ 83 179 894 ]
[8  2  2] :	[ 129 571 622 ]
[9  2  2] :	[ 175 678 621 ]
[10  2  2] :	[ 227 951 611 ]
[1  3  2] :	[ 839 571 303 ]
[2  3  2] :	[ 448 919 329 ]
[3  3  2] :	[ 665 335 441 ]
[4  3  2] :	[ 727 380 18 ]
[5  3  2] :	[ 768 625 439 ]
[6  3  2] :	[ 603 427 690 ]
[7  3  2] :	[ 559 952 245 ]
[8  3  2] :	[ 55 565 902 ]
[9  3  2] :	[ 538 947 422 ]
[10  3  2] :	[ 707 627 228 ]
[1  4  2] :	[ 152 974 22 ]
[2  4  2] :	[ 450 307 152 ]
[3  4  2] :	[ 649 83 640 ]
[4  4  2] :	[ 67 651 757 ]
[5  4  2] :	[ 85 344 370 ]
[6  4  2] :	[ 975 207 565 ]
[7  4  2] :	[ 319 547 833 ]
[8  4  2] :	[ 891 150 110 ]
[9  4  2] :	[ 637 489 826 ]
[10  4  2] :	[ 513 109 513 ]
[1  5  2] :	[ 486 481 463 ]
[2  5  2] :	[ 579 771 953 ]
[3  5  2] :	[ 729 640 717 ]
[4  5  2] :	[ 731 462 930 ]
[5  5  2] :	[ 638 559 299 ]
[6  5  2] :	[ 149 851 584 ]
[7  5  2] :	[ 802 416 479 ]
[8  5  2] :	[ 216 884 582 ]
[9  5  2] :	[ 14 759 423 ]
[10  5  2] :	[ 363 823 835 ]
[1  6  2] :	[ 544 458 273 ]
[2  6  2] :	[ 544 457 193 ]
[3  6  2] :	[ 674 504 656 ]
[4  6  2] :	[ 503 857 410 ]
[5  6  2] :	[ 758 29 749 ]
[6  6  2] :	[ 495 239 917 ]
[7  6  2] :	[ 997 357 866 ]
[8  6  2] :	[ 455 310 913 ]
[9  6  2] :	[ 683 15 915 ]
[10  6  2] :	[ 876 950 934 ]
[1  7  2] :	[ 242 21 627 ]
[2  7  2] :	[ 834 703 704 ]
[3  7  2] :	[ 573 583 241 ]
[4  7  2] :	[ 523 868 579 ]
[5  7  2] :	[ 109 773 325 ]
[6  7  2] :	[ 288 249 347 ]
[7  7  2] :	[ 548 968 458 ]
[8  7  2] :	[ 24 649 386 ]
