# Generated by GAMUT v1.0.1
# A Game With Uniformly Random Payoffs
# Game Parameter Values:
# Random seed:	1652520756584
# Cmd Line:	-g RandomGame -players 3 -actions 5 -normalize -min_payoff 0.01 -max_payoff 1 -int_payoffs -int_mult 100 -f RG_multi_3_5_4.txt
# Players:	3
# Actions:	5 5 5
# players:	3
# actions:	[5]
[1  1  1] :	[ 72 8 8 ]
[2  1  1] :	[ 14 44 59 ]
[3  1  1] :	[ 65 39 46 ]
[4  1  1] :	[ 82 67 16 ]
[5  1  1] :	[ 85 84 74 ]
[1  2  1] :	[ 48 18 87 ]
[2  2  1] :	[ 60 93 44 ]
[3  2  1] :	[ 52 63 77 ]
[4  2  1] :	[ 85 50 61 ]
[5  2  1] :	[ 36 52 72 ]
[1  3  1] :	[ 83 100 90 ]
[2  3  1] :	[ 93 73 97 ]
[3  3  1] :	[ 80 1 99 ]
[4  3  1] :	[ 12 99 27 ]
[5  3  1] :	[ 49 60 98 ]
[1  4  1] :	[ 3 65 53 ]
[2  4  1] :	[ 35 22 21 ]
[3  4  1] :	[ 52 9 53 ]
[4  4  1] :	[ 86 73 90 ]
[5  4  1] :	[ 36 11 5 ]
[1  5  1] :	[ 88 53 97 ]
[2  5  1] :	[ 81 7 67 ]
[3  5  1] :	[ 65 44 51 ]
[4  5  1] :	[ 64 69 31 ]
[5  5  1] :	[ 13 72 67 ]
[1  1  2] :	[ 30 16 75 ]
[2  1  2] :	[ 35 26 39 ]
[3  1  2] :	[ 54 96 90 ]
[4  1  2] :	[ 37 70 21 ]
[5  1  2] :	[ 49 71 17 ]
[1  2  2] :	[ 52 20 36 ]
[2  2  2] :	[ 53 85 55 ]
[3  2  2] :	[ 88 44 55 ]
[4  2  2] :	[ 33 36 41 ]
[5  2  2] :	[ 28 65 17 ]
[1  3  2] :	[ 37 92 2 ]
[2  3  2] :	[ 2 55 12 ]
[3  3  2] :	[ 75 89 41 ]
[4  3  2] :	[ 76 1 16 ]
[5  3  2] :	[ 46 11 45 ]
[1  4  2] :	[ 84 19 28 ]
[2  4  2] :	[ 57 62 38 ]
[3  4  2] :	[ 86 46 91 ]
[4  4  2] :	[ 65 8 77 ]
[5  4  2] :	[ 86 98 33 ]
[1  5  2] :	[ 73 28 82 ]
[2  5  2] :	[ 44 73 61 ]
[3  5  2] :	[ 39 66 53 ]
[4  5  2] :	[ 1 31 56 ]
[5  5  2] :	[ 48 71 22 ]
[1  1  3] :	[ 44 13 91 ]
[2  1  3] :	[ 44 43 83 ]
[3  1  3] :	[ 97 24 25 ]
[4  1  3] :	[ 76 3 83 ]
[5  1  3] :	[ 8 53 66 ]
[1  2  3] :	[ 83 22 7 ]
[2  2  3] :	[ 90 44 25 ]
[3  2  3] :	[ 52 89 28 ]
[4  2  3] :	[ 3 22 95 ]
[5  2  3] :	[ 53 74 11 ]
[1  3  3] :	[ 22 58 38 ]
[2  3  3] :	[ 42 15 26 ]
[3  3  3] :	[ 11 48 96 ]
[4  3  3] :	[ 46 12 46 ]
[5  3  3] :	[ 98 61 15 ]
[1  4  3] :	[ 58 19 57 ]
[2  4  3] :	[ 23 53 50 ]
[3  4  3] :	[ 93 75 62 ]
[4  4  3] :	[ 46 18 66 ]
[5  4  3] :	[ 44 77 40 ]
[1  5  3] :	[ 80 52 61 ]
[2  5  3] :	[ 82 62 2 ]
[3  5  3] :	[ 20 100 22 ]
[4  5  3] :	[ 12 22 64 ]
