param n := 3;
set S[1] := 1 2 3 4 5;
set S[2] := 1 2 3 4 5;
set S[3] := 1 2 3 4 5;

param A :=
[*,1,1,1]  1 72 2 8 3 8
[*,2,1,1]  1 14 2 44 3 59
[*,3,1,1]  1 65 2 39 3 46
[*,4,1,1]  1 82 2 67 3 16
[*,5,1,1]  1 85 2 84 3 74
[*,1,2,1]  1 48 2 18 3 87
[*,2,2,1]  1 60 2 93 3 44
[*,3,2,1]  1 52 2 63 3 77
[*,4,2,1]  1 85 2 50 3 61
[*,5,2,1]  1 36 2 52 3 72
[*,1,3,1]  1 83 2 100 3 90
[*,2,3,1]  1 93 2 73 3 97
[*,3,3,1]  1 80 2 1 3 99
[*,4,3,1]  1 12 2 99 3 27
[*,5,3,1]  1 49 2 60 3 98
[*,1,4,1]  1 3 2 65 3 53
[*,2,4,1]  1 35 2 22 3 21
[*,3,4,1]  1 52 2 9 3 53
[*,4,4,1]  1 86 2 73 3 90
[*,5,4,1]  1 36 2 11 3 5
[*,1,5,1]  1 88 2 53 3 97
[*,2,5,1]  1 81 2 7 3 67
[*,3,5,1]  1 65 2 44 3 51
[*,4,5,1]  1 64 2 69 3 31
[*,5,5,1]  1 13 2 72 3 67
[*,1,1,2]  1 30 2 16 3 75
[*,2,1,2]  1 35 2 26 3 39
[*,3,1,2]  1 54 2 96 3 90
[*,4,1,2]  1 37 2 70 3 21
[*,5,1,2]  1 49 2 71 3 17
[*,1,2,2]  1 52 2 20 3 36
[*,2,2,2]  1 53 2 85 3 55
[*,3,2,2]  1 88 2 44 3 55
[*,4,2,2]  1 33 2 36 3 41
[*,5,2,2]  1 28 2 65 3 17
[*,1,3,2]  1 37 2 92 3 2
[*,2,3,2]  1 2 2 55 3 12
[*,3,3,2]  1 75 2 89 3 41
[*,4,3,2]  1 76 2 1 3 16
[*,5,3,2]  1 46 2 11 3 45
[*,1,4,2]  1 84 2 19 3 28
[*,2,4,2]  1 57 2 62 3 38
[*,3,4,2]  1 86 2 46 3 91
[*,4,4,2]  1 65 2 8 3 77
[*,5,4,2]  1 86 2 98 3 33
[*,1,5,2]  1 73 2 28 3 82
[*,2,5,2]  1 44 2 73 3 61
[*,3,5,2]  1 39 2 66 3 53
[*,4,5,2]  1 1 2 31 3 56
[*,5,5,2]  1 48 2 71 3 22
[*,1,1,3]  1 44 2 13 3 91
[*,2,1,3]  1 44 2 43 3 83
[*,3,1,3]  1 97 2 24 3 25
[*,4,1,3]  1 76 2 3 3 83
[*,5,1,3]  1 8 2 53 3 66
[*,1,2,3]  1 83 2 22 3 7
[*,2,2,3]  1 90 2 44 3 25
[*,3,2,3]  1 52 2 89 3 28
[*,4,2,3]  1 3 2 22 3 95
[*,5,2,3]  1 53 2 74 3 11
[*,1,3,3]  1 22 2 58 3 38
[*,2,3,3]  1 42 2 15 3 26
[*,3,3,3]  1 11 2 48 3 96
[*,4,3,3]  1 46 2 12 3 46
[*,5,3,3]  1 98 2 61 3 15
[*,1,4,3]  1 58 2 19 3 57
[*,2,4,3]  1 23 2 53 3 50
[*,3,4,3]  1 93 2 75 3 62
[*,4,4,3]  1 46 2 18 3 66
[*,5,4,3]  1 44 2 77 3 40
[*,1,5,3]  1 80 2 52 3 61
[*,2,5,3]  1 82 2 62 3 2
[*,3,5,3]  1 20 2 100 3 22
[*,4,5,3]  1 12 2 22 3 64
[*,5,5,3]  1 64 2 34 3 37
[*,1,1,4]  1 8 2 39 3 94
[*,2,1,4]  1 61 2 52 3 82
[*,3,1,4]  1 86 2 45 3 28
[*,4,1,4]  1 61 2 88 3 51
[*,5,1,4]  1 15 2 85 3 97
[*,1,2,4]  1 37 2 62 3 22
[*,2,2,4]  1 12 2 56 3 54
[*,3,2,4]  1 77 2 22 3 24
[*,4,2,4]  1 100 2 44 3 97
[*,5,2,4]  1 55 2 89 3 58
[*,1,3,4]  1 26 2 71 3 26
[*,2,3,4]  1 44 2 69 3 97
[*,3,3,4]  1 58 2 19 3 59
[*,4,3,4]  1 28 2 77 3 83
[*,5,3,4]  1 35 2 7 3 71
[*,1,4,4]  1 29 2 17 3 73
[*,2,4,4]  1 4 2 59 3 26
[*,3,4,4]  1 81 2 66 3 8
[*,4,4,4]  1 78 2 26 3 86
[*,5,4,4]  1 42 2 62 3 34
[*,1,5,4]  1 33 2 3 3 73
[*,2,5,4]  1 85 2 100 3 75
[*,3,5,4]  1 32 2 59 3 24
[*,4,5,4]  1 8 2 7 3 11
[*,5,5,4]  1 41 2 7 3 14
[*,1,1,5]  1 48 2 54 3 93
[*,2,1,5]  1 59 2 48 3 48
[*,3,1,5]  1 10 2 71 3 72
[*,4,1,5]  1 61 2 30 3 24
[*,5,1,5]  1 66 2 89 3 23
[*,1,2,5]  1 2 2 9 3 88
[*,2,2,5]  1 37 2 62 3 60
[*,3,2,5]  1 95 2 11 3 29
[*,4,2,5]  1 78 2 97 3 85
[*,5,2,5]  1 85 2 31 3 52
[*,1,3,5]  1 22 2 58 3 14
[*,2,3,5]  1 31 2 18 3 95
