# Generated by GAMUT v1.0.1
# A Game With Normal Covariant Random Payoffs
# Game Parameter Values:
# Random seed:	1644574305256
# Cmd Line:	-g CovariantGame -r -0.2 -players 3 -actions 10 -normalize -min_payoff 0.01 -max_payoff 10 -int_payoffs -int_mult 100 -f CG_multi_3_10_1.txt
# Players:	3
# Actions:	10 10 10
# players:	3
# actions:	[10]
# r:	-0.2
[1  1  1] :	[ 538 338 440 ]
[2  1  1] :	[ 621 404 458 ]
[3  1  1] :	[ 424 531 553 ]
[4  1  1] :	[ 483 708 546 ]
[5  1  1] :	[ 377 508 515 ]
[6  1  1] :	[ 403 402 620 ]
[7  1  1] :	[ 684 431 313 ]
[8  1  1] :	[ 488 636 258 ]
[9  1  1] :	[ 489 570 667 ]
[10  1  1] :	[ 360 520 548 ]
[1  2  1] :	[ 261 583 449 ]
[2  2  1] :	[ 436 595 412 ]
[3  2  1] :	[ 587 514 219 ]
[4  2  1] :	[ 545 508 336 ]
[5  2  1] :	[ 474 466 423 ]
[6  2  1] :	[ 395 390 399 ]
[7  2  1] :	[ 293 688 582 ]
[8  2  1] :	[ 581 430 502 ]
[9  2  1] :	[ 460 404 706 ]
[10  2  1] :	[ 543 647 275 ]
[1  3  1] :	[ 589 431 225 ]
[2  3  1] :	[ 588 349 551 ]
[3  3  1] :	[ 398 618 334 ]
[4  3  1] :	[ 590 200 585 ]
[5  3  1] :	[ 574 585 458 ]
[6  3  1] :	[ 470 532 329 ]
[7  3  1] :	[ 548 583 451 ]
[8  3  1] :	[ 560 401 491 ]
[9  3  1] :	[ 420 475 508 ]
[10  3  1] :	[ 510 408 249 ]
[1  4  1] :	[ 533 644 395 ]
[2  4  1] :	[ 435 310 630 ]
[3  4  1] :	[ 429 305 623 ]
[4  4  1] :	[ 642 576 461 ]
[5  4  1] :	[ 687 478 235 ]
[6  4  1] :	[ 514 510 497 ]
[7  4  1] :	[ 479 679 491 ]
[8  4  1] :	[ 352 645 469 ]
[9  4  1] :	[ 414 571 544 ]
[10  4  1] :	[ 226 349 453 ]
[1  5  1] :	[ 546 536 588 ]
[2  5  1] :	[ 415 456 416 ]
[3  5  1] :	[ 446 611 388 ]
[4  5  1] :	[ 522 781 166 ]
[5  5  1] :	[ 574 304 688 ]
[6  5  1] :	[ 377 452 457 ]
[7  5  1] :	[ 599 299 574 ]
[8  5  1] :	[ 496 671 213 ]
[9  5  1] :	[ 476 302 520 ]
[10  5  1] :	[ 523 407 562 ]
[1  6  1] :	[ 368 486 366 ]
[2  6  1] :	[ 551 576 360 ]
[3  6  1] :	[ 255 776 362 ]
[4  6  1] :	[ 327 503 472 ]
[5  6  1] :	[ 560 326 504 ]
[6  6  1] :	[ 304 607 309 ]
[7  6  1] :	[ 498 409 479 ]
[8  6  1] :	[ 444 489 510 ]
[9  6  1] :	[ 321 530 627 ]
[10  6  1] :	[ 577 691 468 ]
[1  7  1] :	[ 558 377 432 ]
[2  7  1] :	[ 562 627 289 ]
[3  7  1] :	[ 457 663 317 ]
[4  7  1] :	[ 687 524 286 ]
[5  7  1] :	[ 456 660 678 ]
[6  7  1] :	[ 397 475 361 ]
[7  7  1] :	[ 442 647 410 ]
[8  7  1] :	[ 398 303 471 ]
[9  7  1] :	[ 472 640 501 ]
[10  7  1] :	[ 88 591 656 ]
[1  8  1] :	[ 268 289 842 ]
[2  8  1] :	[ 426 221 489 ]
[3  8  1] :	[ 439 287 534 ]
[4  8  1] :	[ 555 466 535 ]
[5  8  1] :	[ 621 319 672 ]
[6  8  1] :	[ 546 576 335 ]
[7  8  1] :	[ 412 448 587 ]
