# Generated by GAMUT v1.0.1
# A Game With Uniformly Random Payoffs
# Game Parameter Values:
# Random seed:	1652520760415
# Cmd Line:	-g RandomGame -players 3 -actions 5 -normalize -min_payoff 0.01 -max_payoff 1 -int_payoffs -int_mult 100 -f RG_multi_3_5_6.txt
# Players:	3
# Actions:	5 5 5
# players:	3
# actions:	[5]
[1  1  1] :	[ 7 39 47 ]
[2  1  1] :	[ 98 18 38 ]
[3  1  1] :	[ 12 13 24 ]
[4  1  1] :	[ 1 85 81 ]
[5  1  1] :	[ 99 44 29 ]
[1  2  1] :	[ 98 44 61 ]
[2  2  1] :	[ 23 93 53 ]
[3  2  1] :	[ 11 25 68 ]
[4  2  1] :	[ 67 83 33 ]
[5  2  1] :	[ 68 85 33 ]
[1  3  1] :	[ 82 77 29 ]
[2  3  1] :	[ 69 58 96 ]
[3  3  1] :	[ 23 14 40 ]
[4  3  1] :	[ 33 10 88 ]
[5  3  1] :	[ 8 7 85 ]
[1  4  1] :	[ 36 65 22 ]
[2  4  1] :	[ 80 84 35 ]
[3  4  1] :	[ 72 63 96 ]
[4  4  1] :	[ 78 66 55 ]
[5  4  1] :	[ 26 71 34 ]
[1  5  1] :	[ 70 48 70 ]
[2  5  1] :	[ 91 13 14 ]
[3  5  1] :	[ 21 8 54 ]
[4  5  1] :	[ 25 87 92 ]
[5  5  1] :	[ 6 60 52 ]
[1  1  2] :	[ 97 82 18 ]
[2  1  2] :	[ 62 30 44 ]
[3  1  2] :	[ 94 32 25 ]
[4  1  2] :	[ 22 38 29 ]
[5  1  2] :	[ 89 51 88 ]
[1  2  2] :	[ 95 69 1 ]
[2  2  2] :	[ 88 39 79 ]
[3  2  2] :	[ 16 78 38 ]
[4  2  2] :	[ 53 13 23 ]
[5  2  2] :	[ 72 75 84 ]
[1  3  2] :	[ 22 83 35 ]
[2  3  2] :	[ 90 73 16 ]
[3  3  2] :	[ 9 74 53 ]
[4  3  2] :	[ 57 89 84 ]
[5  3  2] :	[ 62 35 62 ]
[1  4  2] :	[ 1 88 67 ]
[2  4  2] :	[ 85 97 42 ]
[3  4  2] :	[ 87 39 52 ]
[4  4  2] :	[ 6 86 95 ]
[5  4  2] :	[ 74 16 26 ]
[1  5  2] :	[ 100 38 24 ]
[2  5  2] :	[ 62 86 49 ]
[3  5  2] :	[ 49 16 87 ]
[4  5  2] :	[ 19 8 26 ]
[5  5  2] :	[ 94 87 62 ]
[1  1  3] :	[ 45 87 86 ]
[2  1  3] :	[ 15 59 63 ]
[3  1  3] :	[ 91 63 3 ]
[4  1  3] :	[ 94 29 54 ]
[5  1  3] :	[ 41 9 45 ]
[1  2  3] :	[ 74 78 81 ]
[2  2  3] :	[ 42 3 100 ]
[3  2  3] :	[ 49 21 45 ]
[4  2  3] :	[ 73 84 34 ]
[5  2  3] :	[ 20 15 88 ]
[1  3  3] :	[ 69 66 50 ]
[2  3  3] :	[ 64 45 45 ]
[3  3  3] :	[ 69 61 72 ]
[4  3  3] :	[ 24 53 100 ]
[5  3  3] :	[ 2 76 35 ]
[1  4  3] :	[ 82 28 61 ]
[2  4  3] :	[ 76 18 41 ]
[3  4  3] :	[ 53 45 32 ]
[4  4  3] :	[ 91 24 64 ]
[5  4  3] :	[ 74 97 14 ]
[1  5  3] :	[ 79 3 1 ]
[2  5  3] :	[ 34 67 44 ]
[3  5  3] :	[ 34 69 72 ]
[4  5  3] :	[ 66 57 87 ]
[5  5  3] :	[ 96 74 60 ]
[1  1  4] :	[ 37 30 36 ]
[2  1  4] :	[ 25 83 34 ]
[3  1  4] :	[ 5 66 27 ]
[4  1  4] :	[ 91 61 1 ]
[5  1  4] :	[ 47 10 83 ]
[1  2  4] :	[ 57 57 89 ]
[2  2  4] :	[ 37 47 69 ]
[3  2  4] :	[ 45 3 91 ]
[4  2  4] :	[ 53 91 50 ]
[5  2  4] :	[ 74 3 15 ]
[1  3  4] :	[ 55 30 57 ]
[2  3  4] :	[ 23 75 60 ]
[3  3  4] :	[ 79 92 75 ]
[4  3  4] :	[ 69 50 15 ]
[5  3  4] :	[ 5 1 36 ]
[1  4  4] :	[ 74 7 5 ]
[2  4  4] :	[ 61 2 67 ]
[3  4  4] :	[ 50 66 95 ]
[4  4  4] :	[ 42 50 20 ]
[5  4  4] :	[ 92 65 88 ]
[1  5  4] :	[ 34 85 83 ]
[2  5  4] :	[ 12 71 75 ]
[3  5  4] :	[ 55 24 16 ]
[4  5  4] :	[ 21 56 90 ]
[5  5  4] :	[ 70 27 29 ]
[1  1  5] :	[ 27 58 88 ]
[2  1  5] :	[ 57 62 9 ]
[3  1  5] :	[ 44 79 45 ]
[4  1  5] :	[ 76 47 14 ]
[5  1  5] :	[ 55 59 6 ]
[1  2  5] :	[ 62 38 9 ]
[2  2  5] :	[ 56 8 33 ]
[3  2  5] :	[ 23 61 85 ]
[4  2  5] :	[ 51 24 30 ]
[5  2  5] :	[ 64 46 27 ]
[1  3  5] :	[ 65 77 11 ]
[2  3  5] :	[ 42 2 29 ]
[3  3  5] :	[ 10 7 32 ]
[4  3  5] :	[ 33 89 97 ]
[5  3  5] :	[ 28 76 22 ]
[1  4  5] :	[ 61 76 27 ]
[2  4  5] :	[ 1 87 70 ]
[3  4  5] :	[ 18 36 76 ]
[4  4  5] :	[ 48 44 17 ]
[5  4  5] :	[ 53 18 13 ]
[1  5  5] :	[ 42 49 96 ]
[2  5  5] :	[ 71 5 8 ]
[3  5  5] :	[ 54 94 26 ]
[4  5  5] :	[ 61 12 43 ]
[5  5  5] :	[ 31 98 73 ]
