param n := 5;
set S[1] := 1 2 3 4 5;
set S[2] := 1 2 3 4 5;
set S[3] := 1 2 3 4 5;
set S[4] := 1 2 3 4 5;
set S[5] := 1 2 3 4 5;

param A :=
[*,1,1,1,1,1]  1 602 2 822 3 587 4 914 5 756
[*,2,1,1,1,1]  1 616 2 133 3 351 4 543 5 341
[*,3,1,1,1,1]  1 416 2 304 3 39 4 616 5 86
[*,4,1,1,1,1]  1 730 2 945 3 209 4 414 5 452
[*,5,1,1,1,1]  1 989 2 638 3 954 4 389 5 780
[*,1,2,1,1,1]  1 163 2 267 3 771 4 180 5 773
[*,2,2,1,1,1]  1 595 2 982 3 503 4 47 5 461
[*,3,2,1,1,1]  1 905 2 24 3 161 4 630 5 519
[*,4,2,1,1,1]  1 314 2 930 3 810 4 21 5 946
[*,5,2,1,1,1]  1 459 2 725 3 917 4 956 5 881
[*,1,3,1,1,1]  1 934 2 406 3 228 4 745 5 876
[*,2,3,1,1,1]  1 815 2 689 3 739 4 120 5 74
[*,3,3,1,1,1]  1 795 2 854 3 766 4 956 5 262
[*,4,3,1,1,1]  1 585 2 242 3 329 4 439 5 428
[*,5,3,1,1,1]  1 485 2 744 3 46 4 761 5 672
[*,1,4,1,1,1]  1 511 2 178 3 201 4 165 5 788
[*,2,4,1,1,1]  1 650 2 608 3 344 4 368 5 785
[*,3,4,1,1,1]  1 289 2 333 3 526 4 657 5 306
[*,4,4,1,1,1]  1 405 2 761 3 703 4 492 5 34
[*,5,4,1,1,1]  1 257 2 331 3 464 4 133 5 670
[*,1,5,1,1,1]  1 824 2 895 3 20 4 166 5 420
[*,2,5,1,1,1]  1 358 2 38 3 695 4 896 5 279
[*,3,5,1,1,1]  1 559 2 168 3 403 4 954 5 326
[*,4,5,1,1,1]  1 517 2 527 3 102 4 664 5 663
[*,5,5,1,1,1]  1 812 2 117 3 160 4 24 5 27
[*,1,1,2,1,1]  1 94 2 795 3 524 4 475 5 640
[*,2,1,2,1,1]  1 377 2 56 3 586 4 711 5 333
[*,3,1,2,1,1]  1 902 2 802 3 13 4 599 5 987
[*,4,1,2,1,1]  1 520 2 982 3 367 4 689 5 488
[*,5,1,2,1,1]  1 37 2 914 3 583 4 563 5 510
[*,1,2,2,1,1]  1 623 2 708 3 214 4 719 5 545
[*,2,2,2,1,1]  1 858 2 462 3 652 4 550 5 971
[*,3,2,2,1,1]  1 251 2 61 3 190 4 880 5 356
[*,4,2,2,1,1]  1 152 2 887 3 587 4 48 5 650
[*,5,2,2,1,1]  1 954 2 735 3 668 4 729 5 260
[*,1,3,2,1,1]  1 141 2 179 3 205 4 55 5 99
[*,2,3,2,1,1]  1 513 2 417 3 595 4 642 5 267
[*,3,3,2,1,1]  1 446 2 716 3 140 4 850 5 639
[*,4,3,2,1,1]  1 425 2 364 3 740 4 960 5 946
[*,5,3,2,1,1]  1 691 2 871 3 329 4 354 5 157
[*,1,4,2,1,1]  1 534 2 945 3 98 4 916 5 360
[*,2,4,2,1,1]  1 584 2 267 3 70 4 110 5 967
[*,3,4,2,1,1]  1 409 2 904 3 22 4 634 5 61
[*,4,4,2,1,1]  1 363 2 400 3 152 4 946 5 932
[*,5,4,2,1,1]  1 6 2 152 3 957 4 239 5 531
[*,1,5,2,1,1]  1 416 2 614 3 313 4 120 5 150
[*,2,5,2,1,1]  1 703 2 881 3 463 4 681 5 173
[*,3,5,2,1,1]  1 77 2 469 3 25 4 188 5 623
[*,4,5,2,1,1]  1 880 2 170 3 421 4 907 5 515
[*,5,5,2,1,1]  1 467 2 310 3 339 4 973 5 204
[*,1,1,3,1,1]  1 996 2 63 3 785 4 308 5 119
[*,2,1,3,1,1]  1 382 2 947 3 145 4 439 5 232
[*,3,1,3,1,1]  1 723 2 525 3 539 4 657 5 401
[*,4,1,3,1,1]  1 369 2 465 3 527 4 421 5 969
[*,5,1,3,1,1]  1 237 2 654 3 911 4 416 5 622
[*,1,2,3,1,1]  1 79 2 220 3 544 4 414 5 526
[*,2,2,3,1,1]  1 457 2 722 3 740 4 935 5 420
