param n := 5;
set S[1] := 1 2 3 4 5;
set S[2] := 1 2 3 4 5;
set S[3] := 1 2 3 4 5;
set S[4] := 1 2 3 4 5;
set S[5] := 1 2 3 4 5;

param A :=
[*,1,1,1,1,1]  1 358 2 875 3 436 4 735 5 889
[*,2,1,1,1,1]  1 797 2 702 3 499 4 739 5 644
[*,3,1,1,1,1]  1 109 2 424 3 160 4 268 5 529
[*,4,1,1,1,1]  1 275 2 730 3 448 4 298 5 357
[*,5,1,1,1,1]  1 202 2 541 3 393 4 281 5 647
[*,1,2,1,1,1]  1 794 2 923 3 407 4 907 5 554
[*,2,2,1,1,1]  1 292 2 46 3 158 4 961 5 18
[*,3,2,1,1,1]  1 774 2 124 3 173 4 281 5 164
[*,4,2,1,1,1]  1 123 2 816 3 697 4 799 5 631
[*,5,2,1,1,1]  1 163 2 704 3 722 4 523 5 450
[*,1,3,1,1,1]  1 186 2 337 3 482 4 904 5 680
[*,2,3,1,1,1]  1 360 2 328 3 280 4 566 5 642
[*,3,3,1,1,1]  1 180 2 114 3 111 4 528 5 423
[*,4,3,1,1,1]  1 528 2 196 3 971 4 444 5 96
[*,5,3,1,1,1]  1 782 2 801 3 957 4 190 5 943
[*,1,4,1,1,1]  1 367 2 547 3 292 4 357 5 306
[*,2,4,1,1,1]  1 730 2 913 3 697 4 315 5 459
[*,3,4,1,1,1]  1 155 2 305 3 609 4 467 5 433
[*,4,4,1,1,1]  1 794 2 257 3 292 4 597 5 74
[*,5,4,1,1,1]  1 641 2 115 3 427 4 318 5 139
[*,1,5,1,1,1]  1 781 2 561 3 54 4 490 5 507
[*,2,5,1,1,1]  1 973 2 428 3 467 4 790 5 455
[*,3,5,1,1,1]  1 126 2 152 3 18 4 985 5 150
[*,4,5,1,1,1]  1 583 2 77 3 494 4 866 5 557
[*,5,5,1,1,1]  1 65 2 268 3 308 4 95 5 817
[*,1,1,2,1,1]  1 197 2 685 3 468 4 583 5 92
[*,2,1,2,1,1]  1 511 2 690 3 611 4 579 5 460
[*,3,1,2,1,1]  1 75 2 815 3 437 4 387 5 791
[*,4,1,2,1,1]  1 968 2 792 3 467 4 371 5 53
[*,5,1,2,1,1]  1 295 2 476 3 731 4 517 5 245
[*,1,2,2,1,1]  1 660 2 637 3 175 4 664 5 460
[*,2,2,2,1,1]  1 443 2 404 3 458 4 594 5 624
[*,3,2,2,1,1]  1 109 2 156 3 672 4 843 5 650
[*,4,2,2,1,1]  1 195 2 541 3 262 4 566 5 335
[*,5,2,2,1,1]  1 30 2 383 3 431 4 617 5 618
[*,1,3,2,1,1]  1 968 2 678 3 194 4 849 5 461
[*,2,3,2,1,1]  1 522 2 493 3 946 4 915 5 386
[*,3,3,2,1,1]  1 418 2 200 3 666 4 415 5 732
[*,4,3,2,1,1]  1 179 2 797 3 698 4 317 5 718
[*,5,3,2,1,1]  1 52 2 814 3 759 4 912 5 967
[*,1,4,2,1,1]  1 187 2 581 3 87 4 893 5 527
[*,2,4,2,1,1]  1 497 2 812 3 8 4 328 5 251
[*,3,4,2,1,1]  1 557 2 652 3 975 4 983 5 483
[*,4,4,2,1,1]  1 63 2 554 3 546 4 247 5 82
[*,5,4,2,1,1]  1 816 2 889 3 396 4 528 5 128
[*,1,5,2,1,1]  1 448 2 87 3 702 4 408 5 449
[*,2,5,2,1,1]  1 419 2 921 3 205 4 181 5 628
[*,3,5,2,1,1]  1 89 2 122 3 591 4 748 5 18
[*,4,5,2,1,1]  1 693 2 986 3 120 4 683 5 721
[*,5,5,2,1,1]  1 268 2 302 3 575 4 781 5 834
[*,1,1,3,1,1]  1 535 2 91 3 311 4 270 5 864
[*,2,1,3,1,1]  1 250 2 239 3 962 4 475 5 58
[*,3,1,3,1,1]  1 583 2 36 3 537 4 511 5 857
[*,4,1,3,1,1]  1 402 2 120 3 603 4 356 5 228
[*,5,1,3,1,1]  1 302 2 658 3 648 4 862 5 663
[*,1,2,3,1,1]  1 1000 2 643 3 96 4 740 5 256
[*,2,2,3,1,1]  1 651 2 639 3 890 4 562 5 733
[*,3,2,3,1,1]  1 901 2 210 3 575 4 477 5 430
[*,4,2,3,1,1]  1 842 2 447 3 38 4 911 5 32
[*,5,2,3,1,1]  1 879 2 943 3 205 4 734 5 944
[*,1,3,3,1,1]  1 664 2 741 3 496 4 628 5 413
[*,2,3,3,1,1]  1 521 2 543 3 928 4 986 5 64
[*,3,3,3,1,1]  1 715 2 928 3 706 4 944 5 968
[*,4,3,3,1,1]  1 456 2 680 3 946 4 653 5 829
[*,5,3,3,1,1]  1 692 2 442 3 660 4 711 5 961
[*,1,4,3,1,1]  1 352 2 856 3 278 4 933 5 918
[*,2,4,3,1,1]  1 907 2 749 3 30 4 556 5 712
[*,3,4,3,1,1]  1 826 2 976 3 279 4 217 5 743
[*,4,4,3,1,1]  1 939 2 511 3 255 4 419 5 183
[*,5,4,3,1,1]  1 657 2 441 3 709 4 402 5 419
[*,1,5,3,1,1]  1 854 2 839 3 180 4 719 5 400
[*,2,5,3,1,1]  1 891 2 241 3 44 4 308 5 661
[*,3,5,3,1,1]  1 323 2 167 3 151 4 284 5 502
[*,4,5,3,1,1]  1 514 2 159 3 766 4 762 5 857
[*,5,5,3,1,1]  1 361 2 987 3 450 4 662 5 274
[*,1,1,4,1,1]  1 774 2 989 3 163 4 426 5 362
[*,2,1,4,1,1]  1 939 2 140 3 999 4 968 5 973
[*,3,1,4,1,1]  1 485 2 288 3 173 4 908 5 849
[*,4,1,4,1,1]  1 428 2 538 3 244 4 48 5 112
[*,5,1,4,1,1]  1 207 2 961 3 463 4 587 5 232
[*,1,2,4,1,1]  1 551 2 380 3 250 4 40 5 307
[*,2,2,4,1,1]  1 26 2 606 3 738 4 942 5 126
[*,3,2,4,1,1]  1 174 2 938 3 512 4 940 5 147
[*,4,2,4,1,1]  1 401 2 389 3 74 4 302 5 80
[*,5,2,4,1,1]  1 840 2 834 3 658 4 70 5 315
[*,1,3,4,1,1]  1 556 2 880 3 566 4 127 5 88
[*,2,3,4,1,1]  1 256 2 193 3 646 4 609 5 373
[*,3,3,4,1,1]  1 928 2 463 3 38 4 279 5 476
[*,4,3,4,1,1]  1 243 2 541 3 5 4 77 5 155
[*,5,3,4,1,1]  1 128 2 811 3 682 4 822 5 795
[*,1,4,4,1,1]  1 412 2 913 3 709 4 529 5 744
[*,2,4,4,1,1]  1 415 2 751 3 262 4 550 5 61
[*,3,4,4,1,1]  1 820 2 991 3 150 4 965 5 293
[*,4,4,4,1,1]  1 434 2 309 3 402 4 611 5 955
[*,5,4,4,1,1]  1 42 2 544 3 208 4 38 5 490
[*,1,5,4,1,1]  1 408 2 606 3 188 4 809 5 500
[*,2,5,4,1,1]  1 790 2 52 3 85 4 449 5 184
[*,3,5,4,1,1]  1 456 2 887 3 336 4 722 5 239
[*,4,5,4,1,1]  1 30 2 539 3 481 4 32 5 440
[*,5,5,4,1,1]  1 621 2 351 3 608 4 848 5 246
[*,1,1,5,1,1]  1 9 2 10 3 147 4 119 5 258
[*,2,1,5,1,1]  1 428 2 886 3 690 4 447 5 744
[*,3,1,5,1,1]  1 350 2 726 3 222 4 700 5 28
[*,4,1,5,1,1]  1 872 2 380 3 900 4 147 5 41
[*,5,1,5,1,1]  1 953 2 241 3 97 4 758 5 928
[*,1,2,5,1,1]  1 903 2 207 3 649 4 210 5 746
[*,2,2,5,1,1]  1 364 2 848 3 552 4 793 5 377
[*,3,2,5,1,1]  1 465 2 143 3 510 4 825 5 183
[*,4,2,5,1,1]  1 486 2 768 3 373 4 697 5 8
[*,5,2,5,1,1]  1 668 2 184 3 980 4 556 5 924
[*,1,3,5,1,1]  1 97 2 284 3 589 4 125 5 714
[*,2,3,5,1,1]  1 389 2 370 3 966 4 398 5 869
[*,3,3,5,1,1]  1 958 2 554 3 432 4 22 5 105
[*,4,3,5,1,1]  1 907 2 323 3 664 4 424 5 123
[*,5,3,5,1,1]  1 240 2 277 3 398 4 35 5 142
[*,1,4,5,1,1]  1 753 2 791 3 815 4 982 5 616
[*,2,4,5,1,1]  1 72 2 645 3 725 4 714 5 293
[*,3,4,5,1,1]  1 531 2 588 3 266 4 671 5 337
[*,4,4,5,1,1]  1 53 2 591 3 805 4 325 5 709
[*,5,4,5,1,1]  1 63 2 68 3 862 4 909 5 584
[*,1,5,5,1,1]  1 208 2 441 3 556 4 381 5 615
[*,2,5,5,1,1]  1 830 2 84 3 26 4 13 5 50
[*,3,5,5,1,1]  1 835 2 363 3 580 4 750 5 593
[*,4,5,5,1,1]  1 477 2 608 3 812 4 971 5 899
[*,5,5,5,1,1]  1 862 2 213 3 759 4 23 5 745
[*,1,1,1,2,1]  1 672 2 48 3 79 4 211 5 218
[*,2,1,1,2,1]  1 180 2 106 3 126 4 533 5 126
[*,3,1,1,2,1]  1 45 2 458 3 913 4 881 5 469
[*,4,1,1,2,1]  1 204 2 693 3 881 4 489 5 483
[*,5,1,1,2,1]  1 269 2 230 3 57 4 562 5 203
[*,1,2,1,2,1]  1 733 2 226 3 903 4 462 5 379
[*,2,2,1,2,1]  1 938 2 481 3 528 4 874 5 548
[*,3,2,1,2,1]  1 741 2 979 3 318 4 594 5 566
[*,4,2,1,2,1]  1 162 2 907 3 340 4 529 5 717
[*,5,2,1,2,1]  1 811 2 150 3 530 4 92 5 988
[*,1,3,1,2,1]  1 139 2 626 3 596 4 793 5 381
[*,2,3,1,2,1]  1 523 2 254 3 659 4 611 5 699
[*,3,3,1,2,1]  1 453 2 5 3 583 4 592 5 372
[*,4,3,1,2,1]  1 806 2 140 3 634 4 246 5 929
[*,5,3,1,2,1]  1 627 2 154 3 832 4 407 5 493
[*,1,4,1,2,1]  1 349 2 816 3 339 4 784 5 586
[*,2,4,1,2,1]  1 484 2 993 3 775 4 257 5 758
[*,3,4,1,2,1]  1 971 2 167 3 309 4 503 5 17
[*,4,4,1,2,1]  1 112 2 357 3 139 4 180 5 838
[*,5,4,1,2,1]  1 950 2 727 3 528 4 782 5 206
[*,1,5,1,2,1]  1 103 2 572 3 959 4 485 5 100
[*,2,5,1,2,1]  1 856 2 764 3 242 4 624 5 953
[*,3,5,1,2,1]  1 521 2 441 3 114 4 207 5 870
[*,4,5,1,2,1]  1 217 2 936 3 132 4 518 5 539
[*,5,5,1,2,1]  1 407 2 365 3 971 4 702 5 388
[*,1,1,2,2,1]  1 366 2 629 3 392 4 898 5 911
[*,2,1,2,2,1]  1 980 2 937 3 769 4 528 5 757
[*,3,1,2,2,1]  1 108 2 115 3 651 4 574 5 476
[*,4,1,2,2,1]  1 362 2 266 3 979 4 927 5 592
[*,5,1,2,2,1]  1 155 2 851 3 396 4 237 5 732
[*,1,2,2,2,1]  1 777 2 245 3 514 4 608 5 385
[*,2,2,2,2,1]  1 42 2 569 3 656 4 590 5 635
[*,3,2,2,2,1]  1 960 2 387 3 380 4 552 5 992
[*,4,2,2,2,1]  1 838 2 64 3 751 4 430 5 38
[*,5,2,2,2,1]  1 888 2 649 3 256 4 344 5 535
[*,1,3,2,2,1]  1 192 2 516 3 579 4 289 5 433
[*,2,3,2,2,1]  1 710 2 966 3 621 4 724 5 892
[*,3,3,2,2,1]  1 313 2 495 3 176 4 387 5 741
[*,4,3,2,2,1]  1 972 2 451 3 995 4 568 5 588
[*,5,3,2,2,1]  1 342 2 696 3 578 4 527 5 807
[*,1,4,2,2,1]  1 50 2 42 3 843 4 327 5 5
[*,2,4,2,2,1]  1 305 2 854 3 484 4 329 5 680
[*,3,4,2,2,1]  1 344 2 663 3 623 4 672 5 413
[*,4,4,2,2,1]  1 648 2 808 3 263 4 653 5 659
[*,5,4,2,2,1]  1 958 2 125 3 806 4 80 5 587
[*,1,5,2,2,1]  1 119 2 241 3 736 4 869 5 386
[*,2,5,2,2,1]  1 372 2 66 3 731 4 656 5 629
[*,3,5,2,2,1]  1 934 2 482 3 156 4 684 5 201
[*,4,5,2,2,1]  1 436 2 620 3 455 4 321 5 977
[*,5,5,2,2,1]  1 483 2 795 3 420 4 651 5 270
[*,1,1,3,2,1]  1 919 2 316 3 151 4 592 5 312
[*,2,1,3,2,1]  1 900 2 556 3 883 4 318 5 137
[*,3,1,3,2,1]  1 720 2 241 3 625 4 692 5 540
[*,4,1,3,2,1]  1 277 2 617 3 885 4 693 5 887
[*,5,1,3,2,1]  1 885 2 186 3 570 4 265 5 286
[*,1,2,3,2,1]  1 990 2 285 3 232 4 545 5 775
[*,2,2,3,2,1]  1 109 2 235 3 822 4 2 5 166
[*,3,2,3,2,1]  1 922 2 562 3 352 4 948 5 250
[*,4,2,3,2,1]  1 711 2 982 3 66 4 493 5 587
[*,5,2,3,2,1]  1 461 2 645 3 384 4 742 5 979
[*,1,3,3,2,1]  1 991 2 811 3 720 4 264 5 405
[*,2,3,3,2,1]  1 184 2 912 3 301 4 579 5 603
[*,3,3,3,2,1]  1 669 2 645 3 597 4 452 5 360
[*,4,3,3,2,1]  1 615 2 367 3 857 4 392 5 99
[*,5,3,3,2,1]  1 280 2 779 3 45 4 84 5 979
[*,1,4,3,2,1]  1 140 2 556 3 235 4 379 5 481
[*,2,4,3,2,1]  1 132 2 32 3 525 4 151 5 385
[*,3,4,3,2,1]  1 44 2 417 3 893 4 272 5 882
[*,4,4,3,2,1]  1 696 2 41 3 750 4 260 5 936
[*,5,4,3,2,1]  1 177 2 256 3 363 4 367 5 314
[*,1,5,3,2,1]  1 560 2 453 3 20 4 72 5 738
[*,2,5,3,2,1]  1 192 2 685 3 355 4 802 5 699
[*,3,5,3,2,1]  1 532 2 275 3 981 4 766 5 952
[*,4,5,3,2,1]  1 884 2 802 3 957 4 4 5 361
[*,5,5,3,2,1]  1 846 2 566 3 787 4 892 5 551
[*,1,1,4,2,1]  1 504 2 278 3 429 4 467 5 270
[*,2,1,4,2,1]  1 360 2 853 3 159 4 41 5 332
[*,3,1,4,2,1]  1 894 2 327 3 824 4 706 5 266
[*,4,1,4,2,1]  1 791 2 341 3 906 4 113 5 694
[*,5,1,4,2,1]  1 950 2 400 3 835 4 653 5 556
[*,1,2,4,2,1]  1 844 2 745 3 615 4 828 5 95
[*,2,2,4,2,1]  1 824 2 860 3 526 4 278 5 53
[*,3,2,4,2,1]  1 932 2 944 3 704 4 395 5 278
[*,4,2,4,2,1]  1 721 2 67 3 548 4 28 5 346
[*,5,2,4,2,1]  1 257 2 985 3 659 4 682 5 123
[*,1,3,4,2,1]  1 666 2 251 3 785 4 667 5 11
[*,2,3,4,2,1]  1 662 2 52 3 518 4 395 5 239
[*,3,3,4,2,1]  1 497 2 966 3 463 4 590 5 591
[*,4,3,4,2,1]  1 528 2 31 3 584 4 587 5 756
[*,5,3,4,2,1]  1 185 2 914 3 760 4 996 5 493
[*,1,4,4,2,1]  1 557 2 285 3 891 4 885 5 932
[*,2,4,4,2,1]  1 759 2 663 3 865 4 845 5 541
[*,3,4,4,2,1]  1 685 2 196 3 138 4 114 5 364
[*,4,4,4,2,1]  1 99 2 505 3 700 4 135 5 309
[*,5,4,4,2,1]  1 128 2 190 3 232 4 38 5 597
[*,1,5,4,2,1]  1 259 2 949 3 5 4 132 5 242
[*,2,5,4,2,1]  1 307 2 218 3 199 4 917 5 395
[*,3,5,4,2,1]  1 128 2 505 3 857 4 181 5 85
[*,4,5,4,2,1]  1 763 2 443 3 226 4 791 5 754
[*,5,5,4,2,1]  1 910 2 597 3 579 4 24 5 65
[*,1,1,5,2,1]  1 228 2 880 3 928 4 396 5 128
[*,2,1,5,2,1]  1 256 2 899 3 388 4 134 5 647
[*,3,1,5,2,1]  1 474 2 742 3 334 4 367 5 120
[*,4,1,5,2,1]  1 84 2 933 3 444 4 862 5 488
[*,5,1,5,2,1]  1 47 2 576 3 510 4 815 5 860
[*,1,2,5,2,1]  1 906 2 589 3 406 4 675 5 241
[*,2,2,5,2,1]  1 162 2 167 3 547 4 128 5 373
[*,3,2,5,2,1]  1 468 2 671 3 429 4 921 5 539
[*,4,2,5,2,1]  1 153 2 625 3 626 4 248 5 557
[*,5,2,5,2,1]  1 107 2 939 3 272 4 449 5 160
[*,1,3,5,2,1]  1 550 2 624 3 155 4 156 5 196
[*,2,3,5,2,1]  1 464 2 166 3 699 4 412 5 900
