# Generated by GAMUT v1.0.1
# A Game With Uniformly Random Payoffs
# Game Parameter Values:
# Random seed:	1644491365746
# Cmd Line:	-g RandomGame -players 5 -actions 5 -normalize -min_payoff 0.01 -max_payoff 10 -int_payoffs -int_mult 100 -f RG_multi_5_5_3.txt
# Players:	5
# Actions:	5 5 5 5 5
# players:	5
# actions:	[5]
[1  1  1  1  1] :	[ 396 77 782 880 383 ]
[2  1  1  1  1] :	[ 544 3 657 466 224 ]
[3  1  1  1  1] :	[ 357 471 820 483 870 ]
[4  1  1  1  1] :	[ 793 544 273 468 39 ]
[5  1  1  1  1] :	[ 790 76 995 92 480 ]
[1  2  1  1  1] :	[ 447 640 946 221 743 ]
[2  2  1  1  1] :	[ 974 450 68 68 672 ]
[3  2  1  1  1] :	[ 25 779 145 432 13 ]
[4  2  1  1  1] :	[ 327 840 582 737 497 ]
[5  2  1  1  1] :	[ 303 325 711 560 254 ]
[1  3  1  1  1] :	[ 632 431 154 766 331 ]
[2  3  1  1  1] :	[ 90 717 21 9 131 ]
[3  3  1  1  1] :	[ 50 860 19 1 806 ]
[4  3  1  1  1] :	[ 708 957 611 59 300 ]
[5  3  1  1  1] :	[ 728 42 356 970 462 ]
[1  4  1  1  1] :	[ 709 69 712 362 807 ]
[2  4  1  1  1] :	[ 194 50 760 107 212 ]
[3  4  1  1  1] :	[ 836 529 314 27 444 ]
[4  4  1  1  1] :	[ 285 54 498 458 726 ]
[5  4  1  1  1] :	[ 206 597 917 824 757 ]
[1  5  1  1  1] :	[ 734 341 508 564 402 ]
[2  5  1  1  1] :	[ 251 992 398 860 709 ]
[3  5  1  1  1] :	[ 823 446 239 389 304 ]
[4  5  1  1  1] :	[ 14 81 54 974 476 ]
[5  5  1  1  1] :	[ 77 921 432 711 418 ]
[1  1  2  1  1] :	[ 301 882 106 16 16 ]
[2  1  2  1  1] :	[ 466 931 567 637 595 ]
[3  1  2  1  1] :	[ 379 320 251 225 738 ]
[4  1  2  1  1] :	[ 187 505 245 307 805 ]
[5  1  2  1  1] :	[ 992 957 364 993 583 ]
[1  2  2  1  1] :	[ 879 192 54 217 988 ]
[2  2  2  1  1] :	[ 466 300 754 868 508 ]
[3  2  2  1  1] :	[ 242 960 119 839 867 ]
[4  2  2  1  1] :	[ 373 825 179 553 784 ]
[5  2  2  1  1] :	[ 859 538 211 359 235 ]
[1  3  2  1  1] :	[ 352 462 932 818 638 ]
[2  3  2  1  1] :	[ 723 887 223 23 365 ]
