# Generated by GAMUT v1.0.1
# A Game With Uniformly Random Payoffs
# Game Parameter Values:
# Random seed:	1652520769139
# Cmd Line:	-g RandomGame -players 3 -actions 5 -normalize -min_payoff 0.01 -max_payoff 1 -int_payoffs -int_mult 100 -f RG_multi_3_5_10.txt
# Players:	3
# Actions:	5 5 5
# players:	3
# actions:	[5]
[1  1  1] :	[ 29 50 74 ]
[2  1  1] :	[ 59 89 74 ]
[3  1  1] :	[ 9 76 58 ]
[4  1  1] :	[ 66 10 6 ]
[5  1  1] :	[ 40 27 24 ]
[1  2  1] :	[ 95 77 29 ]
[2  2  1] :	[ 87 68 19 ]
[3  2  1] :	[ 30 88 50 ]
[4  2  1] :	[ 10 36 100 ]
[5  2  1] :	[ 57 98 36 ]
[1  3  1] :	[ 97 32 57 ]
[2  3  1] :	[ 18 9 25 ]
[3  3  1] :	[ 20 62 78 ]
[4  3  1] :	[ 67 16 17 ]
[5  3  1] :	[ 48 95 69 ]
[1  4  1] :	[ 55 74 86 ]
[2  4  1] :	[ 10 93 97 ]
[3  4  1] :	[ 29 96 35 ]
[4  4  1] :	[ 83 30 77 ]
[5  4  1] :	[ 42 34 14 ]
[1  5  1] :	[ 32 53 39 ]
[2  5  1] :	[ 47 74 8 ]
[3  5  1] :	[ 20 97 94 ]
[4  5  1] :	[ 24 50 82 ]
[5  5  1] :	[ 5 21 8 ]
[1  1  2] :	[ 27 54 3 ]
[2  1  2] :	[ 35 63 77 ]
[3  1  2] :	[ 4 33 71 ]
[4  1  2] :	[ 47 38 98 ]
[5  1  2] :	[ 29 37 19 ]
[1  2  2] :	[ 63 22 23 ]
[2  2  2] :	[ 5 64 63 ]
[3  2  2] :	[ 46 38 100 ]
[4  2  2] :	[ 4 75 6 ]
[5  2  2] :	[ 45 19 92 ]
[1  3  2] :	[ 83 60 46 ]
[2  3  2] :	[ 88 100 6 ]
[3  3  2] :	[ 55 58 54 ]
[4  3  2] :	[ 90 88 9 ]
[5  3  2] :	[ 81 78 16 ]
[1  4  2] :	[ 85 35 65 ]
[2  4  2] :	[ 37 21 31 ]
[3  4  2] :	[ 3 34 96 ]
[4  4  2] :	[ 67 15 70 ]
[5  4  2] :	[ 68 14 27 ]
[1  5  2] :	[ 21 83 3 ]
[2  5  2] :	[ 42 79 78 ]
[3  5  2] :	[ 87 75 83 ]
[4  5  2] :	[ 60 3 44 ]
[5  5  2] :	[ 93 62 40 ]
[1  1  3] :	[ 73 95 35 ]
[2  1  3] :	[ 26 53 10 ]
[3  1  3] :	[ 2 99 97 ]
[4  1  3] :	[ 83 72 33 ]
[5  1  3] :	[ 52 40 51 ]
[1  2  3] :	[ 41 64 32 ]
[2  2  3] :	[ 21 95 23 ]
[3  2  3] :	[ 43 5 24 ]
[4  2  3] :	[ 4 3 44 ]
[5  2  3] :	[ 81 55 100 ]
[1  3  3] :	[ 22 16 65 ]
[2  3  3] :	[ 25 87 71 ]
[3  3  3] :	[ 3 53 100 ]
[4  3  3] :	[ 73 55 12 ]
[5  3  3] :	[ 39 15 75 ]
[1  4  3] :	[ 26 34 24 ]
[2  4  3] :	[ 9 89 6 ]
[3  4  3] :	[ 32 1 69 ]
[4  4  3] :	[ 17 29 36 ]
[5  4  3] :	[ 67 86 14 ]
[1  5  3] :	[ 92 32 66 ]
[2  5  3] :	[ 46 99 73 ]
[3  5  3] :	[ 10 2 15 ]
[4  5  3] :	[ 31 59 12 ]
[5  5  3] :	[ 17 25 1 ]
[1  1  4] :	[ 23 22 72 ]
[2  1  4] :	[ 45 15 96 ]
[3  1  4] :	[ 31 54 12 ]
[4  1  4] :	[ 24 56 47 ]
[5  1  4] :	[ 34 37 25 ]
[1  2  4] :	[ 53 74 87 ]
[2  2  4] :	[ 57 74 54 ]
[3  2  4] :	[ 60 84 57 ]
[4  2  4] :	[ 35 94 70 ]
[5  2  4] :	[ 9 93 60 ]
[1  3  4] :	[ 93 40 8 ]
[2  3  4] :	[ 11 58 37 ]
[3  3  4] :	[ 94 80 35 ]
[4  3  4] :	[ 65 58 33 ]
[5  3  4] :	[ 45 49 70 ]
[1  4  4] :	[ 50 33 11 ]
[2  4  4] :	[ 52 6 44 ]
[3  4  4] :	[ 6 5 57 ]
[4  4  4] :	[ 82 100 28 ]
[5  4  4] :	[ 60 3 68 ]
[1  5  4] :	[ 56 18 25 ]
[2  5  4] :	[ 90 4 83 ]
[3  5  4] :	[ 13 23 91 ]
[4  5  4] :	[ 81 77 25 ]
[5  5  4] :	[ 33 32 25 ]
[1  1  5] :	[ 63 80 87 ]
[2  1  5] :	[ 5 57 64 ]
[3  1  5] :	[ 56 47 93 ]
[4  1  5] :	[ 8 47 93 ]
[5  1  5] :	[ 94 60 77 ]
[1  2  5] :	[ 30 74 78 ]
[2  2  5] :	[ 31 76 25 ]
[3  2  5] :	[ 87 66 67 ]
[4  2  5] :	[ 36 43 73 ]
[5  2  5] :	[ 22 28 85 ]
[1  3  5] :	[ 86 57 11 ]
[2  3  5] :	[ 52 33 74 ]
[3  3  5] :	[ 72 71 6 ]
[4  3  5] :	[ 13 64 22 ]
[5  3  5] :	[ 68 95 62 ]
[1  4  5] :	[ 40 13 12 ]
[2  4  5] :	[ 34 73 15 ]
[3  4  5] :	[ 80 79 66 ]
[4  4  5] :	[ 61 19 11 ]
[5  4  5] :	[ 71 82 30 ]
[1  5  5] :	[ 30 17 37 ]
[2  5  5] :	[ 28 7 78 ]
[3  5  5] :	[ 87 87 7 ]
[4  5  5] :	[ 32 44 15 ]
[5  5  5] :	[ 89 5 16 ]
