# Generated by GAMUT v1.0.1
# A Game With Uniformly Random Payoffs
# Game Parameter Values:
# Random seed:	1652188572523
# Cmd Line:	-g RandomGame -players 3 -actions 10 -normalize -min_payoff 0.01 -max_payoff 10 -int_payoffs -int_mult 100 -f RG_multi_3_10_8.txt
# Players:	3
# Actions:	10 10 10
# players:	3
# actions:	[10]
[1  1  1] :	[ 75 622 536 ]
[2  1  1] :	[ 524 893 239 ]
[3  1  1] :	[ 594 303 45 ]
[4  1  1] :	[ 803 208 113 ]
[5  1  1] :	[ 226 657 901 ]
[6  1  1] :	[ 22 448 134 ]
[7  1  1] :	[ 200 155 100 ]
[8  1  1] :	[ 804 7 130 ]
[9  1  1] :	[ 639 690 592 ]
[10  1  1] :	[ 745 125 698 ]
[1  2  1] :	[ 451 640 396 ]
[2  2  1] :	[ 517 509 379 ]
[3  2  1] :	[ 702 873 192 ]
[4  2  1] :	[ 217 67 380 ]
[5  2  1] :	[ 936 875 441 ]
[6  2  1] :	[ 126 604 770 ]
[7  2  1] :	[ 988 827 75 ]
[8  2  1] :	[ 512 466 603 ]
[9  2  1] :	[ 39 928 722 ]
[10  2  1] :	[ 404 609 538 ]
[1  3  1] :	[ 790 674 945 ]
[2  3  1] :	[ 179 922 112 ]
[3  3  1] :	[ 489 442 181 ]
[4  3  1] :	[ 289 783 681 ]
[5  3  1] :	[ 871 413 94 ]
[6  3  1] :	[ 624 196 796 ]
[7  3  1] :	[ 216 24 993 ]
[8  3  1] :	[ 401 899 378 ]
[9  3  1] :	[ 310 412 333 ]
[10  3  1] :	[ 458 890 939 ]
[1  4  1] :	[ 986 306 315 ]
[2  4  1] :	[ 803 870 355 ]
[3  4  1] :	[ 712 865 41 ]
[4  4  1] :	[ 584 411 493 ]
[5  4  1] :	[ 684 929 891 ]
[6  4  1] :	[ 587 681 706 ]
[7  4  1] :	[ 675 45 961 ]
[8  4  1] :	[ 480 571 657 ]
[9  4  1] :	[ 226 606 822 ]
[10  4  1] :	[ 232 904 686 ]
[1  5  1] :	[ 246 149 288 ]
[2  5  1] :	[ 306 439 649 ]
[3  5  1] :	[ 868 702 448 ]
[4  5  1] :	[ 928 783 481 ]
[5  5  1] :	[ 123 468 214 ]
[6  5  1] :	[ 100 501 141 ]
[7  5  1] :	[ 233 587 186 ]
[8  5  1] :	[ 309 341 908 ]
[9  5  1] :	[ 661 514 464 ]
[10  5  1] :	[ 442 866 418 ]
[1  6  1] :	[ 645 276 190 ]
[2  6  1] :	[ 275 79 415 ]
[3  6  1] :	[ 212 619 396 ]
[4  6  1] :	[ 530 160 807 ]
[5  6  1] :	[ 300 603 69 ]
[6  6  1] :	[ 737 771 637 ]
[7  6  1] :	[ 40 343 53 ]
[8  6  1] :	[ 658 847 466 ]
