# Generated by GAMUT v1.0.1
# A Game With Uniformly Random Payoffs
# Game Parameter Values:
# Random seed:	1652188564585
# Cmd Line:	-g RandomGame -players 3 -actions 10 -normalize -min_payoff 0.01 -max_payoff 10 -int_payoffs -int_mult 100 -f RG_multi_3_10_5.txt
# Players:	3
# Actions:	10 10 10
# players:	3
# actions:	[10]
[1  1  1] :	[ 740 263 789 ]
[2  1  1] :	[ 442 189 984 ]
[3  1  1] :	[ 851 116 257 ]
[4  1  1] :	[ 731 89 509 ]
[5  1  1] :	[ 812 9 96 ]
[6  1  1] :	[ 526 254 595 ]
[7  1  1] :	[ 113 626 341 ]
[8  1  1] :	[ 645 314 876 ]
[9  1  1] :	[ 765 841 367 ]
[10  1  1] :	[ 923 988 319 ]
[1  2  1] :	[ 823 79 56 ]
[2  2  1] :	[ 235 59 844 ]
[3  2  1] :	[ 567 292 406 ]
[4  2  1] :	[ 318 534 464 ]
[5  2  1] :	[ 610 861 610 ]
[6  2  1] :	[ 431 955 286 ]
[7  2  1] :	[ 29 987 215 ]
[8  2  1] :	[ 642 674 742 ]
[9  2  1] :	[ 123 328 864 ]
[10  2  1] :	[ 21 158 891 ]
[1  3  1] :	[ 829 726 301 ]
[2  3  1] :	[ 361 337 329 ]
[3  3  1] :	[ 848 374 612 ]
[4  3  1] :	[ 837 509 683 ]
[5  3  1] :	[ 524 754 778 ]
[6  3  1] :	[ 846 966 622 ]
[7  3  1] :	[ 33 27 545 ]
[8  3  1] :	[ 647 858 888 ]
[9  3  1] :	[ 925 316 889 ]
[10  3  1] :	[ 476 680 652 ]
[1  4  1] :	[ 838 871 76 ]
[2  4  1] :	[ 961 444 107 ]
[3  4  1] :	[ 987 481 781 ]
[4  4  1] :	[ 553 60 342 ]
[5  4  1] :	[ 780 477 317 ]
[6  4  1] :	[ 648 773 42 ]
[7  4  1] :	[ 631 290 631 ]
[8  4  1] :	[ 303 864 297 ]
[9  4  1] :	[ 352 107 49 ]
[10  4  1] :	[ 161 975 966 ]
[1  5  1] :	[ 648 585 351 ]
[2  5  1] :	[ 81 817 531 ]
[3  5  1] :	[ 609 691 583 ]
[4  5  1] :	[ 274 107 847 ]
[5  5  1] :	[ 45 416 303 ]
[6  5  1] :	[ 516 7 457 ]
[7  5  1] :	[ 252 639 943 ]
[8  5  1] :	[ 558 344 423 ]
[9  5  1] :	[ 838 615 542 ]
[10  5  1] :	[ 647 229 597 ]
[1  6  1] :	[ 569 233 735 ]
[2  6  1] :	[ 405 430 671 ]
[3  6  1] :	[ 461 153 215 ]
[4  6  1] :	[ 135 922 873 ]
[5  6  1] :	[ 328 305 569 ]
[6  6  1] :	[ 143 162 959 ]
[7  6  1] :	[ 554 4 792 ]
[8  6  1] :	[ 389 103 869 ]
[9  6  1] :	[ 406 559 785 ]
[10  6  1] :	[ 800 62 726 ]
[1  7  1] :	[ 959 683 847 ]
[2  7  1] :	[ 921 924 299 ]
[3  7  1] :	[ 669 295 629 ]
[4  7  1] :	[ 281 715 848 ]
[5  7  1] :	[ 324 213 84 ]
[6  7  1] :	[ 441 204 923 ]
[7  7  1] :	[ 226 351 899 ]
[8  7  1] :	[ 123 586 803 ]
[9  7  1] :	[ 690 135 294 ]
[10  7  1] :	[ 100 416 381 ]
[1  8  1] :	[ 836 945 378 ]
[2  8  1] :	[ 682 380 550 ]
[3  8  1] :	[ 957 180 840 ]
[4  8  1] :	[ 937 302 887 ]
[5  8  1] :	[ 817 601 186 ]
[6  8  1] :	[ 431 276 381 ]
[7  8  1] :	[ 48 564 185 ]
[8  8  1] :	[ 919 331 401 ]
[9  8  1] :	[ 376 608 436 ]
[10  8  1] :	[ 145 570 261 ]
[1  9  1] :	[ 13 274 839 ]
[2  9  1] :	[ 47 849 782 ]
[3  9  1] :	[ 799 439 321 ]
[4  9  1] :	[ 63 460 986 ]
[5  9  1] :	[ 218 491 965 ]
[6  9  1] :	[ 766 779 550 ]
[7  9  1] :	[ 452 241 938 ]
[8  9  1] :	[ 621 837 114 ]
[9  9  1] :	[ 97 182 655 ]
[10  9  1] :	[ 440 244 215 ]
[1  10  1] :	[ 986 936 852 ]
[2  10  1] :	[ 93 98 934 ]
[3  10  1] :	[ 797 53 705 ]
[4  10  1] :	[ 870 491 679 ]
[5  10  1] :	[ 605 565 513 ]
[6  10  1] :	[ 433 55 788 ]
[7  10  1] :	[ 306 414 432 ]
[8  10  1] :	[ 774 907 988 ]
[9  10  1] :	[ 625 406 271 ]
[10  10  1] :	[ 808 105 796 ]
[1  1  2] :	[ 460 96 828 ]
[2  1  2] :	[ 808 884 709 ]
[3  1  2] :	[ 947 927 787 ]
[4  1  2] :	[ 672 827 511 ]
[5  1  2] :	[ 415 357 984 ]
[6  1  2] :	[ 98 621 407 ]
[7  1  2] :	[ 413 926 197 ]
[8  1  2] :	[ 875 191 248 ]
[9  1  2] :	[ 889 737 420 ]
[10  1  2] :	[ 328 862 119 ]
[1  2  2] :	[ 287 238 392 ]
[2  2  2] :	[ 119 516 704 ]
[3  2  2] :	[ 660 61 535 ]
[4  2  2] :	[ 281 862 383 ]
[5  2  2] :	[ 439 84 258 ]
[6  2  2] :	[ 136 251 144 ]
[7  2  2] :	[ 417 238 16 ]
[8  2  2] :	[ 227 667 225 ]
[9  2  2] :	[ 989 594 679 ]
[10  2  2] :	[ 214 562 769 ]
[1  3  2] :	[ 186 201 590 ]
[2  3  2] :	[ 839 80 608 ]
[3  3  2] :	[ 456 201 507 ]
[4  3  2] :	[ 216 576 945 ]
[5  3  2] :	[ 123 214 16 ]
[6  3  2] :	[ 281 387 145 ]
[7  3  2] :	[ 575 466 613 ]
[8  3  2] :	[ 908 971 760 ]
[9  3  2] :	[ 513 879 748 ]
[10  3  2] :	[ 784 141 372 ]
[1  4  2] :	[ 141 518 472 ]
[2  4  2] :	[ 379 417 886 ]
[3  4  2] :	[ 320 526 133 ]
[4  4  2] :	[ 482 956 674 ]
[5  4  2] :	[ 358 577 561 ]
[6  4  2] :	[ 445 148 937 ]
[7  4  2] :	[ 613 220 454 ]
[8  4  2] :	[ 361 406 838 ]
[9  4  2] :	[ 230 101 169 ]
[10  4  2] :	[ 315 684 475 ]
[1  5  2] :	[ 668 369 536 ]
[2  5  2] :	[ 60 733 470 ]
[3  5  2] :	[ 632 826 930 ]
[4  5  2] :	[ 381 462 444 ]
[5  5  2] :	[ 419 933 996 ]
[6  5  2] :	[ 805 145 820 ]
[7  5  2] :	[ 700 447 679 ]
[8  5  2] :	[ 779 789 230 ]
[9  5  2] :	[ 367 414 571 ]
[10  5  2] :	[ 59 6 253 ]
[1  6  2] :	[ 187 896 884 ]
[2  6  2] :	[ 405 202 618 ]
[3  6  2] :	[ 879 273 247 ]
[4  6  2] :	[ 472 276 381 ]
[5  6  2] :	[ 389 55 113 ]
[6  6  2] :	[ 296 938 740 ]
[7  6  2] :	[ 149 16 224 ]
[8  6  2] :	[ 435 999 944 ]
[9  6  2] :	[ 194 408 594 ]
[10  6  2] :	[ 764 818 658 ]
[1  7  2] :	[ 883 94 951 ]
[2  7  2] :	[ 982 610 812 ]
[3  7  2] :	[ 701 445 76 ]
[4  7  2] :	[ 324 372 449 ]
[5  7  2] :	[ 35 834 735 ]
[6  7  2] :	[ 957 241 931 ]
[7  7  2] :	[ 718 741 738 ]
[8  7  2] :	[ 358 619 672 ]
[9  7  2] :	[ 648 911 568 ]
[10  7  2] :	[ 235 103 791 ]
[1  8  2] :	[ 317 374 951 ]
[2  8  2] :	[ 600 353 766 ]
[3  8  2] :	[ 65 399 996 ]
[4  8  2] :	[ 374 368 885 ]
[5  8  2] :	[ 401 895 222 ]
[6  8  2] :	[ 804 300 327 ]
[7  8  2] :	[ 416 180 963 ]
[8  8  2] :	[ 423 801 785 ]
[9  8  2] :	[ 42 249 603 ]
[10  8  2] :	[ 573 911 385 ]
