# Generated by GAMUT v1.0.1
# A Game With Normal Covariant Random Payoffs
# Game Parameter Values:
# Random seed:	1652359364172
# Cmd Line:	-g CovariantGame -r -0.2 -players 3 -actions 5 -normalize -min_payoff 0.01 -max_payoff 1 -int_payoffs -int_mult 100 -f CG_multi_3_5_7.txt
# Players:	3
# Actions:	5 5 5
# players:	3
# actions:	[5]
# r:	-0.2
[1  1  1] :	[ 89 52 12 ]
[2  1  1] :	[ 66 45 50 ]
[3  1  1] :	[ 39 42 54 ]
[4  1  1] :	[ 36 68 42 ]
[5  1  1] :	[ 43 67 75 ]
[1  2  1] :	[ 34 79 21 ]
[2  2  1] :	[ 62 32 35 ]
[3  2  1] :	[ 40 66 61 ]
[4  2  1] :	[ 32 59 18 ]
[5  2  1] :	[ 42 51 55 ]
[1  3  1] :	[ 65 40 73 ]
[2  3  1] :	[ 54 30 43 ]
[3  3  1] :	[ 52 59 55 ]
[4  3  1] :	[ 64 58 33 ]
[5  3  1] :	[ 29 72 55 ]
[1  4  1] :	[ 41 39 49 ]
[2  4  1] :	[ 64 50 28 ]
[3  4  1] :	[ 26 35 75 ]
[4  4  1] :	[ 66 48 36 ]
[5  4  1] :	[ 43 51 57 ]
[1  5  1] :	[ 49 58 40 ]
[2  5  1] :	[ 22 38 57 ]
[3  5  1] :	[ 56 62 20 ]
[4  5  1] :	[ 47 20 75 ]
[5  5  1] :	[ 34 39 47 ]
[1  1  2] :	[ 72 57 39 ]
[2  1  2] :	[ 55 56 72 ]
[3  1  2] :	[ 48 43 66 ]
[4  1  2] :	[ 52 69 67 ]
[5  1  2] :	[ 42 49 19 ]
[1  2  2] :	[ 57 26 68 ]
[2  2  2] :	[ 67 23 30 ]
[3  2  2] :	[ 37 61 32 ]
[4  2  2] :	[ 70 5 79 ]
[5  2  2] :	[ 78 64 46 ]
[1  3  2] :	[ 69 43 59 ]
[2  3  2] :	[ 42 80 28 ]
[3  3  2] :	[ 14 53 50 ]
[4  3  2] :	[ 33 71 25 ]
[5  3  2] :	[ 32 77 45 ]
[1  4  2] :	[ 47 53 35 ]
[2  4  2] :	[ 17 100 81 ]
[3  4  2] :	[ 54 49 24 ]
[4  4  2] :	[ 70 62 63 ]
[5  4  2] :	[ 77 44 50 ]
[1  5  2] :	[ 40 25 91 ]
[2  5  2] :	[ 64 41 65 ]
[3  5  2] :	[ 55 39 76 ]
[4  5  2] :	[ 46 14 59 ]
[5  5  2] :	[ 22 63 54 ]
[1  1  3] :	[ 65 67 31 ]
[2  1  3] :	[ 63 41 53 ]
[3  1  3] :	[ 70 64 30 ]
[4  1  3] :	[ 32 61 42 ]
[5  1  3] :	[ 55 30 61 ]
[1  2  3] :	[ 37 65 55 ]
[2  2  3] :	[ 61 58 32 ]
[3  2  3] :	[ 74 22 59 ]
[4  2  3] :	[ 18 40 58 ]
[5  2  3] :	[ 72 45 28 ]
[1  3  3] :	[ 74 75 43 ]
[2  3  3] :	[ 34 1 69 ]
[3  3  3] :	[ 59 75 48 ]
[4  3  3] :	[ 37 59 34 ]
[5  3  3] :	[ 21 74 71 ]
[1  4  3] :	[ 51 24 52 ]
[2  4  3] :	[ 95 20 64 ]
[3  4  3] :	[ 88 37 34 ]
[4  4  3] :	[ 57 20 35 ]
[5  4  3] :	[ 66 61 47 ]
[1  5  3] :	[ 55 46 51 ]
[2  5  3] :	[ 74 78 30 ]
[3  5  3] :	[ 79 59 35 ]
[4  5  3] :	[ 72 43 50 ]
[5  5  3] :	[ 82 47 19 ]
[1  1  4] :	[ 39 31 75 ]
[2  1  4] :	[ 44 61 44 ]
[3  1  4] :	[ 31 41 34 ]
[4  1  4] :	[ 57 36 48 ]
[5  1  4] :	[ 24 51 60 ]
[1  2  4] :	[ 70 54 86 ]
[2  2  4] :	[ 60 41 42 ]
[3  2  4] :	[ 66 31 59 ]
[4  2  4] :	[ 46 50 45 ]
[5  2  4] :	[ 2 66 39 ]
[1  3  4] :	[ 61 52 20 ]
[2  3  4] :	[ 42 73 51 ]
[3  3  4] :	[ 33 7 42 ]
[4  3  4] :	[ 71 25 60 ]
[5  3  4] :	[ 32 64 4 ]
[1  4  4] :	[ 28 55 25 ]
[2  4  4] :	[ 67 36 36 ]
[3  4  4] :	[ 56 14 78 ]
[4  4  4] :	[ 76 65 53 ]
[5  4  4] :	[ 58 20 49 ]
[1  5  4] :	[ 67 41 43 ]
[2  5  4] :	[ 31 50 45 ]
[3  5  4] :	[ 58 41 41 ]
