# Generated by GAMUT v1.0.1
# A Game With Uniformly Random Payoffs
# Game Parameter Values:
# Random seed:	1652188552396
# Cmd Line:	-g RandomGame -players 3 -actions 10 -normalize -min_payoff 0.01 -max_payoff 10 -int_payoffs -int_mult 100 -f RG_multi_3_10_1.txt
# Players:	3
# Actions:	10 10 10
# players:	3
# actions:	[10]
[1  1  1] :	[ 588 376 561 ]
[2  1  1] :	[ 528 153 372 ]
[3  1  1] :	[ 24 289 685 ]
[4  1  1] :	[ 726 827 829 ]
[5  1  1] :	[ 775 272 951 ]
[6  1  1] :	[ 92 423 955 ]
[7  1  1] :	[ 759 100 245 ]
[8  1  1] :	[ 184 793 994 ]
[9  1  1] :	[ 717 99 436 ]
[10  1  1] :	[ 522 487 677 ]
[1  2  1] :	[ 303 562 657 ]
[2  2  1] :	[ 423 602 239 ]
[3  2  1] :	[ 65 772 867 ]
[4  2  1] :	[ 205 23 225 ]
[5  2  1] :	[ 400 684 680 ]
[6  2  1] :	[ 665 469 975 ]
[7  2  1] :	[ 145 275 838 ]
[8  2  1] :	[ 172 802 962 ]
[9  2  1] :	[ 456 41 757 ]
[10  2  1] :	[ 216 206 119 ]
[1  3  1] :	[ 227 889 476 ]
[2  3  1] :	[ 319 759 486 ]
[3  3  1] :	[ 916 538 585 ]
[4  3  1] :	[ 133 159 45 ]
[5  3  1] :	[ 55 585 493 ]
[6  3  1] :	[ 681 100 293 ]
[7  3  1] :	[ 403 269 854 ]
[8  3  1] :	[ 746 685 945 ]
[9  3  1] :	[ 117 104 362 ]
[10  3  1] :	[ 529 129 326 ]
[1  4  1] :	[ 914 451 199 ]
[2  4  1] :	[ 892 485 221 ]
[3  4  1] :	[ 108 492 544 ]
[4  4  1] :	[ 881 819 941 ]
[5  4  1] :	[ 191 399 987 ]
[6  4  1] :	[ 10 688 503 ]
[7  4  1] :	[ 933 720 50 ]
[8  4  1] :	[ 32 251 208 ]
[9  4  1] :	[ 523 465 974 ]
[10  4  1] :	[ 160 541 947 ]
[1  5  1] :	[ 283 426 344 ]
[2  5  1] :	[ 771 51 421 ]
[3  5  1] :	[ 761 989 160 ]
[4  5  1] :	[ 526 814 553 ]
[5  5  1] :	[ 378 843 663 ]
[6  5  1] :	[ 125 794 263 ]
[7  5  1] :	[ 158 515 236 ]
[8  5  1] :	[ 20 679 509 ]
[9  5  1] :	[ 842 607 240 ]
[10  5  1] :	[ 691 987 179 ]
[1  6  1] :	[ 826 778 28 ]
[2  6  1] :	[ 311 781 880 ]
