param n := 3;
set S[1] := 1 2 3 4 5;
set S[2] := 1 2 3 4 5;
set S[3] := 1 2 3 4 5;

param A :=
[*,1,1,1]  1 6 2 47 3 24
[*,2,1,1]  1 52 2 90 3 93
[*,3,1,1]  1 20 2 44 3 72
[*,4,1,1]  1 99 2 15 3 33
[*,5,1,1]  1 82 2 82 3 87
[*,1,2,1]  1 23 2 58 3 40
[*,2,2,1]  1 90 2 26 3 41
[*,3,2,1]  1 4 2 57 3 22
[*,4,2,1]  1 68 2 76 3 58
[*,5,2,1]  1 68 2 57 3 70
[*,1,3,1]  1 57 2 74 3 75
[*,2,3,1]  1 2 2 48 3 18
[*,3,3,1]  1 95 2 67 3 19
[*,4,3,1]  1 10 2 93 3 51
[*,5,3,1]  1 76 2 27 3 84
[*,1,4,1]  1 79 2 98 3 59
[*,2,4,1]  1 24 2 99 3 8
[*,3,4,1]  1 9 2 99 3 21
[*,4,4,1]  1 68 2 49 3 2
[*,5,4,1]  1 96 2 74 3 35
[*,1,5,1]  1 50 2 27 3 65
[*,2,5,1]  1 17 2 52 3 11
[*,3,5,1]  1 47 2 23 3 9
[*,4,5,1]  1 42 2 85 3 35
[*,5,5,1]  1 50 2 49 3 69
[*,1,1,2]  1 89 2 80 3 17
[*,2,1,2]  1 69 2 24 3 33
[*,3,1,2]  1 54 2 4 3 79
[*,4,1,2]  1 76 2 13 3 22
[*,5,1,2]  1 79 2 5 3 99
[*,1,2,2]  1 44 2 99 3 44
[*,2,2,2]  1 57 2 48 3 54
[*,3,2,2]  1 45 2 48 3 99
[*,4,2,2]  1 22 2 83 3 13
[*,5,2,2]  1 7 2 71 3 2
[*,1,3,2]  1 28 2 55 3 23
[*,2,3,2]  1 24 2 45 3 17
[*,3,3,2]  1 50 2 32 3 43
[*,4,3,2]  1 55 2 84 3 67
[*,5,3,2]  1 3 2 55 3 79
[*,1,4,2]  1 20 2 39 3 68
[*,2,4,2]  1 64 2 8 3 55
[*,3,4,2]  1 45 2 66 3 94
[*,4,4,2]  1 69 2 42 3 25
[*,5,4,2]  1 89 2 35 3 22
[*,1,5,2]  1 44 2 6 3 45
[*,2,5,2]  1 41 2 67 3 54
[*,3,5,2]  1 92 2 8 3 22
[*,4,5,2]  1 62 2 62 3 25
[*,5,5,2]  1 99 2 2 3 57
[*,1,1,3]  1 62 2 6 3 7
[*,2,1,3]  1 40 2 29 3 67
[*,3,1,3]  1 64 2 56 3 61
[*,4,1,3]  1 24 2 3 3 8
[*,5,1,3]  1 36 2 100 3 52
[*,1,2,3]  1 46 2 39 3 33
[*,2,2,3]  1 59 2 31 3 52
[*,3,2,3]  1 49 2 38 3 53
[*,4,2,3]  1 94 2 4 3 3
[*,5,2,3]  1 63 2 44 3 38
[*,1,3,3]  1 87 2 25 3 30
[*,2,3,3]  1 86 2 87 3 60
[*,3,3,3]  1 73 2 48 3 39
[*,4,3,3]  1 36 2 6 3 25
[*,5,3,3]  1 90 2 95 3 58
[*,1,4,3]  1 91 2 4 3 18
[*,2,4,3]  1 88 2 71 3 53
[*,3,4,3]  1 70 2 38 3 66
[*,4,4,3]  1 33 2 87 3 58
[*,5,4,3]  1 98 2 34 3 94
[*,1,5,3]  1 17 2 88 3 79
[*,2,5,3]  1 92 2 97 3 37
[*,3,5,3]  1 18 2 81 3 29
[*,4,5,3]  1 36 2 42 3 23
[*,5,5,3]  1 55 2 70 3 73
[*,1,1,4]  1 8 2 22 3 67
[*,2,1,4]  1 68 2 28 3 86
[*,3,1,4]  1 65 2 58 3 98
[*,4,1,4]  1 86 2 86 3 73
[*,5,1,4]  1 50 2 94 3 26
[*,1,2,4]  1 31 2 51 3 52
[*,2,2,4]  1 67 2 73 3 76
[*,3,2,4]  1 35 2 96 3 88
[*,4,2,4]  1 26 2 36 3 68
[*,5,2,4]  1 61 2 40 3 48
[*,1,3,4]  1 54 2 63 3 35
[*,2,3,4]  1 21 2 93 3 70
[*,3,3,4]  1 56 2 37 3 52
[*,4,3,4]  1 40 2 30 3 82
[*,5,3,4]  1 77 2 85 3 52
[*,1,4,4]  1 13 2 33 3 79
[*,2,4,4]  1 66 2 17 3 12
[*,3,4,4]  1 26 2 29 3 58
[*,4,4,4]  1 93 2 47 3 90
[*,5,4,4]  1 15 2 32 3 95
[*,1,5,4]  1 76 2 94 3 81
[*,2,5,4]  1 4 2 76 3 91
[*,3,5,4]  1 28 2 61 3 13
[*,4,5,4]  1 50 2 71 3 90
[*,5,5,4]  1 11 2 77 3 59
[*,1,1,5]  1 25 2 32 3 61
[*,2,1,5]  1 22 2 16 3 13
[*,3,1,5]  1 20 2 84 3 2
[*,4,1,5]  1 78 2 59 3 27
[*,5,1,5]  1 44 2 14 3 49
[*,1,2,5]  1 26 2 1 3 75
[*,2,2,5]  1 22 2 16 3 20
[*,3,2,5]  1 61 2 13 3 45
[*,4,2,5]  1 82 2 83 3 90
