# Generated by GAMUT v1.0.1
# A Game With Normal Covariant Random Payoffs
# Game Parameter Values:
# Random seed:	1644574310716
# Cmd Line:	-g CovariantGame -r -0.2 -players 3 -actions 10 -normalize -min_payoff 0.01 -max_payoff 10 -int_payoffs -int_mult 100 -f CG_multi_3_10_3.txt
# Players:	3
# Actions:	10 10 10
# players:	3
# actions:	[10]
# r:	-0.2
[1  1  1] :	[ 567 325 563 ]
[2  1  1] :	[ 444 636 281 ]
[3  1  1] :	[ 266 348 441 ]
[4  1  1] :	[ 464 537 535 ]
[5  1  1] :	[ 541 440 545 ]
[6  1  1] :	[ 481 483 587 ]
[7  1  1] :	[ 689 425 294 ]
[8  1  1] :	[ 563 492 583 ]
[9  1  1] :	[ 345 516 382 ]
[10  1  1] :	[ 333 618 586 ]
[1  2  1] :	[ 454 262 164 ]
[2  2  1] :	[ 468 332 500 ]
[3  2  1] :	[ 381 150 579 ]
[4  2  1] :	[ 349 441 473 ]
[5  2  1] :	[ 661 293 388 ]
[6  2  1] :	[ 541 358 469 ]
[7  2  1] :	[ 409 282 525 ]
[8  2  1] :	[ 398 500 318 ]
[9  2  1] :	[ 384 492 519 ]
[10  2  1] :	[ 499 376 350 ]
[1  3  1] :	[ 202 352 405 ]
[2  3  1] :	[ 488 426 510 ]
[3  3  1] :	[ 412 350 337 ]
[4  3  1] :	[ 148 500 399 ]
[5  3  1] :	[ 367 467 450 ]
[6  3  1] :	[ 303 371 565 ]
[7  3  1] :	[ 215 636 436 ]
[8  3  1] :	[ 513 519 509 ]
[9  3  1] :	[ 428 354 364 ]
[10  3  1] :	[ 502 292 296 ]
[1  4  1] :	[ 596 255 260 ]
[2  4  1] :	[ 370 295 313 ]
[3  4  1] :	[ 577 295 368 ]
[4  4  1] :	[ 592 236 246 ]
[5  4  1] :	[ 524 588 252 ]
[6  4  1] :	[ 289 504 355 ]
[7  4  1] :	[ 491 316 294 ]
[8  4  1] :	[ 458 351 458 ]
[9  4  1] :	[ 543 452 278 ]
[10  4  1] :	[ 383 581 429 ]
[1  5  1] :	[ 394 647 193 ]
[2  5  1] :	[ 656 597 263 ]
[3  5  1] :	[ 406 471 494 ]
[4  5  1] :	[ 539 502 259 ]
[5  5  1] :	[ 332 225 571 ]
[6  5  1] :	[ 345 478 394 ]
[7  5  1] :	[ 302 264 304 ]
[8  5  1] :	[ 607 579 455 ]
[9  5  1] :	[ 361 400 505 ]
[10  5  1] :	[ 488 312 462 ]
[1  6  1] :	[ 397 628 577 ]
[2  6  1] :	[ 708 276 412 ]
[3  6  1] :	[ 506 307 485 ]
[4  6  1] :	[ 616 439 552 ]
[5  6  1] :	[ 384 305 539 ]
[6  6  1] :	[ 603 389 591 ]
[7  6  1] :	[ 484 429 549 ]
[8  6  1] :	[ 455 467 377 ]
[9  6  1] :	[ 298 589 369 ]
[10  6  1] :	[ 436 298 395 ]
[1  7  1] :	[ 338 241 432 ]
[2  7  1] :	[ 431 696 191 ]
[3  7  1] :	[ 596 264 471 ]
[4  7  1] :	[ 390 357 479 ]
[5  7  1] :	[ 309 286 434 ]
[6  7  1] :	[ 348 571 410 ]
[7  7  1] :	[ 181 348 492 ]
[8  7  1] :	[ 408 823 368 ]
[9  7  1] :	[ 593 405 365 ]
[10  7  1] :	[ 495 700 464 ]
[1  8  1] :	[ 408 258 468 ]
[2  8  1] :	[ 450 476 518 ]
[3  8  1] :	[ 496 510 392 ]
[4  8  1] :	[ 490 421 419 ]
[5  8  1] :	[ 633 474 382 ]
[6  8  1] :	[ 551 336 414 ]
[7  8  1] :	[ 735 535 143 ]
[8  8  1] :	[ 553 549 552 ]
[9  8  1] :	[ 373 565 359 ]
[10  8  1] :	[ 509 549 357 ]
[1  9  1] :	[ 554 244 464 ]
[2  9  1] :	[ 443 472 504 ]
[3  9  1] :	[ 531 273 471 ]
[4  9  1] :	[ 513 444 501 ]
[5  9  1] :	[ 221 450 646 ]
[6  9  1] :	[ 326 474 477 ]
[7  9  1] :	[ 505 383 497 ]
[8  9  1] :	[ 473 443 288 ]
[9  9  1] :	[ 436 382 535 ]
[10  9  1] :	[ 742 366 384 ]
[1  10  1] :	[ 435 473 721 ]
[2  10  1] :	[ 389 481 355 ]
[3  10  1] :	[ 522 527 502 ]
[4  10  1] :	[ 574 617 142 ]
[5  10  1] :	[ 194 496 394 ]
[6  10  1] :	[ 543 385 284 ]
[7  10  1] :	[ 275 666 325 ]
[8  10  1] :	[ 579 457 590 ]
[9  10  1] :	[ 477 281 512 ]
[10  10  1] :	[ 323 372 543 ]
[1  1  2] :	[ 403 326 384 ]
[2  1  2] :	[ 476 472 465 ]
[3  1  2] :	[ 769 467 121 ]
[4  1  2] :	[ 332 389 308 ]
[5  1  2] :	[ 646 387 411 ]
[6  1  2] :	[ 320 394 546 ]
[7  1  2] :	[ 318 387 731 ]
[8  1  2] :	[ 568 276 450 ]
[9  1  2] :	[ 516 559 287 ]
[10  1  2] :	[ 237 615 317 ]
[1  2  2] :	[ 538 387 401 ]
[2  2  2] :	[ 576 530 455 ]
[3  2  2] :	[ 360 459 445 ]
[4  2  2] :	[ 363 268 521 ]
[5  2  2] :	[ 507 519 452 ]
[6  2  2] :	[ 370 419 593 ]
[7  2  2] :	[ 423 522 443 ]
[8  2  2] :	[ 466 336 458 ]
[9  2  2] :	[ 580 586 243 ]
[10  2  2] :	[ 388 655 413 ]
[1  3  2] :	[ 580 355 242 ]
[2  3  2] :	[ 565 397 569 ]
[3  3  2] :	[ 448 444 459 ]
[4  3  2] :	[ 485 421 425 ]
[5  3  2] :	[ 402 535 494 ]
[6  3  2] :	[ 490 190 528 ]
[7  3  2] :	[ 329 322 513 ]
[8  3  2] :	[ 367 514 456 ]
[9  3  2] :	[ 405 503 675 ]
[10  3  2] :	[ 546 460 311 ]
[1  4  2] :	[ 531 346 241 ]
[2  4  2] :	[ 348 394 498 ]
[3  4  2] :	[ 267 599 240 ]
[4  4  2] :	[ 517 127 410 ]
[5  4  2] :	[ 470 432 411 ]
[6  4  2] :	[ 306 659 386 ]
[7  4  2] :	[ 628 379 345 ]
[8  4  2] :	[ 306 490 599 ]
[9  4  2] :	[ 417 669 457 ]
[10  4  2] :	[ 330 490 496 ]
[1  5  2] :	[ 392 389 560 ]
[2  5  2] :	[ 389 523 255 ]
[3  5  2] :	[ 593 424 362 ]
[4  5  2] :	[ 553 460 412 ]
[5  5  2] :	[ 293 547 388 ]
[6  5  2] :	[ 449 417 296 ]
[7  5  2] :	[ 375 510 486 ]
[8  5  2] :	[ 550 612 342 ]
[9  5  2] :	[ 636 490 331 ]
[10  5  2] :	[ 620 492 508 ]
[1  6  2] :	[ 237 618 244 ]
[2  6  2] :	[ 566 535 423 ]
[3  6  2] :	[ 450 140 540 ]
[4  6  2] :	[ 406 374 369 ]
[5  6  2] :	[ 307 543 460 ]
[6  6  2] :	[ 444 583 529 ]
[7  6  2] :	[ 356 403 370 ]
[8  6  2] :	[ 432 304 482 ]
[9  6  2] :	[ 496 401 431 ]
[10  6  2] :	[ 378 542 299 ]
[1  7  2] :	[ 514 430 487 ]
[2  7  2] :	[ 275 383 578 ]
[3  7  2] :	[ 313 482 222 ]
[4  7  2] :	[ 478 377 267 ]
[5  7  2] :	[ 524 428 316 ]
[6  7  2] :	[ 550 512 278 ]
[7  7  2] :	[ 503 441 348 ]
[8  7  2] :	[ 447 633 449 ]
[9  7  2] :	[ 413 329 357 ]
[10  7  2] :	[ 335 309 592 ]
[1  8  2] :	[ 354 405 468 ]
[2  8  2] :	[ 718 369 506 ]
[3  8  2] :	[ 378 531 417 ]
[4  8  2] :	[ 521 425 588 ]
[5  8  2] :	[ 339 570 489 ]
[6  8  2] :	[ 460 315 448 ]
[7  8  2] :	[ 364 364 627 ]
[8  8  2] :	[ 529 414 518 ]
[9  8  2] :	[ 421 299 280 ]
[10  8  2] :	[ 408 466 574 ]
[1  9  2] :	[ 612 633 478 ]
[2  9  2] :	[ 559 342 403 ]
[3  9  2] :	[ 376 437 633 ]
[4  9  2] :	[ 328 571 345 ]
[5  9  2] :	[ 365 256 219 ]
[6  9  2] :	[ 520 446 183 ]
[7  9  2] :	[ 302 512 354 ]
[8  9  2] :	[ 385 574 416 ]
[9  9  2] :	[ 435 236 627 ]
[10  9  2] :	[ 434 495 330 ]
[1  10  2] :	[ 543 376 471 ]
[2  10  2] :	[ 445 507 506 ]
[3  10  2] :	[ 488 494 491 ]
[4  10  2] :	[ 575 522 463 ]
[5  10  2] :	[ 461 241 350 ]
[6  10  2] :	[ 414 448 507 ]
[7  10  2] :	[ 290 580 544 ]
[8  10  2] :	[ 288 517 386 ]
[9  10  2] :	[ 628 349 282 ]
[10  10  2] :	[ 671 312 344 ]
[1  1  3] :	[ 269 643 526 ]
[2  1  3] :	[ 315 632 187 ]
[3  1  3] :	[ 128 471 531 ]
