# Generated by GAMUT v1.0.1
# A Game With Uniformly Random Payoffs
# Game Parameter Values:
# Random seed:	1652520762331
# Cmd Line:	-g RandomGame -players 3 -actions 5 -normalize -min_payoff 0.01 -max_payoff 1 -int_payoffs -int_mult 100 -f RG_multi_3_5_7.txt
# Players:	3
# Actions:	5 5 5
# players:	3
# actions:	[5]
[1  1  1] :	[ 34 58 23 ]
[2  1  1] :	[ 82 79 67 ]
[3  1  1] :	[ 65 72 74 ]
[4  1  1] :	[ 30 54 32 ]
[5  1  1] :	[ 30 83 21 ]
[1  2  1] :	[ 75 12 45 ]
[2  2  1] :	[ 31 48 47 ]
[3  2  1] :	[ 66 36 81 ]
[4  2  1] :	[ 80 20 90 ]
[5  2  1] :	[ 57 41 11 ]
[1  3  1] :	[ 98 77 70 ]
[2  3  1] :	[ 15 47 9 ]
[3  3  1] :	[ 14 76 5 ]
[4  3  1] :	[ 23 67 75 ]
[5  3  1] :	[ 51 74 92 ]
[1  4  1] :	[ 94 89 60 ]
[2  4  1] :	[ 85 38 60 ]
[3  4  1] :	[ 33 99 34 ]
[4  4  1] :	[ 70 64 37 ]
[5  4  1] :	[ 56 52 57 ]
[1  5  1] :	[ 82 44 87 ]
[2  5  1] :	[ 7 87 41 ]
[3  5  1] :	[ 3 96 91 ]
[4  5  1] :	[ 12 15 100 ]
[5  5  1] :	[ 73 11 1 ]
[1  1  2] :	[ 9 67 15 ]
[2  1  2] :	[ 91 25 1 ]
[3  1  2] :	[ 92 74 95 ]
[4  1  2] :	[ 2 59 2 ]
[5  1  2] :	[ 75 41 29 ]
[1  2  2] :	[ 52 33 56 ]
[2  2  2] :	[ 28 99 60 ]
[3  2  2] :	[ 80 80 86 ]
[4  2  2] :	[ 23 71 85 ]
[5  2  2] :	[ 48 53 13 ]
[1  3  2] :	[ 12 5 88 ]
[2  3  2] :	[ 87 94 28 ]
[3  3  2] :	[ 77 75 32 ]
[4  3  2] :	[ 76 82 75 ]
[5  3  2] :	[ 65 38 67 ]
[1  4  2] :	[ 50 4 98 ]
[2  4  2] :	[ 10 30 45 ]
[3  4  2] :	[ 80 47 98 ]
[4  4  2] :	[ 34 48 62 ]
[5  4  2] :	[ 86 83 15 ]
[1  5  2] :	[ 9 3 50 ]
[2  5  2] :	[ 55 14 65 ]
[3  5  2] :	[ 64 22 95 ]
[4  5  2] :	[ 19 81 77 ]
[5  5  2] :	[ 42 36 90 ]
[1  1  3] :	[ 6 1 74 ]
[2  1  3] :	[ 18 11 59 ]
[3  1  3] :	[ 91 35 23 ]
[4  1  3] :	[ 64 59 29 ]
[5  1  3] :	[ 38 72 27 ]
[1  2  3] :	[ 18 35 7 ]
[2  2  3] :	[ 100 34 4 ]
[3  2  3] :	[ 8 7 72 ]
[4  2  3] :	[ 99 37 17 ]
[5  2  3] :	[ 85 100 73 ]
[1  3  3] :	[ 47 92 63 ]
[2  3  3] :	[ 33 88 92 ]
[3  3  3] :	[ 49 31 25 ]
[4  3  3] :	[ 89 16 70 ]
[5  3  3] :	[ 90 94 54 ]
[1  4  3] :	[ 15 41 5 ]
[2  4  3] :	[ 15 55 79 ]
[3  4  3] :	[ 75 58 17 ]
[4  4  3] :	[ 54 36 99 ]
[5  4  3] :	[ 86 31 61 ]
[1  5  3] :	[ 96 13 77 ]
[2  5  3] :	[ 91 40 43 ]
[3  5  3] :	[ 63 52 66 ]
[4  5  3] :	[ 22 16 74 ]
[5  5  3] :	[ 8 86 94 ]
[1  1  4] :	[ 76 40 2 ]
[2  1  4] :	[ 70 60 50 ]
[3  1  4] :	[ 15 22 79 ]
[4  1  4] :	[ 89 30 39 ]
[5  1  4] :	[ 27 7 11 ]
[1  2  4] :	[ 26 69 98 ]
[2  2  4] :	[ 35 3 32 ]
[3  2  4] :	[ 2 77 25 ]
[4  2  4] :	[ 85 89 54 ]
[5  2  4] :	[ 69 67 7 ]
[1  3  4] :	[ 26 38 70 ]
[2  3  4] :	[ 86 54 3 ]
[3  3  4] :	[ 29 49 7 ]
[4  3  4] :	[ 44 59 80 ]
[5  3  4] :	[ 34 75 76 ]
[1  4  4] :	[ 8 57 25 ]
[2  4  4] :	[ 6 91 85 ]
[3  4  4] :	[ 20 72 39 ]
[4  4  4] :	[ 16 39 19 ]
[5  4  4] :	[ 26 93 61 ]
[1  5  4] :	[ 36 100 46 ]
[2  5  4] :	[ 70 85 70 ]
[3  5  4] :	[ 4 55 34 ]
[4  5  4] :	[ 84 49 41 ]
[5  5  4] :	[ 83 91 81 ]
[1  1  5] :	[ 72 5 75 ]
[2  1  5] :	[ 62 86 33 ]
[3  1  5] :	[ 11 33 93 ]
[4  1  5] :	[ 94 76 76 ]
[5  1  5] :	[ 20 25 87 ]
[1  2  5] :	[ 80 15 23 ]
[2  2  5] :	[ 96 24 57 ]
[3  2  5] :	[ 20 18 5 ]
[4  2  5] :	[ 80 51 71 ]
[5  2  5] :	[ 11 55 33 ]
[1  3  5] :	[ 53 93 67 ]
[2  3  5] :	[ 86 72 91 ]
[3  3  5] :	[ 4 22 68 ]
[4  3  5] :	[ 54 19 42 ]
[5  3  5] :	[ 19 26 68 ]
[1  4  5] :	[ 46 48 96 ]
[2  4  5] :	[ 100 71 97 ]
[3  4  5] :	[ 57 54 83 ]
[4  4  5] :	[ 86 80 95 ]
[5  4  5] :	[ 11 67 96 ]
[1  5  5] :	[ 79 1 79 ]
[2  5  5] :	[ 81 91 19 ]
[3  5  5] :	[ 89 9 40 ]
[4  5  5] :	[ 23 94 35 ]
[5  5  5] :	[ 23 88 9 ]
