param n := 5;
set S[1] := 1 2 3 4 5;
set S[2] := 1 2 3 4 5;
set S[3] := 1 2 3 4 5;
set S[4] := 1 2 3 4 5;
set S[5] := 1 2 3 4 5;

param A :=
[*,1,1,1,1,1]  1 410 2 440 3 492 4 685 5 598
[*,2,1,1,1,1]  1 306 2 758 3 245 4 483 5 770
[*,3,1,1,1,1]  1 509 2 519 3 511 4 473 5 369
[*,4,1,1,1,1]  1 539 2 473 3 481 4 402 5 490
[*,5,1,1,1,1]  1 151 2 806 3 313 4 633 5 656
[*,1,2,1,1,1]  1 597 2 339 3 370 4 526 5 571
[*,2,2,1,1,1]  1 136 2 674 3 402 4 580 5 477
[*,3,2,1,1,1]  1 694 2 290 3 404 4 257 5 641
[*,4,2,1,1,1]  1 405 2 747 3 419 4 366 5 461
[*,5,2,1,1,1]  1 729 2 494 3 754 4 391 5 252
[*,1,3,1,1,1]  1 460 2 740 3 436 4 531 5 477
[*,2,3,1,1,1]  1 405 2 391 3 441 4 546 5 611
[*,3,3,1,1,1]  1 397 2 524 3 590 4 526 5 249
[*,4,3,1,1,1]  1 195 2 667 3 819 4 496 5 465
[*,5,3,1,1,1]  1 631 2 552 3 397 4 307 5 491
[*,1,4,1,1,1]  1 641 2 447 3 454 4 281 5 438
[*,2,4,1,1,1]  1 497 2 476 3 631 4 492 5 486
[*,3,4,1,1,1]  1 316 2 676 3 237 4 583 5 815
[*,4,4,1,1,1]  1 751 2 475 3 509 4 363 5 188
[*,5,4,1,1,1]  1 484 2 629 3 398 4 518 5 531
[*,1,5,1,1,1]  1 734 2 465 3 487 4 344 5 495
[*,2,5,1,1,1]  1 417 2 618 3 608 4 573 5 552
[*,3,5,1,1,1]  1 273 2 774 3 422 4 572 5 294
[*,4,5,1,1,1]  1 786 2 365 3 601 4 286 5 591
[*,5,5,1,1,1]  1 348 2 465 3 681 4 467 5 577
[*,1,1,2,1,1]  1 187 2 532 3 475 4 670 5 514
[*,2,1,2,1,1]  1 383 2 750 3 562 4 313 5 615
[*,3,1,2,1,1]  1 526 2 366 3 593 4 286 5 625
[*,4,1,2,1,1]  1 640 2 464 3 349 4 718 5 428
[*,5,1,2,1,1]  1 533 2 469 3 527 4 628 5 296
[*,1,2,2,1,1]  1 379 2 425 3 626 4 483 5 355
[*,2,2,2,1,1]  1 511 2 663 3 272 4 501 5 815
[*,3,2,2,1,1]  1 399 2 421 3 521 4 242 5 728
[*,4,2,2,1,1]  1 450 2 453 3 386 4 451 5 865
[*,5,2,2,1,1]  1 663 2 371 3 636 4 426 5 633
[*,1,3,2,1,1]  1 563 2 536 3 693 4 334 5 465
[*,2,3,2,1,1]  1 431 2 558 3 920 4 363 5 433
[*,3,3,2,1,1]  1 412 2 585 3 554 4 416 5 714
[*,4,3,2,1,1]  1 504 2 507 3 295 4 576 5 470
[*,5,3,2,1,1]  1 508 2 507 3 304 4 651 5 595
[*,1,4,2,1,1]  1 412 2 272 3 801 4 604 5 522
[*,2,4,2,1,1]  1 547 2 620 3 544 4 423 5 506
[*,3,4,2,1,1]  1 289 2 526 3 322 4 497 5 792
[*,4,4,2,1,1]  1 531 2 545 3 353 4 409 5 561
[*,5,4,2,1,1]  1 364 2 605 3 594 4 467 5 428
[*,1,5,2,1,1]  1 542 2 444 3 385 4 671 5 524
[*,2,5,2,1,1]  1 663 2 328 3 515 4 561 5 586
[*,3,5,2,1,1]  1 589 2 461 3 561 4 486 5 457
[*,4,5,2,1,1]  1 454 2 646 3 555 4 588 5 553
[*,5,5,2,1,1]  1 586 2 822 3 581 4 147 5 464
[*,1,1,3,1,1]  1 536 2 381 3 557 4 761 5 416
[*,2,1,3,1,1]  1 365 2 568 3 250 4 844 5 568
[*,3,1,3,1,1]  1 513 2 522 3 624 4 430 5 457
[*,4,1,3,1,1]  1 370 2 477 3 453 4 672 5 418
[*,5,1,3,1,1]  1 462 2 784 3 566 4 409 5 520
[*,1,2,3,1,1]  1 498 2 815 3 384 4 393 5 516
[*,2,2,3,1,1]  1 856 2 457 3 352 4 526 5 498
[*,3,2,3,1,1]  1 718 2 539 3 342 4 501 5 562
[*,4,2,3,1,1]  1 496 2 421 3 668 4 235 5 762
[*,5,2,3,1,1]  1 588 2 612 3 407 4 572 5 419
[*,1,3,3,1,1]  1 701 2 515 3 562 4 328 5 530
[*,2,3,3,1,1]  1 558 2 475 3 446 4 805 5 493
[*,3,3,3,1,1]  1 573 2 475 3 482 4 458 5 614
[*,4,3,3,1,1]  1 613 2 475 3 367 4 291 5 408
[*,5,3,3,1,1]  1 581 2 577 3 326 4 583 5 616
[*,1,4,3,1,1]  1 502 2 464 3 571 4 574 5 450
[*,2,4,3,1,1]  1 312 2 621 3 511 4 579 5 630
[*,3,4,3,1,1]  1 503 2 564 3 424 4 411 5 495
[*,4,4,3,1,1]  1 395 2 793 3 560 4 427 5 407
[*,5,4,3,1,1]  1 588 2 274 3 361 4 534 5 625
[*,1,5,3,1,1]  1 630 2 339 3 534 4 518 5 453
[*,2,5,3,1,1]  1 637 2 540 3 514 4 620 5 441
[*,3,5,3,1,1]  1 425 2 600 3 502 4 560 5 444
[*,4,5,3,1,1]  1 538 2 434 3 539 4 669 5 527
[*,5,5,3,1,1]  1 647 2 363 3 611 4 371 5 459
[*,1,1,4,1,1]  1 333 2 745 3 559 4 425 5 341
[*,2,1,4,1,1]  1 522 2 491 3 505 4 593 5 590
[*,3,1,4,1,1]  1 661 2 717 3 343 4 478 5 544
[*,4,1,4,1,1]  1 356 2 549 3 517 4 376 5 553
[*,5,1,4,1,1]  1 487 2 539 3 704 4 211 5 568
[*,1,2,4,1,1]  1 549 2 500 3 352 4 392 5 773
[*,2,2,4,1,1]  1 687 2 387 3 553 4 580 5 301
[*,3,2,4,1,1]  1 599 2 339 3 464 4 625 5 475
[*,4,2,4,1,1]  1 775 2 441 3 548 4 413 5 503
[*,5,2,4,1,1]  1 480 2 554 3 721 4 388 5 544
[*,1,3,4,1,1]  1 689 2 230 3 654 4 507 5 513
[*,2,3,4,1,1]  1 442 2 826 3 398 4 300 5 621
[*,3,3,4,1,1]  1 625 2 254 3 383 4 491 5 549
[*,4,3,4,1,1]  1 643 2 468 3 673 4 392 5 554
[*,5,3,4,1,1]  1 440 2 442 3 551 4 433 5 599
[*,1,4,4,1,1]  1 734 2 461 3 290 4 328 5 661
[*,2,4,4,1,1]  1 370 2 574 3 598 4 636 5 398
[*,3,4,4,1,1]  1 458 2 586 3 367 4 504 5 619
[*,4,4,4,1,1]  1 521 2 798 3 322 4 331 5 548
[*,5,4,4,1,1]  1 545 2 541 3 573 4 277 5 499
[*,1,5,4,1,1]  1 667 2 520 3 556 4 530 5 383
[*,2,5,4,1,1]  1 508 2 311 3 756 4 288 5 723
[*,3,5,4,1,1]  1 535 2 748 3 365 4 287 5 491
