# Generated by GAMUT v1.0.1
# A Game With Normal Covariant Random Payoffs
# Game Parameter Values:
# Random seed:	1644574327088
# Cmd Line:	-g CovariantGame -r -0.2 -players 3 -actions 10 -normalize -min_payoff 0.01 -max_payoff 10 -int_payoffs -int_mult 100 -f CG_multi_3_10_10.txt
# Players:	3
# Actions:	10 10 10
# players:	3
# actions:	[10]
# r:	-0.2
[1  1  1] :	[ 468 432 569 ]
[2  1  1] :	[ 460 359 924 ]
[3  1  1] :	[ 552 452 342 ]
[4  1  1] :	[ 422 423 523 ]
[5  1  1] :	[ 500 350 683 ]
[6  1  1] :	[ 640 406 469 ]
[7  1  1] :	[ 890 500 681 ]
[8  1  1] :	[ 398 300 486 ]
[9  1  1] :	[ 480 531 542 ]
[10  1  1] :	[ 749 548 377 ]
[1  2  1] :	[ 377 339 346 ]
[2  2  1] :	[ 547 503 490 ]
[3  2  1] :	[ 617 819 500 ]
[4  2  1] :	[ 341 844 417 ]
[5  2  1] :	[ 49 423 401 ]
[6  2  1] :	[ 719 527 233 ]
[7  2  1] :	[ 564 992 475 ]
[8  2  1] :	[ 583 405 351 ]
[9  2  1] :	[ 421 570 426 ]
[10  2  1] :	[ 433 584 354 ]
[1  3  1] :	[ 415 412 564 ]
[2  3  1] :	[ 712 433 422 ]
[3  3  1] :	[ 376 411 429 ]
[4  3  1] :	[ 557 365 387 ]
[5  3  1] :	[ 650 605 99 ]
[6  3  1] :	[ 330 427 342 ]
[7  3  1] :	[ 497 395 445 ]
[8  3  1] :	[ 403 519 657 ]
[9  3  1] :	[ 416 604 528 ]
[10  3  1] :	[ 452 120 684 ]
[1  4  1] :	[ 559 618 94 ]
[2  4  1] :	[ 159 631 503 ]
[3  4  1] :	[ 497 677 575 ]
[4  4  1] :	[ 312 473 256 ]
[5  4  1] :	[ 665 555 650 ]
[6  4  1] :	[ 499 489 571 ]
[7  4  1] :	[ 487 400 552 ]
[8  4  1] :	[ 693 763 706 ]
[9  4  1] :	[ 480 317 463 ]
[10  4  1] :	[ 642 474 447 ]
[1  5  1] :	[ 408 495 503 ]
[2  5  1] :	[ 807 317 360 ]
[3  5  1] :	[ 289 648 365 ]
[4  5  1] :	[ 606 403 563 ]
[5  5  1] :	[ 419 584 663 ]
[6  5  1] :	[ 450 533 613 ]
[7  5  1] :	[ 511 536 345 ]
[8  5  1] :	[ 499 637 747 ]
[9  5  1] :	[ 636 687 575 ]
[10  5  1] :	[ 600 259 623 ]
[1  6  1] :	[ 617 501 487 ]
[2  6  1] :	[ 331 542 551 ]
[3  6  1] :	[ 515 426 525 ]
[4  6  1] :	[ 551 494 517 ]
[5  6  1] :	[ 504 506 552 ]
[6  6  1] :	[ 846 252 222 ]
[7  6  1] :	[ 415 447 755 ]
[8  6  1] :	[ 279 563 662 ]
[9  6  1] :	[ 750 459 502 ]
[10  6  1] :	[ 453 446 448 ]
[1  7  1] :	[ 666 542 452 ]
[2  7  1] :	[ 473 536 482 ]
[3  7  1] :	[ 409 632 750 ]
[4  7  1] :	[ 598 216 493 ]
[5  7  1] :	[ 324 386 482 ]
[6  7  1] :	[ 411 634 614 ]
[7  7  1] :	[ 354 614 384 ]
[8  7  1] :	[ 455 469 416 ]
[9  7  1] :	[ 309 421 623 ]
[10  7  1] :	[ 549 538 447 ]
[1  8  1] :	[ 705 578 737 ]
[2  8  1] :	[ 745 462 505 ]
[3  8  1] :	[ 566 551 478 ]
[4  8  1] :	[ 739 356 339 ]
[5  8  1] :	[ 653 618 628 ]
[6  8  1] :	[ 523 490 270 ]
[7  8  1] :	[ 375 495 777 ]
[8  8  1] :	[ 731 468 668 ]
[9  8  1] :	[ 346 563 435 ]
[10  8  1] :	[ 527 483 570 ]
[1  9  1] :	[ 434 478 398 ]
[2  9  1] :	[ 578 448 552 ]
[3  9  1] :	[ 208 655 651 ]
[4  9  1] :	[ 525 415 543 ]
[5  9  1] :	[ 601 628 389 ]
[6  9  1] :	[ 547 533 124 ]
[7  9  1] :	[ 577 958 309 ]
[8  9  1] :	[ 503 485 607 ]
[9  9  1] :	[ 537 434 422 ]
[10  9  1] :	[ 584 628 503 ]
