# Generated by GAMUT v1.0.1
# A Game With Normal Covariant Random Payoffs
# Game Parameter Values:
# Random seed:	1644574313247
# Cmd Line:	-g CovariantGame -r -0.2 -players 3 -actions 10 -normalize -min_payoff 0.01 -max_payoff 10 -int_payoffs -int_mult 100 -f CG_multi_3_10_4.txt
# Players:	3
# Actions:	10 10 10
# players:	3
# actions:	[10]
# r:	-0.2
[1  1  1] :	[ 610 484 691 ]
[2  1  1] :	[ 601 230 570 ]
[3  1  1] :	[ 567 652 472 ]
[4  1  1] :	[ 490 802 425 ]
[5  1  1] :	[ 550 444 89 ]
[6  1  1] :	[ 724 504 494 ]
[7  1  1] :	[ 604 669 502 ]
[8  1  1] :	[ 477 703 477 ]
[9  1  1] :	[ 502 691 574 ]
[10  1  1] :	[ 498 425 704 ]
[1  2  1] :	[ 361 410 685 ]
[2  2  1] :	[ 480 511 418 ]
[3  2  1] :	[ 672 552 584 ]
[4  2  1] :	[ 710 753 444 ]
[5  2  1] :	[ 448 245 436 ]
[6  2  1] :	[ 389 587 298 ]
[7  2  1] :	[ 576 334 710 ]
[8  2  1] :	[ 440 655 561 ]
[9  2  1] :	[ 607 485 590 ]
[10  2  1] :	[ 326 780 557 ]
[1  3  1] :	[ 549 682 413 ]
[2  3  1] :	[ 609 419 641 ]
[3  3  1] :	[ 455 383 776 ]
[4  3  1] :	[ 601 395 496 ]
[5  3  1] :	[ 606 663 584 ]
[6  3  1] :	[ 562 539 406 ]
[7  3  1] :	[ 793 289 619 ]
[8  3  1] :	[ 671 499 431 ]
[9  3  1] :	[ 566 408 637 ]
[10  3  1] :	[ 764 247 416 ]
[1  4  1] :	[ 496 831 473 ]
[2  4  1] :	[ 422 653 495 ]
[3  4  1] :	[ 534 544 341 ]
[4  4  1] :	[ 383 592 550 ]
[5  4  1] :	[ 840 548 555 ]
[6  4  1] :	[ 75 929 706 ]
[7  4  1] :	[ 519 511 489 ]
[8  4  1] :	[ 339 393 610 ]
[9  4  1] :	[ 263 612 347 ]
[10  4  1] :	[ 555 528 667 ]
[1  5  1] :	[ 429 352 510 ]
[2  5  1] :	[ 534 487 438 ]
[3  5  1] :	[ 347 653 245 ]
[4  5  1] :	[ 430 311 853 ]
[5  5  1] :	[ 423 766 473 ]
[6  5  1] :	[ 384 560 531 ]
[7  5  1] :	[ 587 654 806 ]
[8  5  1] :	[ 709 585 390 ]
[9  5  1] :	[ 367 568 604 ]
