# Generated by GAMUT v1.0.1
# A Game With Uniformly Random Payoffs
# Game Parameter Values:
# Random seed:	1652520758586
# Cmd Line:	-g RandomGame -players 3 -actions 5 -normalize -min_payoff 0.01 -max_payoff 1 -int_payoffs -int_mult 100 -f RG_multi_3_5_5.txt
# Players:	3
# Actions:	5 5 5
# players:	3
# actions:	[5]
[1  1  1] :	[ 91 94 34 ]
[2  1  1] :	[ 87 89 31 ]
[3  1  1] :	[ 41 19 60 ]
[4  1  1] :	[ 69 35 49 ]
[5  1  1] :	[ 78 53 29 ]
[1  2  1] :	[ 59 18 57 ]
[2  2  1] :	[ 3 79 44 ]
[3  2  1] :	[ 19 42 11 ]
[4  2  1] :	[ 1 82 40 ]
[5  2  1] :	[ 4 59 18 ]
[1  3  1] :	[ 43 20 16 ]
[2  3  1] :	[ 96 57 48 ]
[3  3  1] :	[ 82 38 25 ]
[4  3  1] :	[ 6 21 68 ]
[5  3  1] :	[ 78 21 64 ]
[1  4  1] :	[ 57 99 34 ]
[2  4  1] :	[ 63 89 14 ]
[3  4  1] :	[ 57 6 81 ]
[4  4  1] :	[ 71 47 41 ]
[5  4  1] :	[ 4 80 97 ]
[1  5  1] :	[ 78 5 84 ]
[2  5  1] :	[ 24 9 18 ]
[3  5  1] :	[ 90 20 30 ]
[4  5  1] :	[ 21 92 11 ]
[5  5  1] :	[ 72 75 59 ]
[1  1  2] :	[ 54 28 6 ]
[2  1  2] :	[ 91 66 24 ]
[3  1  2] :	[ 94 91 41 ]
[4  1  2] :	[ 8 67 15 ]
[5  1  2] :	[ 79 11 97 ]
[1  2  2] :	[ 52 23 43 ]
[2  2  2] :	[ 21 79 80 ]
[3  2  2] :	[ 51 86 28 ]
[4  2  2] :	[ 68 45 37 ]
[5  2  2] :	[ 25 41 35 ]
[1  3  2] :	[ 50 36 71 ]
[2  3  2] :	[ 49 73 7 ]
[3  3  2] :	[ 44 71 87 ]
[4  3  2] :	[ 38 92 71 ]
[5  3  2] :	[ 84 11 52 ]
[1  4  2] :	[ 69 1 58 ]
[2  4  2] :	[ 3 20 76 ]
[3  4  2] :	[ 5 17 68 ]
[4  4  2] :	[ 91 34 66 ]
[5  4  2] :	[ 1 44 62 ]
[1  5  2] :	[ 19 55 47 ]
[2  5  2] :	[ 23 87 61 ]
[3  5  2] :	[ 7 10 1 ]
[4  5  2] :	[ 24 20 55 ]
[5  5  2] :	[ 68 45 40 ]
[1  1  3] :	[ 72 58 80 ]
[2  1  3] :	[ 30 11 84 ]
[3  1  3] :	[ 67 59 45 ]
[4  1  3] :	[ 95 92 40 ]
[5  1  3] :	[ 53 76 23 ]
[1  2  3] :	[ 6 93 59 ]
[2  2  3] :	[ 23 84 51 ]
[3  2  3] :	[ 84 92 43 ]
[4  2  3] :	[ 69 99 22 ]
[5  2  3] :	[ 49 68 5 ]
[1  3  3] :	[ 10 65 94 ]
[2  3  3] :	[ 33 47 52 ]
[3  3  3] :	[ 13 37 99 ]
[4  3  3] :	[ 65 51 5 ]
[5  3  3] :	[ 46 41 53 ]
[1  4  3] :	[ 39 100 31 ]
[2  4  3] :	[ 74 68 16 ]
[3  4  3] :	[ 30 67 18 ]
[4  4  3] :	[ 36 52 36 ]
[5  4  3] :	[ 36 24 38 ]
[1  5  3] :	[ 76 31 100 ]
[2  5  3] :	[ 63 78 64 ]
[3  5  3] :	[ 61 90 60 ]
[4  5  3] :	[ 62 66 57 ]
[5  5  3] :	[ 23 81 53 ]
[1  1  4] :	[ 15 81 2 ]
[2  1  4] :	[ 28 39 66 ]
[3  1  4] :	[ 74 61 22 ]
[4  1  4] :	[ 53 46 47 ]
[5  1  4] :	[ 8 37 73 ]
[1  2  4] :	[ 30 73 24 ]
[2  2  4] :	[ 99 59 87 ]
[3  2  4] :	[ 85 30 84 ]
[4  2  4] :	[ 54 78 38 ]
[5  2  4] :	[ 58 40 18 ]
[1  3  4] :	[ 56 79 24 ]
[2  3  4] :	[ 58 65 68 ]
[3  3  4] :	[ 39 100 72 ]
[4  3  4] :	[ 34 2 65 ]
[5  3  4] :	[ 84 64 75 ]
[1  4  4] :	[ 96 100 33 ]
[2  4  4] :	[ 10 8 51 ]
[3  4  4] :	[ 16 35 18 ]
[4  4  4] :	[ 64 58 86 ]
[5  4  4] :	[ 75 83 45 ]
[1  5  4] :	[ 72 90 18 ]
[2  5  4] :	[ 86 37 84 ]
[3  5  4] :	[ 54 39 49 ]
[4  5  4] :	[ 74 7 71 ]
[5  5  4] :	[ 84 9 81 ]
[1  1  5] :	[ 52 35 86 ]
[2  1  5] :	[ 10 89 48 ]
[3  1  5] :	[ 93 96 83 ]
[4  1  5] :	[ 77 20 42 ]
[5  1  5] :	[ 27 46 24 ]
[1  2  5] :	[ 55 31 91 ]
[2  2  5] :	[ 47 16 24 ]
[3  2  5] :	[ 7 81 18 ]
[4  2  5] :	[ 34 30 61 ]
[5  2  5] :	[ 64 13 45 ]
[1  3  5] :	[ 26 26 73 ]
[2  3  5] :	[ 23 94 8 ]
[3  3  5] :	[ 18 23 73 ]
[4  3  5] :	[ 27 91 4 ]
[5  3  5] :	[ 5 98 94 ]
[1  4  5] :	[ 4 67 55 ]
[2  4  5] :	[ 35 72 31 ]
[3  4  5] :	[ 73 37 82 ]
[4  4  5] :	[ 55 51 52 ]
[5  4  5] :	[ 46 54 8 ]
[1  5  5] :	[ 73 37 20 ]
[2  5  5] :	[ 73 83 97 ]
[3  5  5] :	[ 24 47 24 ]
[4  5  5] :	[ 30 39 53 ]
[5  5  5] :	[ 30 99 12 ]
