# Generated by GAMUT v1.0.1
# A Game With Normal Covariant Random Payoffs
# Game Parameter Values:
# Random seed:	1644574321694
# Cmd Line:	-g CovariantGame -r -0.2 -players 3 -actions 10 -normalize -min_payoff 0.01 -max_payoff 10 -int_payoffs -int_mult 100 -f CG_multi_3_10_8.txt
# Players:	3
# Actions:	10 10 10
# players:	3
# actions:	[10]
# r:	-0.2
[1  1  1] :	[ 425 463 233 ]
[2  1  1] :	[ 639 478 309 ]
[3  1  1] :	[ 251 581 642 ]
[4  1  1] :	[ 511 351 625 ]
[5  1  1] :	[ 559 565 210 ]
[6  1  1] :	[ 427 455 410 ]
[7  1  1] :	[ 574 477 585 ]
[8  1  1] :	[ 586 348 506 ]
[9  1  1] :	[ 782 486 799 ]
[10  1  1] :	[ 407 436 518 ]
[1  2  1] :	[ 658 484 594 ]
[2  2  1] :	[ 500 556 792 ]
[3  2  1] :	[ 323 625 546 ]
[4  2  1] :	[ 304 236 563 ]
[5  2  1] :	[ 417 517 569 ]
[6  2  1] :	[ 577 603 463 ]
[7  2  1] :	[ 656 433 497 ]
[8  2  1] :	[ 470 498 335 ]
[9  2  1] :	[ 476 541 487 ]
[10  2  1] :	[ 351 530 504 ]
[1  3  1] :	[ 530 585 419 ]
[2  3  1] :	[ 646 471 311 ]
[3  3  1] :	[ 591 534 518 ]
[4  3  1] :	[ 685 421 334 ]
[5  3  1] :	[ 656 649 409 ]
[6  3  1] :	[ 491 660 621 ]
[7  3  1] :	[ 789 443 475 ]
[8  3  1] :	[ 251 382 333 ]
[9  3  1] :	[ 719 386 615 ]
[10  3  1] :	[ 420 454 494 ]
[1  4  1] :	[ 563 702 429 ]
[2  4  1] :	[ 594 168 491 ]
[3  4  1] :	[ 619 458 750 ]
[4  4  1] :	[ 777 611 476 ]
[5  4  1] :	[ 305 379 436 ]
[6  4  1] :	[ 576 564 485 ]
[7  4  1] :	[ 453 561 523 ]
[8  4  1] :	[ 487 625 566 ]
[9  4  1] :	[ 384 375 489 ]
[10  4  1] :	[ 397 557 502 ]
[1  5  1] :	[ 433 457 750 ]
[2  5  1] :	[ 552 482 338 ]
[3  5  1] :	[ 544 522 608 ]
[4  5  1] :	[ 535 537 577 ]
[5  5  1] :	[ 371 606 501 ]
[6  5  1] :	[ 540 354 501 ]
[7  5  1] :	[ 381 287 763 ]
[8  5  1] :	[ 797 774 318 ]
[9  5  1] :	[ 615 312 473 ]
[10  5  1] :	[ 460 606 258 ]
[1  6  1] :	[ 534 314 637 ]
[2  6  1] :	[ 305 370 492 ]
[3  6  1] :	[ 286 539 398 ]
[4  6  1] :	[ 564 265 460 ]
[5  6  1] :	[ 534 674 377 ]
[6  6  1] :	[ 246 866 217 ]
[7  6  1] :	[ 347 714 427 ]
[8  6  1] :	[ 680 572 361 ]
[9  6  1] :	[ 305 507 538 ]
[10  6  1] :	[ 577 543 673 ]
[1  7  1] :	[ 616 533 450 ]
[2  7  1] :	[ 216 341 554 ]
[3  7  1] :	[ 242 642 381 ]
[4  7  1] :	[ 232 487 739 ]
[5  7  1] :	[ 376 654 610 ]
[6  7  1] :	[ 332 734 262 ]
[7  7  1] :	[ 392 457 860 ]
[8  7  1] :	[ 362 563 744 ]
[9  7  1] :	[ 329 448 591 ]
[10  7  1] :	[ 262 427 495 ]
[1  8  1] :	[ 617 604 131 ]
[2  8  1] :	[ 367 608 226 ]
[3  8  1] :	[ 602 619 365 ]
[4  8  1] :	[ 526 533 253 ]
[5  8  1] :	[ 953 466 259 ]
[6  8  1] :	[ 550 589 285 ]
