param n := 3;
set S[1] := 1 2 3 4 5;
set S[2] := 1 2 3 4 5;
set S[3] := 1 2 3 4 5;

param A :=
[*,1,1,1]  1 34 2 58 3 23
[*,2,1,1]  1 82 2 79 3 67
[*,3,1,1]  1 65 2 72 3 74
[*,4,1,1]  1 30 2 54 3 32
[*,5,1,1]  1 30 2 83 3 21
[*,1,2,1]  1 75 2 12 3 45
[*,2,2,1]  1 31 2 48 3 47
[*,3,2,1]  1 66 2 36 3 81
[*,4,2,1]  1 80 2 20 3 90
[*,5,2,1]  1 57 2 41 3 11
[*,1,3,1]  1 98 2 77 3 70
[*,2,3,1]  1 15 2 47 3 9
[*,3,3,1]  1 14 2 76 3 5
[*,4,3,1]  1 23 2 67 3 75
[*,5,3,1]  1 51 2 74 3 92
[*,1,4,1]  1 94 2 89 3 60
[*,2,4,1]  1 85 2 38 3 60
[*,3,4,1]  1 33 2 99 3 34
[*,4,4,1]  1 70 2 64 3 37
[*,5,4,1]  1 56 2 52 3 57
[*,1,5,1]  1 82 2 44 3 87
[*,2,5,1]  1 7 2 87 3 41
[*,3,5,1]  1 3 2 96 3 91
[*,4,5,1]  1 12 2 15 3 100
[*,5,5,1]  1 73 2 11 3 1
[*,1,1,2]  1 9 2 67 3 15
[*,2,1,2]  1 91 2 25 3 1
[*,3,1,2]  1 92 2 74 3 95
[*,4,1,2]  1 2 2 59 3 2
[*,5,1,2]  1 75 2 41 3 29
[*,1,2,2]  1 52 2 33 3 56
[*,2,2,2]  1 28 2 99 3 60
[*,3,2,2]  1 80 2 80 3 86
[*,4,2,2]  1 23 2 71 3 85
[*,5,2,2]  1 48 2 53 3 13
[*,1,3,2]  1 12 2 5 3 88
[*,2,3,2]  1 87 2 94 3 28
[*,3,3,2]  1 77 2 75 3 32
[*,4,3,2]  1 76 2 82 3 75
[*,5,3,2]  1 65 2 38 3 67
[*,1,4,2]  1 50 2 4 3 98
[*,2,4,2]  1 10 2 30 3 45
[*,3,4,2]  1 80 2 47 3 98
[*,4,4,2]  1 34 2 48 3 62
[*,5,4,2]  1 86 2 83 3 15
[*,1,5,2]  1 9 2 3 3 50
[*,2,5,2]  1 55 2 14 3 65
[*,3,5,2]  1 64 2 22 3 95
[*,4,5,2]  1 19 2 81 3 77
[*,5,5,2]  1 42 2 36 3 90
[*,1,1,3]  1 6 2 1 3 74
[*,2,1,3]  1 18 2 11 3 59
[*,3,1,3]  1 91 2 35 3 23
[*,4,1,3]  1 64 2 59 3 29
[*,5,1,3]  1 38 2 72 3 27
[*,1,2,3]  1 18 2 35 3 7
[*,2,2,3]  1 100 2 34 3 4
[*,3,2,3]  1 8 2 7 3 72
[*,4,2,3]  1 99 2 37 3 17
[*,5,2,3]  1 85 2 100 3 73
[*,1,3,3]  1 47 2 92 3 63
[*,2,3,3]  1 33 2 88 3 92
[*,3,3,3]  1 49 2 31 3 25
[*,4,3,3]  1 89 2 16 3 70
[*,5,3,3]  1 90 2 94 3 54
[*,1,4,3]  1 15 2 41 3 5
[*,2,4,3]  1 15 2 55 3 79
[*,3,4,3]  1 75 2 58 3 17
[*,4,4,3]  1 54 2 36 3 99
[*,5,4,3]  1 86 2 31 3 61
[*,1,5,3]  1 96 2 13 3 77
[*,2,5,3]  1 91 2 40 3 43
[*,3,5,3]  1 63 2 52 3 66
[*,4,5,3]  1 22 2 16 3 74
[*,5,5,3]  1 8 2 86 3 94
[*,1,1,4]  1 76 2 40 3 2
[*,2,1,4]  1 70 2 60 3 50
[*,3,1,4]  1 15 2 22 3 79
[*,4,1,4]  1 89 2 30 3 39
[*,5,1,4]  1 27 2 7 3 11
[*,1,2,4]  1 26 2 69 3 98
[*,2,2,4]  1 35 2 3 3 32
[*,3,2,4]  1 2 2 77 3 25
[*,4,2,4]  1 85 2 89 3 54
[*,5,2,4]  1 69 2 67 3 7
[*,1,3,4]  1 26 2 38 3 70
[*,2,3,4]  1 86 2 54 3 3
[*,3,3,4]  1 29 2 49 3 7
[*,4,3,4]  1 44 2 59 3 80
[*,5,3,4]  1 34 2 75 3 76
[*,1,4,4]  1 8 2 57 3 25
[*,2,4,4]  1 6 2 91 3 85
[*,3,4,4]  1 20 2 72 3 39
[*,4,4,4]  1 16 2 39 3 19
[*,5,4,4]  1 26 2 93 3 61
[*,1,5,4]  1 36 2 100 3 46
[*,2,5,4]  1 70 2 85 3 70
[*,3,5,4]  1 4 2 55 3 34
[*,4,5,4]  1 84 2 49 3 41
[*,5,5,4]  1 83 2 91 3 81
[*,1,1,5]  1 72 2 5 3 75
[*,2,1,5]  1 62 2 86 3 33
[*,3,1,5]  1 11 2 33 3 93
[*,4,1,5]  1 94 2 76 3 76
[*,5,1,5]  1 20 2 25 3 87
[*,1,2,5]  1 80 2 15 3 23
[*,2,2,5]  1 96 2 24 3 57
[*,3,2,5]  1 20 2 18 3 5
[*,4,2,5]  1 80 2 51 3 71
[*,5,2,5]  1 11 2 55 3 33
[*,1,3,5]  1 53 2 93 3 67
[*,2,3,5]  1 86 2 72 3 91
[*,3,3,5]  1 4 2 22 3 68
[*,4,3,5]  1 54 2 19 3 42
[*,5,3,5]  1 19 2 26 3 68
[*,1,4,5]  1 46 2 48 3 96
[*,2,4,5]  1 100 2 71 3 97
[*,3,4,5]  1 57 2 54 3 83
[*,4,4,5]  1 86 2 80 3 95
[*,5,4,5]  1 11 2 67 3 96
[*,1,5,5]  1 79 2 1 3 79
[*,2,5,5]  1 81 2 91 3 19
[*,3,5,5]  1 89 2 9 3 40
[*,4,5,5]  1 23 2 94 3 35
[*,5,5,5]  1 23 2 88 3 9;

#param U :=  1 98.0 2 99.0 3 99.0;
#param pu :=  1 100.0 2 100.0 3 100.0;
#param pl :=  1 2.0 2 1.0 3 1.0;
