# Generated by GAMUT v1.0.1
# A Game With Uniformly Random Payoffs
# Game Parameter Values:
# Random seed:	1652520764469
# Cmd Line:	-g RandomGame -players 3 -actions 5 -normalize -min_payoff 0.01 -max_payoff 1 -int_payoffs -int_mult 100 -f RG_multi_3_5_8.txt
# Players:	3
# Actions:	5 5 5
# players:	3
# actions:	[5]
[1  1  1] :	[ 97 31 61 ]
[2  1  1] :	[ 91 26 39 ]
[3  1  1] :	[ 93 17 39 ]
[4  1  1] :	[ 96 5 91 ]
[5  1  1] :	[ 32 20 33 ]
[1  2  1] :	[ 8 12 71 ]
[2  2  1] :	[ 94 20 29 ]
[3  2  1] :	[ 55 35 97 ]
[4  2  1] :	[ 60 20 43 ]
[5  2  1] :	[ 62 56 100 ]
[1  3  1] :	[ 50 56 4 ]
[2  3  1] :	[ 2 52 87 ]
[3  3  1] :	[ 84 47 36 ]
[4  3  1] :	[ 84 74 65 ]
[5  3  1] :	[ 34 97 26 ]
[1  4  1] :	[ 77 19 47 ]
[2  4  1] :	[ 18 95 17 ]
[3  4  1] :	[ 87 3 91 ]
[4  4  1] :	[ 45 24 99 ]
[5  4  1] :	[ 63 52 55 ]
[1  5  1] :	[ 96 100 31 ]
[2  5  1] :	[ 65 93 51 ]
[3  5  1] :	[ 74 9 98 ]
[4  5  1] :	[ 28 15 70 ]
[5  5  1] :	[ 31 50 8 ]
[1  1  2] :	[ 59 47 87 ]
[2  1  2] :	[ 52 46 57 ]
[3  1  2] :	[ 58 2 97 ]
[4  1  2] :	[ 81 15 26 ]
[5  1  2] :	[ 84 9 22 ]
[1  2  2] :	[ 24 84 95 ]
[2  2  2] :	[ 65 50 81 ]
[3  2  2] :	[ 27 7 85 ]
[4  2  2] :	[ 19 41 19 ]
[5  2  2] :	[ 89 94 41 ]
[1  3  2] :	[ 74 41 49 ]
[2  3  2] :	[ 21 55 32 ]
[3  3  2] :	[ 91 14 18 ]
[4  3  2] :	[ 92 51 77 ]
[5  3  2] :	[ 68 75 53 ]
[1  4  2] :	[ 30 76 14 ]
[2  4  2] :	[ 80 56 60 ]
[3  4  2] :	[ 25 27 45 ]
[4  4  2] :	[ 26 48 76 ]
[5  4  2] :	[ 17 24 10 ]
[1  5  2] :	[ 46 58 28 ]
[2  5  2] :	[ 49 84 99 ]
[3  5  2] :	[ 91 58 54 ]
[4  5  2] :	[ 63 70 86 ]
[5  5  2] :	[ 2 82 29 ]
[1  1  3] :	[ 1 10 76 ]
[2  1  3] :	[ 47 18 88 ]
[3  1  3] :	[ 93 90 88 ]
[4  1  3] :	[ 58 68 45 ]
[5  1  3] :	[ 2 79 46 ]
[1  2  3] :	[ 70 36 90 ]
[2  2  3] :	[ 42 46 13 ]
[3  2  3] :	[ 96 22 5 ]
[4  2  3] :	[ 34 29 26 ]
[5  2  3] :	[ 58 69 57 ]
[1  3  3] :	[ 26 23 1 ]
[2  3  3] :	[ 13 74 35 ]
[3  3  3] :	[ 94 5 70 ]
[4  3  3] :	[ 49 46 71 ]
[5  3  3] :	[ 13 48 71 ]
[1  4  3] :	[ 27 79 98 ]
[2  4  3] :	[ 79 99 51 ]
[3  4  3] :	[ 13 60 35 ]
[4  4  3] :	[ 11 20 89 ]
[5  4  3] :	[ 93 47 5 ]
[1  5  3] :	[ 85 7 38 ]
[2  5  3] :	[ 80 68 88 ]
[3  5  3] :	[ 23 87 15 ]
[4  5  3] :	[ 33 47 1 ]
[5  5  3] :	[ 63 22 35 ]
[1  1  4] :	[ 58 89 12 ]
[2  1  4] :	[ 30 70 73 ]
[3  1  4] :	[ 9 71 83 ]
[4  1  4] :	[ 70 80 84 ]
[5  1  4] :	[ 17 28 95 ]
[1  2  4] :	[ 12 66 20 ]
[2  2  4] :	[ 73 53 6 ]
[3  2  4] :	[ 23 51 82 ]
[4  2  4] :	[ 81 30 69 ]
[5  2  4] :	[ 61 84 77 ]
[1  3  4] :	[ 80 1 63 ]
[2  3  4] :	[ 50 35 33 ]
[3  3  4] :	[ 6 61 96 ]
[4  3  4] :	[ 66 37 13 ]
[5  3  4] :	[ 95 99 1 ]
[1  4  4] :	[ 6 69 65 ]
[2  4  4] :	[ 20 21 95 ]
[3  4  4] :	[ 28 75 64 ]
[4  4  4] :	[ 44 89 42 ]
[5  4  4] :	[ 64 11 29 ]
[1  5  4] :	[ 42 33 2 ]
[2  5  4] :	[ 79 58 88 ]
[3  5  4] :	[ 44 29 42 ]
[4  5  4] :	[ 21 91 54 ]
[5  5  4] :	[ 55 2 96 ]
[1  1  5] :	[ 17 91 23 ]
[2  1  5] :	[ 67 81 71 ]
[3  1  5] :	[ 33 24 92 ]
[4  1  5] :	[ 59 54 14 ]
[5  1  5] :	[ 92 80 44 ]
[1  2  5] :	[ 92 77 76 ]
[2  2  5] :	[ 46 29 64 ]
[3  2  5] :	[ 13 77 2 ]
[4  2  5] :	[ 77 23 99 ]
[5  2  5] :	[ 3 7 18 ]
[1  3  5] :	[ 83 50 92 ]
[2  3  5] :	[ 41 53 27 ]
[3  3  5] :	[ 35 81 65 ]
[4  3  5] :	[ 56 19 73 ]
[5  3  5] :	[ 21 98 17 ]
