# Generated by GAMUT v1.0.1
# A Game With Uniformly Random Payoffs
# Game Parameter Values:
# Random seed:	1652188561281
# Cmd Line:	-g RandomGame -players 3 -actions 10 -normalize -min_payoff 0.01 -max_payoff 10 -int_payoffs -int_mult 100 -f RG_multi_3_10_4.txt
# Players:	3
# Actions:	10 10 10
# players:	3
# actions:	[10]
[1  1  1] :	[ 838 971 661 ]
[2  1  1] :	[ 559 926 554 ]
[3  1  1] :	[ 935 703 153 ]
[4  1  1] :	[ 836 179 342 ]
[5  1  1] :	[ 419 487 92 ]
[6  1  1] :	[ 141 804 46 ]
[7  1  1] :	[ 848 271 723 ]
[8  1  1] :	[ 755 590 523 ]
[9  1  1] :	[ 870 226 893 ]
[10  1  1] :	[ 948 69 936 ]
[1  2  1] :	[ 125 818 163 ]
[2  2  1] :	[ 654 109 426 ]
[3  2  1] :	[ 322 407 673 ]
[4  2  1] :	[ 795 454 548 ]
[5  2  1] :	[ 464 929 954 ]
[6  2  1] :	[ 812 885 594 ]
[7  2  1] :	[ 677 956 105 ]
[8  2  1] :	[ 966 845 779 ]
[9  2  1] :	[ 917 717 603 ]
[10  2  1] :	[ 822 609 189 ]
[1  3  1] :	[ 34 29 131 ]
[2  3  1] :	[ 413 776 12 ]
[3  3  1] :	[ 571 612 828 ]
[4  3  1] :	[ 329 385 701 ]
[5  3  1] :	[ 707 362 835 ]
[6  3  1] :	[ 66 920 965 ]
[7  3  1] :	[ 868 521 623 ]
[8  3  1] :	[ 47 981 978 ]
[9  3  1] :	[ 387 639 688 ]
[10  3  1] :	[ 749 270 810 ]
[1  4  1] :	[ 875 870 736 ]
[2  4  1] :	[ 988 658 64 ]
[3  4  1] :	[ 541 873 379 ]
[4  4  1] :	[ 157 380 141 ]
[5  4  1] :	[ 9 906 963 ]
[6  4  1] :	[ 560 546 133 ]
[7  4  1] :	[ 196 989 967 ]
[8  4  1] :	[ 22 299 946 ]
[9  4  1] :	[ 889 249 49 ]
[10  4  1] :	[ 99 416 308 ]
[1  5  1] :	[ 781 77 541 ]
[2  5  1] :	[ 48 440 442 ]
[3  5  1] :	[ 86 983 768 ]
[4  5  1] :	[ 565 408 358 ]
[5  5  1] :	[ 659 365 993 ]
[6  5  1] :	[ 293 813 607 ]
[7  5  1] :	[ 633 635 99 ]
[8  5  1] :	[ 482 80 242 ]
[9  5  1] :	[ 440 726 960 ]
[10  5  1] :	[ 535 618 405 ]
[1  6  1] :	[ 254 113 129 ]
[2  6  1] :	[ 793 820 105 ]
[3  6  1] :	[ 96 503 303 ]
[4  6  1] :	[ 727 298 117 ]
[5  6  1] :	[ 240 189 586 ]
[6  6  1] :	[ 95 368 715 ]
[7  6  1] :	[ 279 672 884 ]
[8  6  1] :	[ 927 691 776 ]
[9  6  1] :	[ 957 269 572 ]
[10  6  1] :	[ 747 827 446 ]
[1  7  1] :	[ 79 782 684 ]
[2  7  1] :	[ 113 902 574 ]
[3  7  1] :	[ 883 114 263 ]
[4  7  1] :	[ 584 205 696 ]
[5  7  1] :	[ 832 737 572 ]
[6  7  1] :	[ 971 54 122 ]
[7  7  1] :	[ 55 829 959 ]
[8  7  1] :	[ 414 64 201 ]
[9  7  1] :	[ 326 377 333 ]
[10  7  1] :	[ 263 969 742 ]
[1  8  1] :	[ 666 744 985 ]
[2  8  1] :	[ 180 462 937 ]
[3  8  1] :	[ 62 877 706 ]
[4  8  1] :	[ 441 291 452 ]
[5  8  1] :	[ 460 908 518 ]
[6  8  1] :	[ 523 878 292 ]
[7  8  1] :	[ 926 303 441 ]
[8  8  1] :	[ 165 430 3 ]
[9  8  1] :	[ 387 709 455 ]
[10  8  1] :	[ 644 305 849 ]
