# Generated by GAMUT v1.0.1
# A Game With Normal Covariant Random Payoffs
# Game Parameter Values:
# Random seed:	1652357931382
# Cmd Line:	-g CovariantGame -r -0.2 -players 3 -actions 5 -normalize -min_payoff 0.01 -max_payoff 1 -int_payoffs -int_mult 100 -f CG_multi_3_5_1.txt
# Players:	3
# Actions:	5 5 5
# players:	3
# actions:	[5]
# r:	-0.2
[1  1  1] :	[ 46 60 80 ]
[2  1  1] :	[ 51 65 51 ]
[3  1  1] :	[ 61 28 83 ]
[4  1  1] :	[ 39 58 70 ]
[5  1  1] :	[ 54 49 38 ]
[1  2  1] :	[ 81 40 35 ]
[2  2  1] :	[ 52 84 36 ]
[3  2  1] :	[ 98 41 48 ]
[4  2  1] :	[ 48 40 43 ]
[5  2  1] :	[ 50 80 65 ]
[1  3  1] :	[ 51 64 25 ]
[2  3  1] :	[ 44 47 84 ]
[3  3  1] :	[ 49 73 62 ]
[4  3  1] :	[ 71 29 51 ]
[5  3  1] :	[ 47 45 66 ]
[1  4  1] :	[ 50 39 65 ]
[2  4  1] :	[ 53 51 45 ]
[3  4  1] :	[ 53 51 73 ]
[4  4  1] :	[ 35 48 57 ]
[5  4  1] :	[ 41 37 73 ]
[1  5  1] :	[ 78 38 72 ]
[2  5  1] :	[ 70 51 46 ]
[3  5  1] :	[ 59 85 40 ]
[4  5  1] :	[ 90 27 51 ]
[5  5  1] :	[ 49 80 50 ]
[1  1  2] :	[ 59 57 29 ]
[2  1  2] :	[ 34 77 57 ]
[3  1  2] :	[ 62 49 55 ]
[4  1  2] :	[ 59 80 5 ]
[5  1  2] :	[ 40 67 74 ]
[1  2  2] :	[ 70 62 66 ]
[2  2  2] :	[ 75 48 52 ]
[3  2  2] :	[ 49 62 47 ]
[4  2  2] :	[ 76 59 87 ]
[5  2  2] :	[ 56 40 88 ]
[1  3  2] :	[ 72 43 32 ]
[2  3  2] :	[ 92 37 39 ]
[3  3  2] :	[ 57 78 47 ]
[4  3  2] :	[ 41 66 72 ]
[5  3  2] :	[ 46 57 60 ]
[1  4  2] :	[ 59 64 34 ]
[2  4  2] :	[ 44 52 49 ]
[3  4  2] :	[ 39 84 58 ]
[4  4  2] :	[ 40 38 83 ]
[5  4  2] :	[ 64 42 62 ]
[1  5  2] :	[ 36 45 87 ]
[2  5  2] :	[ 83 35 59 ]
[3  5  2] :	[ 43 57 53 ]
[4  5  2] :	[ 61 31 48 ]
[5  5  2] :	[ 14 41 81 ]
[1  1  3] :	[ 45 32 63 ]
[2  1  3] :	[ 65 50 43 ]
[3  1  3] :	[ 37 62 57 ]
[4  1  3] :	[ 71 70 22 ]
[5  1  3] :	[ 69 38 58 ]
[1  2  3] :	[ 59 73 25 ]
[2  2  3] :	[ 62 56 67 ]
[3  2  3] :	[ 89 27 18 ]
[4  2  3] :	[ 48 79 65 ]
[5  2  3] :	[ 59 56 61 ]
[1  3  3] :	[ 70 63 57 ]
[2  3  3] :	[ 49 38 89 ]
[3  3  3] :	[ 62 35 33 ]
[4  3  3] :	[ 82 45 30 ]
[5  3  3] :	[ 24 82 38 ]
[1  4  3] :	[ 48 38 47 ]
[2  4  3] :	[ 81 50 46 ]
[3  4  3] :	[ 66 90 42 ]
[4  4  3] :	[ 46 89 31 ]
[5  4  3] :	[ 30 59 82 ]
[1  5  3] :	[ 50 72 59 ]
[2  5  3] :	[ 76 82 39 ]
[3  5  3] :	[ 42 48 59 ]
[4  5  3] :	[ 20 72 68 ]
[5  5  3] :	[ 67 30 64 ]
[1  1  4] :	[ 54 51 1 ]
[2  1  4] :	[ 42 42 53 ]
[3  1  4] :	[ 10 97 38 ]
[4  1  4] :	[ 42 63 64 ]
[5  1  4] :	[ 100 40 35 ]
[1  2  4] :	[ 58 49 31 ]
[2  2  4] :	[ 47 63 66 ]
[3  2  4] :	[ 9 63 87 ]
[4  2  4] :	[ 56 47 72 ]
[5  2  4] :	[ 94 59 31 ]
[1  3  4] :	[ 58 43 66 ]
[2  3  4] :	[ 47 80 34 ]
[3  3  4] :	[ 45 22 65 ]
[4  3  4] :	[ 42 70 76 ]
[5  3  4] :	[ 44 44 79 ]
[1  4  4] :	[ 47 58 76 ]
[2  4  4] :	[ 64 64 42 ]
[3  4  4] :	[ 66 51 60 ]
[4  4  4] :	[ 45 73 77 ]
[5  4  4] :	[ 92 65 71 ]
[1  5  4] :	[ 76 33 64 ]
[2  5  4] :	[ 64 44 47 ]
[3  5  4] :	[ 77 64 62 ]
[4  5  4] :	[ 39 52 51 ]
[5  5  4] :	[ 48 59 34 ]
[1  1  5] :	[ 75 42 76 ]
[2  1  5] :	[ 34 61 57 ]
[3  1  5] :	[ 76 19 32 ]
[4  1  5] :	[ 45 45 26 ]
[5  1  5] :	[ 52 83 50 ]
[1  2  5] :	[ 33 72 78 ]
[2  2  5] :	[ 42 89 24 ]
[3  2  5] :	[ 49 37 43 ]
[4  2  5] :	[ 95 47 66 ]
[5  2  5] :	[ 45 74 28 ]
[1  3  5] :	[ 24 35 76 ]
[2  3  5] :	[ 41 43 65 ]
[3  3  5] :	[ 72 46 73 ]
[4  3  5] :	[ 35 54 58 ]
[5  3  5] :	[ 44 43 60 ]
[1  4  5] :	[ 97 27 56 ]
[2  4  5] :	[ 61 41 73 ]
[3  4  5] :	[ 80 34 56 ]
[4  4  5] :	[ 50 67 49 ]
[5  4  5] :	[ 28 37 77 ]
[1  5  5] :	[ 97 17 55 ]
[2  5  5] :	[ 60 39 29 ]
[3  5  5] :	[ 65 53 33 ]
[4  5  5] :	[ 66 66 53 ]
