# Generated by GAMUT v1.0.1
# A Game With Normal Covariant Random Payoffs
# Game Parameter Values:
# Random seed:	1652359362309
# Cmd Line:	-g CovariantGame -r -0.2 -players 3 -actions 5 -normalize -min_payoff 0.01 -max_payoff 1 -int_payoffs -int_mult 100 -f CG_multi_3_5_6.txt
# Players:	3
# Actions:	5 5 5
# players:	3
# actions:	[5]
# r:	-0.2
[1  1  1] :	[ 45 13 61 ]
[2  1  1] :	[ 38 62 58 ]
[3  1  1] :	[ 53 66 22 ]
[4  1  1] :	[ 59 50 56 ]
[5  1  1] :	[ 53 63 66 ]
[1  2  1] :	[ 78 37 50 ]
[2  2  1] :	[ 57 25 17 ]
[3  2  1] :	[ 19 75 42 ]
[4  2  1] :	[ 42 87 42 ]
[5  2  1] :	[ 81 36 54 ]
[1  3  1] :	[ 44 21 62 ]
[2  3  1] :	[ 60 28 31 ]
[3  3  1] :	[ 68 28 39 ]
[4  3  1] :	[ 56 35 52 ]
[5  3  1] :	[ 45 100 5 ]
[1  4  1] :	[ 49 55 60 ]
[2  4  1] :	[ 46 44 83 ]
[3  4  1] :	[ 61 41 42 ]
[4  4  1] :	[ 54 37 29 ]
[5  4  1] :	[ 42 51 60 ]
[1  5  1] :	[ 46 27 23 ]
[2  5  1] :	[ 49 65 4 ]
[3  5  1] :	[ 28 93 27 ]
[4  5  1] :	[ 27 38 51 ]
[5  5  1] :	[ 40 50 35 ]
[1  1  2] :	[ 43 47 63 ]
[2  1  2] :	[ 25 36 40 ]
[3  1  2] :	[ 28 45 32 ]
[4  1  2] :	[ 32 16 36 ]
[5  1  2] :	[ 66 23 84 ]
[1  2  2] :	[ 73 59 45 ]
[2  2  2] :	[ 43 32 74 ]
[3  2  2] :	[ 51 62 43 ]
[4  2  2] :	[ 44 92 40 ]
[5  2  2] :	[ 30 30 54 ]
[1  3  2] :	[ 51 59 39 ]
[2  3  2] :	[ 74 37 22 ]
[3  3  2] :	[ 42 61 64 ]
[4  3  2] :	[ 59 64 53 ]
[5  3  2] :	[ 86 39 55 ]
[1  4  2] :	[ 31 61 75 ]
[2  4  2] :	[ 57 63 46 ]
[3  4  2] :	[ 48 48 40 ]
[4  4  2] :	[ 85 36 57 ]
[5  4  2] :	[ 73 60 43 ]
[1  5  2] :	[ 23 85 51 ]
[2  5  2] :	[ 50 85 42 ]
[3  5  2] :	[ 21 46 34 ]
[4  5  2] :	[ 50 24 93 ]
[5  5  2] :	[ 66 43 61 ]
[1  1  3] :	[ 29 85 61 ]
[2  1  3] :	[ 98 31 23 ]
[3  1  3] :	[ 56 35 56 ]
[4  1  3] :	[ 24 18 63 ]
