# Generated by GAMUT v1.0.1
# A Game With Normal Covariant Random Payoffs
# Game Parameter Values:
# Random seed:	1644412829588
# Cmd Line:	-g CovariantGame -r -0.2 -players 5 -actions 5 -normalize -min_payoff 0.01 -max_payoff 10 -int_payoffs -int_mult 100 -f CG_multi_5_5_10.txt
# Players:	5
# Actions:	5 5 5 5 5
# players:	5
# actions:	[5]
# r:	-0.2
[1  1  1  1  1] :	[ 176 524 707 298 522 ]
[2  1  1  1  1] :	[ 591 508 469 215 593 ]
[3  1  1  1  1] :	[ 484 287 297 653 400 ]
[4  1  1  1  1] :	[ 481 567 394 417 403 ]
[5  1  1  1  1] :	[ 456 682 706 295 387 ]
[1  2  1  1  1] :	[ 224 551 490 333 503 ]
[2  2  1  1  1] :	[ 461 300 575 672 458 ]
[3  2  1  1  1] :	[ 546 494 223 419 760 ]
[4  2  1  1  1] :	[ 430 468 674 233 535 ]
[5  2  1  1  1] :	[ 390 631 525 397 525 ]
[1  3  1  1  1] :	[ 588 512 404 354 567 ]
[2  3  1  1  1] :	[ 432 251 738 581 518 ]
[3  3  1  1  1] :	[ 373 404 505 597 637 ]
[4  3  1  1  1] :	[ 535 525 495 281 407 ]
[5  3  1  1  1] :	[ 295 430 387 852 458 ]
[1  4  1  1  1] :	[ 439 436 380 530 506 ]
[2  4  1  1  1] :	[ 614 517 453 402 468 ]
[3  4  1  1  1] :	[ 391 558 593 355 431 ]
[4  4  1  1  1] :	[ 549 612 413 259 652 ]
[5  4  1  1  1] :	[ 307 637 503 594 482 ]
[1  5  1  1  1] :	[ 314 549 494 481 526 ]
[2  5  1  1  1] :	[ 668 370 326 422 670 ]
[3  5  1  1  1] :	[ 656 471 418 283 504 ]
[4  5  1  1  1] :	[ 706 516 634 338 279 ]
[5  5  1  1  1] :	[ 452 319 453 647 569 ]
[1  1  2  1  1] :	[ 301 611 426 337 576 ]
[2  1  2  1  1] :	[ 430 430 457 426 701 ]
[3  1  2  1  1] :	[ 688 299 488 461 529 ]
[4  1  2  1  1] :	[ 596 569 480 332 362 ]
[5  1  2  1  1] :	[ 438 501 273 587 607 ]
[1  2  2  1  1] :	[ 613 406 254 490 629 ]
[2  2  2  1  1] :	[ 689 337 470 706 64 ]
[3  2  2  1  1] :	[ 255 667 485 370 462 ]
[4  2  2  1  1] :	[ 163 656 582 577 705 ]
[5  2  2  1  1] :	[ 368 547 643 637 208 ]
[1  3  2  1  1] :	[ 455 499 336 672 435 ]
[2  3  2  1  1] :	[ 521 437 459 331 751 ]
[3  3  2  1  1] :	[ 271 542 606 491 318 ]
[4  3  2  1  1] :	[ 582 587 551 225 389 ]
[5  3  2  1  1] :	[ 502 610 617 320 255 ]
[1  4  2  1  1] :	[ 515 264 594 637 432 ]
[2  4  2  1  1] :	[ 344 337 501 530 536 ]
[3  4  2  1  1] :	[ 375 719 513 378 391 ]
[4  4  2  1  1] :	[ 403 479 477 530 571 ]
[5  4  2  1  1] :	[ 628 387 169 514 578 ]
[1  5  2  1  1] :	[ 183 243 643 591 348 ]
