# Generated by GAMUT v1.0.1
# A Game With Normal Covariant Random Payoffs
# Game Parameter Values:
# Random seed:	1644574323774
# Cmd Line:	-g CovariantGame -r -0.2 -players 3 -actions 10 -normalize -min_payoff 0.01 -max_payoff 10 -int_payoffs -int_mult 100 -f CG_multi_3_10_9.txt
# Players:	3
# Actions:	10 10 10
# players:	3
# actions:	[10]
# r:	-0.2
[1  1  1] :	[ 245 467 832 ]
[2  1  1] :	[ 462 311 566 ]
[3  1  1] :	[ 473 797 633 ]
[4  1  1] :	[ 429 729 287 ]
[5  1  1] :	[ 574 610 351 ]
[6  1  1] :	[ 519 442 592 ]
[7  1  1] :	[ 547 318 465 ]
[8  1  1] :	[ 567 673 293 ]
[9  1  1] :	[ 497 481 423 ]
[10  1  1] :	[ 406 556 419 ]
[1  2  1] :	[ 344 481 509 ]
[2  2  1] :	[ 708 575 271 ]
[3  2  1] :	[ 559 376 501 ]
[4  2  1] :	[ 539 214 583 ]
[5  2  1] :	[ 364 629 474 ]
[6  2  1] :	[ 480 511 529 ]
[7  2  1] :	[ 555 470 366 ]
[8  2  1] :	[ 213 516 773 ]
[9  2  1] :	[ 441 537 204 ]
[10  2  1] :	[ 536 309 555 ]
[1  3  1] :	[ 507 396 447 ]
[2  3  1] :	[ 652 393 506 ]
[3  3  1] :	[ 770 241 583 ]
[4  3  1] :	[ 223 385 1000 ]
[5  3  1] :	[ 462 611 385 ]
[6  3  1] :	[ 575 408 664 ]
[7  3  1] :	[ 473 428 769 ]
[8  3  1] :	[ 415 593 604 ]
[9  3  1] :	[ 522 615 393 ]
[10  3  1] :	[ 324 395 661 ]
[1  4  1] :	[ 431 371 546 ]
[2  4  1] :	[ 409 162 486 ]
[3  4  1] :	[ 664 555 497 ]
[4  4  1] :	[ 173 810 489 ]
[5  4  1] :	[ 572 471 300 ]
[6  4  1] :	[ 692 317 555 ]
[7  4  1] :	[ 783 402 509 ]
[8  4  1] :	[ 588 572 404 ]
[9  4  1] :	[ 387 474 415 ]
[10  4  1] :	[ 310 662 729 ]
[1  5  1] :	[ 586 535 535 ]
[2  5  1] :	[ 415 427 560 ]
[3  5  1] :	[ 677 472 291 ]
[4  5  1] :	[ 537 420 381 ]
[5  5  1] :	[ 527 541 283 ]
[6  5  1] :	[ 539 394 560 ]
[7  5  1] :	[ 658 212 461 ]
[8  5  1] :	[ 326 335 590 ]
[9  5  1] :	[ 355 627 481 ]
[10  5  1] :	[ 493 271 806 ]
[1  6  1] :	[ 571 505 434 ]
[2  6  1] :	[ 529 470 618 ]
