# Generated by GAMUT v1.0.1
# A Game With Uniformly Random Payoffs
# Game Parameter Values:
# Random seed:	1652188559157
# Cmd Line:	-g RandomGame -players 3 -actions 10 -normalize -min_payoff 0.01 -max_payoff 10 -int_payoffs -int_mult 100 -f RG_multi_3_10_3.txt
# Players:	3
# Actions:	10 10 10
# players:	3
# actions:	[10]
[1  1  1] :	[ 641 290 35 ]
[2  1  1] :	[ 446 908 240 ]
[3  1  1] :	[ 356 935 508 ]
[4  1  1] :	[ 685 574 433 ]
[5  1  1] :	[ 231 694 115 ]
[6  1  1] :	[ 225 467 441 ]
[7  1  1] :	[ 271 408 201 ]
[8  1  1] :	[ 72 878 326 ]
[9  1  1] :	[ 876 904 137 ]
[10  1  1] :	[ 850 249 522 ]
[1  2  1] :	[ 83 139 418 ]
[2  2  1] :	[ 793 462 287 ]
[3  2  1] :	[ 850 233 103 ]
[4  2  1] :	[ 502 623 381 ]
[5  2  1] :	[ 476 38 35 ]
[6  2  1] :	[ 120 808 157 ]
[7  2  1] :	[ 446 890 961 ]
[8  2  1] :	[ 811 501 811 ]
[9  2  1] :	[ 327 554 823 ]
[10  2  1] :	[ 604 133 455 ]
[1  3  1] :	[ 940 49 900 ]
[2  3  1] :	[ 423 448 403 ]
[3  3  1] :	[ 262 391 365 ]
[4  3  1] :	[ 874 982 285 ]
[5  3  1] :	[ 202 746 844 ]
[6  3  1] :	[ 557 565 210 ]
[7  3  1] :	[ 975 332 949 ]
[8  3  1] :	[ 316 323 897 ]
[9  3  1] :	[ 995 687 250 ]
[10  3  1] :	[ 351 665 820 ]
[1  4  1] :	[ 620 699 681 ]
[2  4  1] :	[ 858 338 614 ]
[3  4  1] :	[ 88 692 27 ]
[4  4  1] :	[ 334 989 134 ]
[5  4  1] :	[ 439 919 365 ]
[6  4  1] :	[ 676 189 196 ]
[7  4  1] :	[ 328 70 657 ]
[8  4  1] :	[ 195 398 525 ]
[9  4  1] :	[ 235 899 115 ]
[10  4  1] :	[ 860 583 354 ]
[1  5  1] :	[ 829 327 298 ]
[2  5  1] :	[ 20 597 165 ]
[3  5  1] :	[ 132 322 901 ]
[4  5  1] :	[ 162 960 950 ]
[5  5  1] :	[ 357 610 787 ]
[6  5  1] :	[ 408 629 109 ]
[7  5  1] :	[ 387 649 576 ]
[8  5  1] :	[ 596 632 457 ]
[9  5  1] :	[ 990 822 163 ]
[10  5  1] :	[ 355 401 272 ]
[1  6  1] :	[ 812 445 109 ]
[2  6  1] :	[ 171 119 552 ]
[3  6  1] :	[ 984 780 345 ]
[4  6  1] :	[ 450 614 687 ]
[5  6  1] :	[ 642 742 36 ]
[6  6  1] :	[ 141 389 180 ]
[7  6  1] :	[ 658 795 271 ]
[8  6  1] :	[ 825 971 398 ]
[9  6  1] :	[ 397 467 272 ]
[10  6  1] :	[ 79 557 141 ]
[1  7  1] :	[ 979 873 779 ]
[2  7  1] :	[ 430 43 57 ]
[3  7  1] :	[ 500 467 599 ]
[4  7  1] :	[ 651 973 199 ]
[5  7  1] :	[ 298 218 51 ]
[6  7  1] :	[ 526 637 661 ]
[7  7  1] :	[ 76 401 274 ]
[8  7  1] :	[ 304 459 806 ]
[9  7  1] :	[ 498 963 416 ]
[10  7  1] :	[ 833 953 63 ]
[1  8  1] :	[ 492 743 280 ]
[2  8  1] :	[ 106 730 976 ]
[3  8  1] :	[ 545 984 782 ]
[4  8  1] :	[ 564 195 659 ]
[5  8  1] :	[ 817 303 815 ]
[6  8  1] :	[ 733 831 342 ]
[7  8  1] :	[ 156 305 831 ]
[8  8  1] :	[ 537 705 289 ]
[9  8  1] :	[ 437 69 623 ]
[10  8  1] :	[ 79 601 296 ]
[1  9  1] :	[ 972 13 565 ]
[2  9  1] :	[ 791 16 637 ]
[3  9  1] :	[ 617 796 788 ]
[4  9  1] :	[ 140 932 111 ]
[5  9  1] :	[ 304 663 589 ]
[6  9  1] :	[ 538 513 436 ]
[7  9  1] :	[ 820 601 577 ]
[8  9  1] :	[ 766 717 156 ]
[9  9  1] :	[ 96 2 895 ]
[10  9  1] :	[ 944 705 496 ]
[1  10  1] :	[ 59 849 819 ]
[2  10  1] :	[ 459 44 830 ]
[3  10  1] :	[ 402 339 651 ]
[4  10  1] :	[ 81 327 30 ]
[5  10  1] :	[ 507 933 277 ]
[6  10  1] :	[ 792 284 461 ]
[7  10  1] :	[ 163 207 814 ]
[8  10  1] :	[ 494 715 901 ]
[9  10  1] :	[ 46 993 260 ]
[10  10  1] :	[ 51 308 340 ]
[1  1  2] :	[ 660 856 73 ]
[2  1  2] :	[ 113 98 307 ]
[3  1  2] :	[ 259 359 632 ]
[4  1  2] :	[ 518 106 187 ]
[5  1  2] :	[ 483 870 857 ]
[6  1  2] :	[ 759 571 989 ]
[7  1  2] :	[ 786 410 156 ]
[8  1  2] :	[ 304 589 642 ]
[9  1  2] :	[ 323 591 811 ]
[10  1  2] :	[ 260 682 419 ]
[1  2  2] :	[ 767 701 866 ]
[2  2  2] :	[ 855 349 955 ]
[3  2  2] :	[ 344 154 248 ]
[4  2  2] :	[ 98 600 401 ]
[5  2  2] :	[ 364 569 972 ]
[6  2  2] :	[ 226 588 808 ]
[7  2  2] :	[ 280 806 743 ]
[8  2  2] :	[ 750 942 309 ]
[9  2  2] :	[ 171 999 432 ]
[10  2  2] :	[ 839 363 201 ]
[1  3  2] :	[ 781 724 68 ]
[2  3  2] :	[ 229 332 661 ]
[3  3  2] :	[ 500 364 97 ]
[4  3  2] :	[ 870 656 522 ]
[5  3  2] :	[ 877 862 224 ]
[6  3  2] :	[ 966 786 893 ]
[7  3  2] :	[ 266 629 925 ]
[8  3  2] :	[ 447 671 373 ]
[9  3  2] :	[ 726 335 358 ]
[10  3  2] :	[ 10 954 137 ]
[1  4  2] :	[ 336 907 405 ]
[2  4  2] :	[ 729 37 347 ]
[3  4  2] :	[ 102 588 789 ]
[4  4  2] :	[ 570 212 420 ]
[5  4  2] :	[ 879 643 929 ]
[6  4  2] :	[ 408 451 834 ]
[7  4  2] :	[ 323 46 375 ]
[8  4  2] :	[ 196 490 64 ]
[9  4  2] :	[ 323 441 406 ]
[10  4  2] :	[ 469 491 4 ]
[1  5  2] :	[ 532 63 823 ]
[2  5  2] :	[ 372 592 110 ]
[3  5  2] :	[ 121 412 918 ]
[4  5  2] :	[ 11 115 417 ]
[5  5  2] :	[ 429 940 456 ]
[6  5  2] :	[ 30 598 407 ]
[7  5  2] :	[ 575 32 763 ]
[8  5  2] :	[ 613 531 244 ]
[9  5  2] :	[ 707 297 305 ]
[10  5  2] :	[ 387 770 478 ]
[1  6  2] :	[ 471 860 636 ]
[2  6  2] :	[ 145 808 802 ]
[3  6  2] :	[ 576 463 215 ]
[4  6  2] :	[ 686 137 535 ]
[5  6  2] :	[ 253 986 192 ]
[6  6  2] :	[ 64 719 91 ]
[7  6  2] :	[ 819 570 948 ]
[8  6  2] :	[ 755 703 924 ]
[9  6  2] :	[ 931 863 593 ]
[10  6  2] :	[ 72 935 157 ]
[1  7  2] :	[ 933 755 35 ]
[2  7  2] :	[ 903 910 961 ]
[3  7  2] :	[ 834 180 37 ]
[4  7  2] :	[ 572 747 550 ]
[5  7  2] :	[ 883 417 345 ]
[6  7  2] :	[ 468 714 496 ]
[7  7  2] :	[ 686 606 599 ]
[8  7  2] :	[ 684 41 723 ]
[9  7  2] :	[ 34 595 68 ]
[10  7  2] :	[ 342 234 642 ]
[1  8  2] :	[ 364 713 37 ]
[2  8  2] :	[ 522 269 58 ]
[3  8  2] :	[ 777 502 939 ]
[4  8  2] :	[ 67 607 918 ]
[5  8  2] :	[ 15 968 464 ]
[6  8  2] :	[ 231 638 279 ]
[7  8  2] :	[ 297 837 209 ]
[8  8  2] :	[ 497 235 592 ]
[9  8  2] :	[ 998 608 71 ]
[10  8  2] :	[ 663 684 251 ]
[1  9  2] :	[ 825 885 931 ]
[2  9  2] :	[ 776 184 278 ]
[3  9  2] :	[ 386 253 282 ]
[4  9  2] :	[ 771 826 669 ]
[5  9  2] :	[ 631 443 760 ]
[6  9  2] :	[ 205 31 791 ]
[7  9  2] :	[ 473 444 894 ]
[8  9  2] :	[ 660 366 862 ]
[9  9  2] :	[ 793 426 440 ]
[10  9  2] :	[ 725 935 979 ]
[1  10  2] :	[ 985 788 952 ]
[2  10  2] :	[ 841 789 825 ]
[3  10  2] :	[ 636 501 743 ]
[4  10  2] :	[ 74 190 649 ]
[5  10  2] :	[ 292 146 163 ]
[6  10  2] :	[ 563 10 790 ]
[7  10  2] :	[ 491 316 526 ]
[8  10  2] :	[ 208 936 835 ]
[9  10  2] :	[ 108 252 829 ]
[10  10  2] :	[ 87 511 965 ]
[1  1  3] :	[ 180 839 91 ]
[2  1  3] :	[ 371 132 515 ]
[3  1  3] :	[ 759 342 254 ]
[4  1  3] :	[ 599 112 669 ]
[5  1  3] :	[ 340 990 905 ]
[6  1  3] :	[ 165 227 430 ]
[7  1  3] :	[ 158 737 666 ]
[8  1  3] :	[ 853 294 915 ]
[9  1  3] :	[ 389 106 157 ]
[10  1  3] :	[ 199 363 975 ]
[1  2  3] :	[ 185 977 674 ]
[2  2  3] :	[ 879 746 473 ]
[3  2  3] :	[ 594 910 450 ]
[4  2  3] :	[ 311 191 105 ]
[5  2  3] :	[ 198 898 239 ]
[6  2  3] :	[ 986 932 715 ]
[7  2  3] :	[ 318 445 292 ]
[8  2  3] :	[ 5 705 941 ]
[9  2  3] :	[ 837 127 76 ]
[10  2  3] :	[ 911 149 992 ]
[1  3  3] :	[ 101 975 813 ]
[2  3  3] :	[ 608 730 208 ]
[3  3  3] :	[ 283 718 324 ]
[4  3  3] :	[ 334 620 965 ]
[5  3  3] :	[ 834 133 414 ]
[6  3  3] :	[ 741 912 773 ]
[7  3  3] :	[ 515 169 161 ]
[8  3  3] :	[ 23 785 217 ]
[9  3  3] :	[ 746 535 767 ]
[10  3  3] :	[ 995 246 465 ]
[1  4  3] :	[ 27 712 912 ]
[2  4  3] :	[ 685 933 579 ]
[3  4  3] :	[ 486 795 822 ]
[4  4  3] :	[ 222 339 929 ]
[5  4  3] :	[ 793 783 997 ]
[6  4  3] :	[ 78 899 944 ]
[7  4  3] :	[ 4 281 94 ]
[8  4  3] :	[ 586 712 598 ]
[9  4  3] :	[ 123 625 824 ]
[10  4  3] :	[ 172 486 887 ]
[1  5  3] :	[ 390 78 692 ]
[2  5  3] :	[ 503 551 897 ]
[3  5  3] :	[ 312 429 530 ]
[4  5  3] :	[ 111 734 178 ]
[5  5  3] :	[ 234 481 124 ]
[6  5  3] :	[ 735 364 560 ]
[7  5  3] :	[ 790 932 120 ]
[8  5  3] :	[ 347 90 277 ]
[9  5  3] :	[ 416 897 989 ]
[10  5  3] :	[ 328 39 390 ]
[1  6  3] :	[ 676 253 307 ]
[2  6  3] :	[ 733 897 104 ]
[3  6  3] :	[ 627 332 253 ]
[4  6  3] :	[ 692 787 13 ]
[5  6  3] :	[ 348 702 961 ]
[6  6  3] :	[ 450 506 782 ]
[7  6  3] :	[ 179 632 740 ]
[8  6  3] :	[ 954 432 68 ]
[9  6  3] :	[ 826 611 708 ]
[10  6  3] :	[ 445 596 733 ]
[1  7  3] :	[ 956 398 40 ]
[2  7  3] :	[ 750 423 913 ]
[3  7  3] :	[ 389 626 837 ]
[4  7  3] :	[ 615 145 340 ]
[5  7  3] :	[ 646 883 907 ]
[6  7  3] :	[ 925 871 273 ]
[7  7  3] :	[ 944 621 190 ]
[8  7  3] :	[ 226 688 491 ]
[9  7  3] :	[ 527 411 709 ]
[10  7  3] :	[ 78 774 327 ]
[1  8  3] :	[ 271 276 279 ]
[2  8  3] :	[ 994 285 614 ]
[3  8  3] :	[ 356 673 306 ]
[4  8  3] :	[ 581 429 516 ]
[5  8  3] :	[ 269 456 337 ]
[6  8  3] :	[ 17 780 329 ]
[7  8  3] :	[ 993 901 165 ]
[8  8  3] :	[ 684 843 851 ]
[9  8  3] :	[ 886 906 499 ]
[10  8  3] :	[ 65 654 593 ]
[1  9  3] :	[ 549 206 288 ]
[2  9  3] :	[ 384 752 737 ]
[3  9  3] :	[ 370 284 738 ]
[4  9  3] :	[ 968 826 163 ]
[5  9  3] :	[ 932 422 841 ]
[6  9  3] :	[ 178 564 258 ]
[7  9  3] :	[ 917 340 578 ]
[8  9  3] :	[ 602 480 383 ]
[9  9  3] :	[ 721 551 161 ]
[10  9  3] :	[ 351 304 549 ]
[1  10  3] :	[ 759 63 976 ]
[2  10  3] :	[ 581 947 693 ]
[3  10  3] :	[ 325 359 989 ]
[4  10  3] :	[ 269 279 227 ]
[5  10  3] :	[ 60 770 130 ]
[6  10  3] :	[ 74 326 882 ]
[7  10  3] :	[ 387 890 555 ]
[8  10  3] :	[ 171 879 995 ]
[9  10  3] :	[ 900 607 239 ]
[10  10  3] :	[ 96 441 919 ]
[1  1  4] :	[ 357 570 235 ]
[2  1  4] :	[ 189 511 305 ]
[3  1  4] :	[ 916 514 563 ]
[4  1  4] :	[ 442 314 277 ]
[5  1  4] :	[ 84 177 195 ]
[6  1  4] :	[ 788 280 545 ]
[7  1  4] :	[ 975 612 346 ]
[8  1  4] :	[ 773 182 907 ]
[9  1  4] :	[ 191 351 504 ]
[10  1  4] :	[ 473 583 439 ]
[1  2  4] :	[ 524 45 380 ]
[2  2  4] :	[ 628 583 532 ]
[3  2  4] :	[ 875 340 804 ]
[4  2  4] :	[ 545 312 331 ]
[5  2  4] :	[ 981 580 220 ]
[6  2  4] :	[ 918 893 616 ]
[7  2  4] :	[ 593 476 641 ]
[8  2  4] :	[ 771 844 729 ]
[9  2  4] :	[ 738 854 132 ]
[10  2  4] :	[ 134 46 316 ]
[1  3  4] :	[ 910 411 98 ]
[2  3  4] :	[ 162 501 874 ]
[3  3  4] :	[ 16 816 63 ]
[4  3  4] :	[ 776 999 844 ]
[5  3  4] :	[ 601 307 331 ]
[6  3  4] :	[ 642 538 253 ]
[7  3  4] :	[ 937 946 951 ]
[8  3  4] :	[ 554 822 49 ]
[9  3  4] :	[ 779 180 82 ]
[10  3  4] :	[ 123 186 794 ]
[1  4  4] :	[ 825 945 780 ]
[2  4  4] :	[ 677 12 603 ]
[3  4  4] :	[ 600 214 141 ]
[4  4  4] :	[ 497 593 92 ]
[5  4  4] :	[ 751 38 812 ]
[6  4  4] :	[ 3 898 987 ]
[7  4  4] :	[ 735 257 124 ]
[8  4  4] :	[ 292 885 244 ]
[9  4  4] :	[ 964 612 422 ]
[10  4  4] :	[ 39 689 474 ]
[1  5  4] :	[ 486 815 798 ]
[2  5  4] :	[ 131 855 930 ]
[3  5  4] :	[ 796 756 915 ]
[4  5  4] :	[ 665 884 561 ]
[5  5  4] :	[ 19 668 506 ]
[6  5  4] :	[ 791 88 74 ]
[7  5  4] :	[ 152 324 675 ]
[8  5  4] :	[ 106 409 766 ]
[9  5  4] :	[ 797 769 17 ]
[10  5  4] :	[ 537 543 843 ]
[1  6  4] :	[ 617 406 847 ]
[2  6  4] :	[ 5 942 361 ]
[3  6  4] :	[ 843 348 435 ]
[4  6  4] :	[ 465 881 966 ]
[5  6  4] :	[ 666 592 677 ]
[6  6  4] :	[ 549 483 521 ]
[7  6  4] :	[ 990 117 483 ]
[8  6  4] :	[ 914 953 151 ]
[9  6  4] :	[ 306 108 435 ]
[10  6  4] :	[ 346 229 492 ]
[1  7  4] :	[ 798 147 710 ]
[2  7  4] :	[ 497 60 41 ]
[3  7  4] :	[ 872 831 682 ]
[4  7  4] :	[ 286 381 686 ]
[5  7  4] :	[ 238 432 831 ]
[6  7  4] :	[ 81 699 455 ]
[7  7  4] :	[ 517 367 417 ]
[8  7  4] :	[ 838 444 201 ]
[9  7  4] :	[ 717 242 530 ]
[10  7  4] :	[ 962 612 662 ]
[1  8  4] :	[ 208 676 356 ]
[2  8  4] :	[ 155 60 998 ]
[3  8  4] :	[ 417 262 700 ]
[4  8  4] :	[ 695 992 234 ]
[5  8  4] :	[ 833 386 369 ]
[6  8  4] :	[ 57 320 978 ]
[7  8  4] :	[ 258 46 131 ]
[8  8  4] :	[ 399 757 473 ]
[9  8  4] :	[ 238 674 729 ]
[10  8  4] :	[ 306 891 409 ]
[1  9  4] :	[ 187 609 213 ]
[2  9  4] :	[ 1000 774 611 ]
[3  9  4] :	[ 709 669 507 ]
[4  9  4] :	[ 717 157 562 ]
[5  9  4] :	[ 762 12 253 ]
[6  9  4] :	[ 700 911 874 ]
[7  9  4] :	[ 602 514 82 ]
[8  9  4] :	[ 434 878 91 ]
[9  9  4] :	[ 307 456 460 ]
[10  9  4] :	[ 997 688 171 ]
[1  10  4] :	[ 446 742 283 ]
[2  10  4] :	[ 267 714 524 ]
[3  10  4] :	[ 137 936 613 ]
[4  10  4] :	[ 873 249 456 ]
[5  10  4] :	[ 947 243 294 ]
[6  10  4] :	[ 222 136 336 ]
[7  10  4] :	[ 593 565 848 ]
[8  10  4] :	[ 249 203 948 ]
[9  10  4] :	[ 920 33 928 ]
[10  10  4] :	[ 336 84 376 ]
[1  1  5] :	[ 797 639 884 ]
[2  1  5] :	[ 493 762 128 ]
[3  1  5] :	[ 191 137 426 ]
[4  1  5] :	[ 617 849 919 ]
[5  1  5] :	[ 176 71 372 ]
[6  1  5] :	[ 744 391 949 ]
[7  1  5] :	[ 31 223 342 ]
[8  1  5] :	[ 308 358 387 ]
[9  1  5] :	[ 963 143 861 ]
[10  1  5] :	[ 894 960 949 ]
[1  2  5] :	[ 701 185 576 ]
[2  2  5] :	[ 815 182 715 ]
[3  2  5] :	[ 949 585 183 ]
[4  2  5] :	[ 498 159 843 ]
[5  2  5] :	[ 69 645 972 ]
[6  2  5] :	[ 495 189 522 ]
[7  2  5] :	[ 808 711 814 ]
[8  2  5] :	[ 417 624 892 ]
[9  2  5] :	[ 237 336 273 ]
[10  2  5] :	[ 62 829 647 ]
[1  3  5] :	[ 380 836 13 ]
[2  3  5] :	[ 832 934 678 ]
[3  3  5] :	[ 493 507 608 ]
[4  3  5] :	[ 662 594 217 ]
[5  3  5] :	[ 263 394 211 ]
[6  3  5] :	[ 269 262 44 ]
[7  3  5] :	[ 727 974 939 ]
[8  3  5] :	[ 658 205 257 ]
[9  3  5] :	[ 54 70 326 ]
[10  3  5] :	[ 515 111 755 ]
[1  4  5] :	[ 813 25 215 ]
[2  4  5] :	[ 912 567 891 ]
[3  4  5] :	[ 485 911 298 ]
[4  4  5] :	[ 794 160 991 ]
[5  4  5] :	[ 243 288 208 ]
[6  4  5] :	[ 776 458 469 ]
[7  4  5] :	[ 641 711 249 ]
[8  4  5] :	[ 188 757 21 ]
[9  4  5] :	[ 541 761 231 ]
[10  4  5] :	[ 163 371 417 ]
[1  5  5] :	[ 283 35 241 ]
[2  5  5] :	[ 240 204 384 ]
[3  5  5] :	[ 748 464 112 ]
[4  5  5] :	[ 971 794 357 ]
[5  5  5] :	[ 161 50 665 ]
[6  5  5] :	[ 776 385 614 ]
[7  5  5] :	[ 445 736 967 ]
[8  5  5] :	[ 710 571 936 ]
[9  5  5] :	[ 14 816 794 ]
[10  5  5] :	[ 289 847 923 ]
[1  6  5] :	[ 460 914 422 ]
[2  6  5] :	[ 495 817 953 ]
[3  6  5] :	[ 706 919 16 ]
[4  6  5] :	[ 808 790 420 ]
[5  6  5] :	[ 547 107 26 ]
[6  6  5] :	[ 639 164 754 ]
[7  6  5] :	[ 737 283 714 ]
[8  6  5] :	[ 953 894 268 ]
[9  6  5] :	[ 920 928 673 ]
[10  6  5] :	[ 792 845 438 ]
[1  7  5] :	[ 33 633 688 ]
[2  7  5] :	[ 821 251 767 ]
[3  7  5] :	[ 603 485 866 ]
[4  7  5] :	[ 68 396 207 ]
[5  7  5] :	[ 650 493 383 ]
[6  7  5] :	[ 615 998 614 ]
[7  7  5] :	[ 114 482 639 ]
[8  7  5] :	[ 802 429 244 ]
[9  7  5] :	[ 658 673 55 ]
[10  7  5] :	[ 305 611 630 ]
[1  8  5] :	[ 1000 200 954 ]
[2  8  5] :	[ 468 96 704 ]
[3  8  5] :	[ 78 39 349 ]
[4  8  5] :	[ 283 21 928 ]
[5  8  5] :	[ 219 93 298 ]
[6  8  5] :	[ 931 532 896 ]
[7  8  5] :	[ 379 868 511 ]
[8  8  5] :	[ 843 25 967 ]
[9  8  5] :	[ 325 61 112 ]
[10  8  5] :	[ 565 624 381 ]
[1  9  5] :	[ 555 398 766 ]
[2  9  5] :	[ 364 662 97 ]
[3  9  5] :	[ 836 938 559 ]
[4  9  5] :	[ 812 82 639 ]
[5  9  5] :	[ 361 67 108 ]
[6  9  5] :	[ 417 380 50 ]
[7  9  5] :	[ 29 427 996 ]
[8  9  5] :	[ 564 774 33 ]
[9  9  5] :	[ 771 742 925 ]
[10  9  5] :	[ 524 15 480 ]
[1  10  5] :	[ 785 651 276 ]
[2  10  5] :	[ 243 867 169 ]
[3  10  5] :	[ 193 544 608 ]
[4  10  5] :	[ 18 701 922 ]
[5  10  5] :	[ 931 652 848 ]
[6  10  5] :	[ 689 218 276 ]
[7  10  5] :	[ 402 70 356 ]
[8  10  5] :	[ 432 929 612 ]
[9  10  5] :	[ 800 486 327 ]
[10  10  5] :	[ 893 990 18 ]
[1  1  6] :	[ 567 645 66 ]
[2  1  6] :	[ 31 30 349 ]
[3  1  6] :	[ 516 207 915 ]
[4  1  6] :	[ 291 329 118 ]
[5  1  6] :	[ 112 790 220 ]
[6  1  6] :	[ 449 369 54 ]
[7  1  6] :	[ 729 779 795 ]
[8  1  6] :	[ 687 339 411 ]
[9  1  6] :	[ 486 405 260 ]
[10  1  6] :	[ 70 589 881 ]
[1  2  6] :	[ 235 26 195 ]
[2  2  6] :	[ 21 480 354 ]
[3  2  6] :	[ 253 134 934 ]
[4  2  6] :	[ 577 128 637 ]
[5  2  6] :	[ 64 901 511 ]
[6  2  6] :	[ 947 790 643 ]
[7  2  6] :	[ 148 149 581 ]
[8  2  6] :	[ 173 235 903 ]
[9  2  6] :	[ 289 915 420 ]
[10  2  6] :	[ 799 157 509 ]
[1  3  6] :	[ 38 993 278 ]
[2  3  6] :	[ 222 589 598 ]
[3  3  6] :	[ 891 122 503 ]
[4  3  6] :	[ 698 127 290 ]
[5  3  6] :	[ 910 303 201 ]
[6  3  6] :	[ 582 484 788 ]
[7  3  6] :	[ 592 57 411 ]
[8  3  6] :	[ 602 464 212 ]
[9  3  6] :	[ 208 96 404 ]
[10  3  6] :	[ 576 410 344 ]
[1  4  6] :	[ 622 80 114 ]
[2  4  6] :	[ 737 856 817 ]
[3  4  6] :	[ 987 939 627 ]
[4  4  6] :	[ 499 649 530 ]
[5  4  6] :	[ 896 918 221 ]
[6  4  6] :	[ 288 879 229 ]
[7  4  6] :	[ 484 589 513 ]
[8  4  6] :	[ 685 294 858 ]
[9  4  6] :	[ 58 782 829 ]
[10  4  6] :	[ 347 413 384 ]
[1  5  6] :	[ 781 765 970 ]
[2  5  6] :	[ 537 845 473 ]
[3  5  6] :	[ 279 144 714 ]
[4  5  6] :	[ 972 342 561 ]
[5  5  6] :	[ 319 449 117 ]
[6  5  6] :	[ 503 245 976 ]
[7  5  6] :	[ 667 330 88 ]
[8  5  6] :	[ 768 462 908 ]
[9  5  6] :	[ 7 592 523 ]
[10  5  6] :	[ 772 910 17 ]
[1  6  6] :	[ 466 217 479 ]
[2  6  6] :	[ 696 2 304 ]
[3  6  6] :	[ 735 306 139 ]
[4  6  6] :	[ 499 964 37 ]
[5  6  6] :	[ 136 790 585 ]
[6  6  6] :	[ 812 255 704 ]
[7  6  6] :	[ 993 494 482 ]
[8  6  6] :	[ 601 502 400 ]
[9  6  6] :	[ 702 963 239 ]
[10  6  6] :	[ 381 237 196 ]
[1  7  6] :	[ 273 569 286 ]
[2  7  6] :	[ 618 291 656 ]
[3  7  6] :	[ 551 903 884 ]
[4  7  6] :	[ 218 266 237 ]
[5  7  6] :	[ 843 176 913 ]
[6  7  6] :	[ 824 914 959 ]
[7  7  6] :	[ 139 205 151 ]
[8  7  6] :	[ 316 776 44 ]
[9  7  6] :	[ 318 975 436 ]
[10  7  6] :	[ 655 829 618 ]
[1  8  6] :	[ 786 565 323 ]
[2  8  6] :	[ 647 562 825 ]
[3  8  6] :	[ 325 289 291 ]
[4  8  6] :	[ 643 375 464 ]
[5  8  6] :	[ 941 106 645 ]
[6  8  6] :	[ 680 1 452 ]
[7  8  6] :	[ 353 919 978 ]
[8  8  6] :	[ 366 176 121 ]
[9  8  6] :	[ 958 257 516 ]
[10  8  6] :	[ 417 634 326 ]
[1  9  6] :	[ 667 691 204 ]
[2  9  6] :	[ 508 862 400 ]
[3  9  6] :	[ 596 49 728 ]
[4  9  6] :	[ 835 785 551 ]
[5  9  6] :	[ 896 201 348 ]
[6  9  6] :	[ 843 399 884 ]
[7  9  6] :	[ 10 863 976 ]
