param n := 3;
set S[1] := 1 2 3 4 5;
set S[2] := 1 2 3 4 5;
set S[3] := 1 2 3 4 5;

param A :=
[*,1,1,1]  1 7 2 39 3 47
[*,2,1,1]  1 98 2 18 3 38
[*,3,1,1]  1 12 2 13 3 24
[*,4,1,1]  1 1 2 85 3 81
[*,5,1,1]  1 99 2 44 3 29
[*,1,2,1]  1 98 2 44 3 61
[*,2,2,1]  1 23 2 93 3 53
[*,3,2,1]  1 11 2 25 3 68
[*,4,2,1]  1 67 2 83 3 33
[*,5,2,1]  1 68 2 85 3 33
[*,1,3,1]  1 82 2 77 3 29
[*,2,3,1]  1 69 2 58 3 96
[*,3,3,1]  1 23 2 14 3 40
[*,4,3,1]  1 33 2 10 3 88
[*,5,3,1]  1 8 2 7 3 85
[*,1,4,1]  1 36 2 65 3 22
[*,2,4,1]  1 80 2 84 3 35
[*,3,4,1]  1 72 2 63 3 96
[*,4,4,1]  1 78 2 66 3 55
[*,5,4,1]  1 26 2 71 3 34
[*,1,5,1]  1 70 2 48 3 70
[*,2,5,1]  1 91 2 13 3 14
[*,3,5,1]  1 21 2 8 3 54
[*,4,5,1]  1 25 2 87 3 92
[*,5,5,1]  1 6 2 60 3 52
[*,1,1,2]  1 97 2 82 3 18
[*,2,1,2]  1 62 2 30 3 44
[*,3,1,2]  1 94 2 32 3 25
[*,4,1,2]  1 22 2 38 3 29
[*,5,1,2]  1 89 2 51 3 88
[*,1,2,2]  1 95 2 69 3 1
[*,2,2,2]  1 88 2 39 3 79
[*,3,2,2]  1 16 2 78 3 38
[*,4,2,2]  1 53 2 13 3 23
[*,5,2,2]  1 72 2 75 3 84
[*,1,3,2]  1 22 2 83 3 35
[*,2,3,2]  1 90 2 73 3 16
[*,3,3,2]  1 9 2 74 3 53
[*,4,3,2]  1 57 2 89 3 84
[*,5,3,2]  1 62 2 35 3 62
[*,1,4,2]  1 1 2 88 3 67
[*,2,4,2]  1 85 2 97 3 42
[*,3,4,2]  1 87 2 39 3 52
[*,4,4,2]  1 6 2 86 3 95
[*,5,4,2]  1 74 2 16 3 26
[*,1,5,2]  1 100 2 38 3 24
[*,2,5,2]  1 62 2 86 3 49
[*,3,5,2]  1 49 2 16 3 87
[*,4,5,2]  1 19 2 8 3 26
[*,5,5,2]  1 94 2 87 3 62
[*,1,1,3]  1 45 2 87 3 86
[*,2,1,3]  1 15 2 59 3 63
[*,3,1,3]  1 91 2 63 3 3
[*,4,1,3]  1 94 2 29 3 54
[*,5,1,3]  1 41 2 9 3 45
[*,1,2,3]  1 74 2 78 3 81
[*,2,2,3]  1 42 2 3 3 100
[*,3,2,3]  1 49 2 21 3 45
[*,4,2,3]  1 73 2 84 3 34
[*,5,2,3]  1 20 2 15 3 88
[*,1,3,3]  1 69 2 66 3 50
[*,2,3,3]  1 64 2 45 3 45
[*,3,3,3]  1 69 2 61 3 72
[*,4,3,3]  1 24 2 53 3 100
[*,5,3,3]  1 2 2 76 3 35
[*,1,4,3]  1 82 2 28 3 61
[*,2,4,3]  1 76 2 18 3 41
[*,3,4,3]  1 53 2 45 3 32
[*,4,4,3]  1 91 2 24 3 64
[*,5,4,3]  1 74 2 97 3 14
[*,1,5,3]  1 79 2 3 3 1
[*,2,5,3]  1 34 2 67 3 44
[*,3,5,3]  1 34 2 69 3 72
[*,4,5,3]  1 66 2 57 3 87
[*,5,5,3]  1 96 2 74 3 60
[*,1,1,4]  1 37 2 30 3 36
[*,2,1,4]  1 25 2 83 3 34
[*,3,1,4]  1 5 2 66 3 27
[*,4,1,4]  1 91 2 61 3 1
[*,5,1,4]  1 47 2 10 3 83
[*,1,2,4]  1 57 2 57 3 89
[*,2,2,4]  1 37 2 47 3 69
[*,3,2,4]  1 45 2 3 3 91
[*,4,2,4]  1 53 2 91 3 50
[*,5,2,4]  1 74 2 3 3 15
[*,1,3,4]  1 55 2 30 3 57
[*,2,3,4]  1 23 2 75 3 60
[*,3,3,4]  1 79 2 92 3 75
[*,4,3,4]  1 69 2 50 3 15
[*,5,3,4]  1 5 2 1 3 36
[*,1,4,4]  1 74 2 7 3 5
[*,2,4,4]  1 61 2 2 3 67
[*,3,4,4]  1 50 2 66 3 95
[*,4,4,4]  1 42 2 50 3 20
[*,5,4,4]  1 92 2 65 3 88
[*,1,5,4]  1 34 2 85 3 83
[*,2,5,4]  1 12 2 71 3 75
[*,3,5,4]  1 55 2 24 3 16
[*,4,5,4]  1 21 2 56 3 90
[*,5,5,4]  1 70 2 27 3 29
[*,1,1,5]  1 27 2 58 3 88
[*,2,1,5]  1 57 2 62 3 9
[*,3,1,5]  1 44 2 79 3 45
[*,4,1,5]  1 76 2 47 3 14
[*,5,1,5]  1 55 2 59 3 6
[*,1,2,5]  1 62 2 38 3 9
[*,2,2,5]  1 56 2 8 3 33
[*,3,2,5]  1 23 2 61 3 85
[*,4,2,5]  1 51 2 24 3 30
[*,5,2,5]  1 64 2 46 3 27
[*,1,3,5]  1 65 2 77 3 11
[*,2,3,5]  1 42 2 2 3 29
[*,3,3,5]  1 10 2 7 3 32
[*,4,3,5]  1 33 2 89 3 97
[*,5,3,5]  1 28 2 76 3 22
[*,1,4,5]  1 61 2 76 3 27
[*,2,4,5]  1 1 2 87 3 70
[*,3,4,5]  1 18 2 36 3 76
[*,4,4,5]  1 48 2 44 3 17
[*,5,4,5]  1 53 2 18 3 13
[*,1,5,5]  1 42 2 49 3 96
[*,2,5,5]  1 71 2 5 3 8
[*,3,5,5]  1 54 2 94 3 26
[*,4,5,5]  1 61 2 12 3 43
[*,5,5,5]  1 31 2 98 3 73;

#param U :=  1 99.0 2 97.0 3 99.0;
#param pu :=  1 100.0 2 98.0 3 100.0;
#param pl :=  1 1.0 2 1.0 3 1.0;
